Distance,Diameter,Radius,,Text File Input
15.7842,2.07045,1.035225,,15.7842 1.035225 0
15.836,2.06328,1.03164,,15.836 1.03164 0
15.9575,2.04859,1.024295,,15.9575 1.024295 0
16.0264,2.03797,1.018985,,16.0264 1.018985 0
16.0403,2.03576,1.01788,,16.0403 1.01788 0
16.0893,2.02809,1.014045,,16.0893 1.014045 0
16.1261,2.02364,1.01182,,16.1261 1.01182 0
16.131,2.02286,1.01143,,16.131 1.01143 0
16.1472,2.02047,1.010235,,16.1472 1.010235 0
16.1957,2.01316,1.00658,,16.1957 1.00658 0
16.2176,2.01017,1.005085,,16.2176 1.005085 0
16.2968,2.00251,1.001255,,16.2968 1.001255 0
16.2978,2.00242,1.00121,,16.2978 1.00121 0
16.3321,1.99853,0.999265,,16.3321 0.999265 0
16.3329,1.99844,0.99922,,16.3329 0.99922 0
16.3679,1.99415,0.997075,,16.3679 0.997075 0
16.4364,1.98361,0.991805,,16.4364 0.991805 0
16.4823,1.97551,0.987755,,16.4823 0.987755 0
16.6314,1.96723,0.983615,,16.6314 0.983615 0
16.6677,1.96929,0.984645,,16.6677 0.984645 0
16.6703,1.96944,0.98472,,16.6703 0.98472 0
16.6989,1.97106,0.98553,,16.6989 0.98553 0
16.699,1.97106,0.98553,,16.699 0.98553 0
16.7105,1.9711,0.98555,,16.7105 0.98555 0
16.777,1.97211,0.986055,,16.777 0.986055 0
16.782,1.97205,0.986025,,16.782 0.986025 0
16.7929,1.97177,0.985885,,16.7929 0.985885 0
16.8923,1.97267,0.986335,,16.8923 0.986335 0
16.955,1.97868,0.98934,,16.955 0.98934 0
16.9586,1.97888,0.98944,,16.9586 0.98944 0
16.9978,1.98018,0.99009,,16.9978 0.99009 0
17.0514,1.98043,0.990215,,17.0514 0.990215 0
17.0673,1.98043,0.990215,,17.0673 0.990215 0
17.1045,1.9796,0.9898,,17.1045 0.9898 0
17.1951,1.98306,0.99153,,17.1951 0.99153 0
17.239,1.98733,0.993665,,17.239 0.993665 0
17.2487,1.98819,0.994095,,17.2487 0.994095 0
17.2522,1.98844,0.99422,,17.2522 0.99422 0
17.2635,1.98932,0.99466,,17.2635 0.99466 0
17.3093,1.99243,0.996215,,17.3093 0.996215 0
17.3555,1.99406,0.99703,,17.3555 0.99703 0
17.3713,1.99419,0.997095,,17.3713 0.997095 0
17.3957,1.99426,0.99713,,17.3957 0.99713 0
17.4452,1.9939,0.99695,,17.4452 0.99695 0
17.4973,1.99562,0.99781,,17.4973 0.99781 0
17.5006,1.99571,0.997855,,17.5006 0.997855 0
17.5477,1.99495,0.997475,,17.5477 0.997475 0
17.5542,1.99479,0.997395,,17.5542 0.997395 0
17.5662,1.9942,0.9971,,17.5662 0.9971 0
17.6257,1.99222,0.99611,,17.6257 0.99611 0
17.6397,1.99181,0.995905,,17.6397 0.995905 0
17.644,1.99159,0.995795,,17.644 0.995795 0
17.693,1.98979,0.994895,,17.693 0.994895 0
17.7139,1.98986,0.99493,,17.7139 0.99493 0
17.7224,1.99003,0.995015,,17.7224 0.995015 0
17.7354,1.98994,0.99497,,17.7354 0.99497 0
17.7409,1.98966,0.99483,,17.7409 0.99483 0
17.7513,1.98907,0.994535,,17.7513 0.994535 0
17.8082,1.98643,0.993215,,17.8082 0.993215 0
17.8571,1.98408,0.99204,,17.8571 0.99204 0
17.8623,1.98382,0.99191,,17.8623 0.99191 0
17.8761,1.98302,0.99151,,17.8761 0.99151 0
17.9435,1.98064,0.99032,,17.9435 0.99032 0
17.9832,1.98069,0.990345,,17.9832 0.990345 0
17.9834,1.98069,0.990345,,17.9834 0.990345 0
18.0047,1.98066,0.99033,,18.0047 0.99033 0
18.0293,1.98066,0.99033,,18.0293 0.99033 0
18.0931,1.98074,0.99037,,18.0931 0.99037 0
18.1192,1.98096,0.99048,,18.1192 0.99048 0
18.1425,1.98109,0.990545,,18.1425 0.990545 0
18.2001,1.98267,0.991335,,18.2001 0.991335 0
18.2291,1.98452,0.99226,,18.2291 0.99226 0
18.2292,1.98453,0.992265,,18.2292 0.992265 0
18.2506,1.98647,0.993235,,18.2506 0.993235 0
18.2942,1.99078,0.99539,,18.2942 0.99539 0
18.3156,1.99171,0.995855,,18.3156 0.995855 0
18.3618,1.99415,0.997075,,18.3618 0.997075 0
18.4078,1.99759,0.998795,,18.4078 0.998795 0
18.4199,1.99822,0.99911,,18.4199 0.99911 0
18.4398,1.99973,0.999865,,18.4398 0.999865 0
18.4849,2.00363,1.001815,,18.4849 1.001815 0
18.5059,2.00614,1.00307,,18.5059 1.00307 0
18.5603,2.01452,1.00726,,18.5603 1.00726 0
18.5665,2.01556,1.00778,,18.5665 1.00778 0
18.5731,2.01664,1.00832,,18.5731 1.00832 0
18.6257,2.02461,1.012305,,18.6257 1.012305 0
18.6334,2.02573,1.012865,,18.6334 1.012865 0
18.6711,2.03035,1.015175,,18.6711 1.015175 0
18.692,2.03263,1.016315,,18.692 1.016315 0
18.7619,2.03852,1.01926,,18.7619 1.01926 0
18.7627,2.03858,1.01929,,18.7627 1.01929 0
18.8387,2.04191,1.020955,,18.8387 1.020955 0
18.8405,2.04195,1.020975,,18.8405 1.020975 0
18.9027,2.04339,1.021695,,18.9027 1.021695 0
18.9051,2.04331,1.021655,,18.9051 1.021655 0
18.9589,2.04097,1.020485,,18.9589 1.020485 0
18.9649,2.04087,1.020435,,18.9649 1.020435 0
19.0314,2.04175,1.020875,,19.0314 1.020875 0
19.0365,2.04188,1.02094,,19.0365 1.02094 0
19.0832,2.04185,1.020925,,19.0832 1.020925 0
19.0938,2.04204,1.02102,,19.0938 1.02102 0
19.1278,2.0427,1.02135,,19.1278 1.02135 0
19.1318,2.04274,1.02137,,19.1318 1.02137 0
19.1812,2.04264,1.02132,,19.1812 1.02132 0
19.2314,2.04314,1.02157,,19.2314 1.02157 0
19.2368,2.04332,1.02166,,19.2368 1.02166 0
19.277,2.04525,1.022625,,19.277 1.022625 0
19.2874,2.04606,1.02303,,19.2874 1.02303 0
19.2939,2.04658,1.02329,,19.2939 1.02329 0
19.3051,2.04703,1.023515,,19.3051 1.023515 0
19.3243,2.04756,1.02378,,19.3243 1.02378 0
19.335,2.04755,1.023775,,19.335 1.023775 0
19.3735,2.04877,1.024385,,19.3735 1.024385 0
19.3836,2.0488,1.0244,,19.3836 1.0244 0
19.4275,2.04924,1.02462,,19.4275 1.02462 0
19.455,2.04892,1.02446,,19.455 1.02446 0
19.5077,2.05109,1.025545,,19.5077 1.025545 0
19.6032,2.06334,1.03167,,19.6032 1.03167 0
19.6578,2.07151,1.035755,,19.6578 1.035755 0
19.6602,2.07182,1.03591,,19.6602 1.03591 0
19.7179,2.07932,1.03966,,19.7179 1.03966 0
19.7187,2.0794,1.0397,,19.7187 1.0397 0
19.7518,2.08334,1.04167,,19.7518 1.04167 0
19.7549,2.08382,1.04191,,19.7549 1.04191 0
19.939,2.12702,1.06351,,19.939 1.06351 0
19.9432,2.12838,1.06419,,19.9432 1.06419 0
19.9746,2.13862,1.06931,,19.9746 1.06931 0
19.9749,2.13871,1.069355,,19.9749 1.069355 0
20.0189,2.15175,1.075875,,20.0189 1.075875 0
20.0255,2.15334,1.07667,,20.0255 1.07667 0
20.0664,2.16363,1.081815,,20.0664 1.081815 0
20.0726,2.16516,1.08258,,20.0726 1.08258 0
20.1582,2.19051,1.095255,,20.1582 1.095255 0
20.1789,2.19778,1.09889,,20.1789 1.09889 0
20.2299,2.21559,1.107795,,20.2299 1.107795 0
20.2369,2.21814,1.10907,,20.2369 1.10907 0
20.2558,2.22456,1.11228,,20.2558 1.11228 0
20.2664,2.22752,1.11376,,20.2664 1.11376 0
20.3187,2.2417,1.12085,,20.3187 1.12085 0
20.3188,2.24172,1.12086,,20.3188 1.12086 0
20.3384,2.24708,1.12354,,20.3384 1.12354 0
20.3716,2.25327,1.126635,,20.3716 1.126635 0
20.4013,2.25828,1.12914,,20.4013 1.12914 0
20.4048,2.25887,1.129435,,20.4048 1.129435 0
20.4048,2.25887,1.129435,,20.4048 1.129435 0
20.4111,2.25974,1.12987,,20.4111 1.12987 0
20.4215,2.26095,1.130475,,20.4215 1.130475 0
20.4658,2.26434,1.13217,,20.4658 1.13217 0
20.5085,2.26463,1.132315,,20.5085 1.132315 0
20.5205,2.26441,1.132205,,20.5205 1.132205 0
20.6435,2.21981,1.109905,,20.6435 1.109905 0
20.6882,2.19824,1.09912,,20.6882 1.09912 0
20.6894,2.19758,1.09879,,20.6894 1.09879 0
20.7287,2.17714,1.08857,,20.7287 1.08857 0
20.7797,2.1503,1.07515,,20.7797 1.07515 0
20.9426,2.08527,1.042635,,20.9426 1.042635 0
20.9577,2.08053,1.040265,,20.9577 1.040265 0
20.9916,2.06956,1.03478,,20.9916 1.03478 0
21.0132,2.06136,1.03068,,21.0132 1.03068 0
21.0329,2.05259,1.026295,,21.0329 1.026295 0
21.0716,2.03567,1.017835,,21.0716 1.017835 0
21.0815,2.03127,1.015635,,21.0815 1.015635 0
21.2149,1.98342,0.99171,,21.2149 0.99171 0
21.2875,1.96491,0.982455,,21.2875 0.982455 0
21.291,1.96407,0.982035,,21.291 0.982035 0
21.3294,1.9553,0.97765,,21.3294 0.97765 0
21.3772,1.94274,0.97137,,21.3772 0.97137 0
21.4166,1.93308,0.96654,,21.4166 0.96654 0
21.4663,1.9215,0.96075,,21.4663 0.96075 0
21.478,1.91897,0.959485,,21.478 0.959485 0
21.4984,1.91469,0.957345,,21.4984 0.957345 0
21.5731,1.90242,0.95121,,21.5731 0.95121 0
21.5844,1.90021,0.950105,,21.5844 0.950105 0
21.6644,1.88945,0.944725,,21.6644 0.944725 0
21.7272,1.88443,0.942215,,21.7272 0.942215 0
21.7291,1.88426,0.94213,,21.7291 0.94213 0
21.7806,1.87868,0.93934,,21.7806 0.93934 0
21.7812,1.87858,0.93929,,21.7812 0.93929 0
21.8428,1.86805,0.934025,,21.8428 0.934025 0
21.9182,1.86173,0.930865,,21.9182 0.930865 0
21.9385,1.86127,0.930635,,21.9385 0.930635 0
21.9577,1.86045,0.930225,,21.9577 0.930225 0
21.9977,1.85922,0.92961,,21.9977 0.92961 0
22.0141,1.858,0.929,,22.0141 0.929 0
22.0553,1.8555,0.92775,,22.0553 0.92775 0
22.0848,1.85202,0.92601,,22.0848 0.92601 0
22.1894,1.84661,0.923305,,22.1894 0.923305 0
22.2427,1.84922,0.92461,,22.2427 0.92461 0
22.253,1.84962,0.92481,,22.253 0.92481 0
22.3027,1.84955,0.924775,,22.3027 0.924775 0
22.3216,1.84968,0.92484,,22.3216 0.92484 0
22.3388,1.84949,0.924745,,22.3388 0.924745 0
22.3859,1.84807,0.924035,,22.3859 0.924035 0
22.4553,1.85142,0.92571,,22.4553 0.92571 0
22.4723,1.85293,0.926465,,22.4723 0.926465 0
22.511,1.85763,0.928815,,22.511 0.928815 0
22.5255,1.85872,0.92936,,22.5255 0.92936 0
22.5504,1.86067,0.930335,,22.5504 0.930335 0
22.566,1.86099,0.930495,,22.566 0.930495 0
22.5665,1.86099,0.930495,,22.5665 0.930495 0
22.632,1.86168,0.93084,,22.632 0.93084 0
22.6323,1.8617,0.93085,,22.6323 0.93085 0
22.6603,1.86313,0.931565,,22.6603 0.931565 0
22.6605,1.86315,0.931575,,22.6605 0.931575 0
22.7024,1.86882,0.93441,,22.7024 0.93441 0
22.7026,1.86886,0.93443,,22.7026 0.93443 0
22.7203,1.87254,0.93627,,22.7203 0.93627 0
22.7375,1.87695,0.938475,,22.7375 0.938475 0
22.7431,1.8785,0.93925,,22.7431 0.93925 0
22.754,1.88107,0.940535,,22.754 0.940535 0
22.7674,1.88364,0.94182,,22.7674 0.94182 0
22.7731,1.88431,0.942155,,22.7731 0.942155 0
22.7849,1.88545,0.942725,,22.7849 0.942725 0
22.7858,1.8855,0.94275,,22.7858 0.94275 0
22.8181,1.88715,0.943575,,22.8181 0.943575 0
22.8328,1.88799,0.943995,,22.8328 0.943995 0
22.8537,1.8894,0.9447,,22.8537 0.9447 0
22.8825,1.89235,0.946175,,22.8825 0.946175 0
22.8828,1.89241,0.946205,,22.8828 0.946205 0
22.925,1.90008,0.95004,,22.925 0.95004 0
22.9252,1.90011,0.950055,,22.9252 0.950055 0
22.9507,1.90484,0.95242,,22.9507 0.95242 0
22.9508,1.90484,0.95242,,22.9508 0.95242 0
22.9546,1.90538,0.95269,,22.9546 0.95269 0
22.9556,1.90558,0.95279,,22.9556 0.95279 0
22.9975,1.91373,0.956865,,22.9975 0.956865 0
23.0136,1.91653,0.958265,,23.0136 0.958265 0
23.0171,1.91717,0.958585,,23.0171 0.958585 0
23.0412,1.92093,0.960465,,23.0412 0.960465 0
23.0485,1.92237,0.961185,,23.0485 0.961185 0
23.0544,1.92368,0.96184,,23.0544 0.96184 0
23.0698,1.92648,0.96324,,23.0698 0.96324 0
23.0759,1.92755,0.963775,,23.0759 0.963775 0
23.0882,1.9297,0.96485,,23.0882 0.96485 0
23.0957,1.92992,0.96496,,23.0957 0.96496 0
23.1169,1.92879,0.964395,,23.1169 0.964395 0
23.1616,1.92048,0.96024,,23.1616 0.96024 0
23.1616,1.92047,0.960235,,23.1616 0.960235 0
23.1723,1.91897,0.959485,,23.1723 0.959485 0
23.2351,1.91145,0.955725,,23.2351 0.955725 0
23.2853,1.90858,0.95429,,23.2853 0.95429 0
23.2898,1.90822,0.95411,,23.2898 0.95411 0
23.3227,1.90573,0.952865,,23.3227 0.952865 0
23.3641,1.90334,0.95167,,23.3641 0.95167 0
23.3778,1.90209,0.951045,,23.3778 0.951045 0
23.399,1.89934,0.94967,,23.399 0.94967 0
23.415,1.89671,0.948355,,23.415 0.948355 0
23.4154,1.89665,0.948325,,23.4154 0.948325 0
23.4821,1.88619,0.943095,,23.4821 0.943095 0
23.5252,1.8817,0.94085,,23.5252 0.94085 0
23.5284,1.88161,0.940805,,23.5284 0.940805 0
23.5612,1.87927,0.939635,,23.5612 0.939635 0
23.5924,1.87741,0.938705,,23.5924 0.938705 0
23.5974,1.8771,0.93855,,23.5974 0.93855 0
23.6174,1.87589,0.937945,,23.6174 0.937945 0
23.6578,1.87341,0.936705,,23.6578 0.936705 0
23.7146,1.87046,0.93523,,23.7146 0.93523 0
23.7385,1.86971,0.934855,,23.7385 0.934855 0
23.8018,1.8699,0.93495,,23.8018 0.93495 0
23.8073,1.86999,0.934995,,23.8073 0.934995 0
23.8303,1.86981,0.934905,,23.8303 0.934905 0
23.8586,1.86979,0.934895,,23.8586 0.934895 0
23.8682,1.86991,0.934955,,23.8682 0.934955 0
23.8901,1.87016,0.93508,,23.8901 0.93508 0
23.8963,1.86993,0.934965,,23.8963 0.934965 0
23.9152,1.86861,0.934305,,23.9152 0.934305 0
23.9488,1.86657,0.933285,,23.9488 0.933285 0
23.9514,1.86636,0.93318,,23.9514 0.93318 0
24.006,1.86239,0.931195,,24.006 0.931195 0
24.0747,1.86182,0.93091,,24.0747 0.93091 0
24.0788,1.86187,0.930935,,24.0788 0.930935 0
24.094,1.86226,0.93113,,24.094 0.93113 0
24.1444,1.86527,0.932635,,24.1444 0.932635 0
24.145,1.86524,0.93262,,24.145 0.93262 0
24.2035,1.86255,0.931275,,24.2035 0.931275 0
24.2589,1.86127,0.930635,,24.2589 0.930635 0
24.3527,1.86833,0.934165,,24.3527 0.934165 0
24.3708,1.87055,0.935275,,24.3708 0.935275 0
24.3832,1.87208,0.93604,,24.3832 0.93604 0
24.3885,1.87272,0.93636,,24.3885 0.93636 0
24.4099,1.87553,0.937765,,24.4099 0.937765 0
24.4115,1.87575,0.937875,,24.4115 0.937875 0
24.4445,1.87969,0.939845,,24.4445 0.939845 0
24.4457,1.87977,0.939885,,24.4457 0.939885 0
24.4712,1.88092,0.94046,,24.4712 0.94046 0
24.4741,1.88102,0.94051,,24.4741 0.94051 0
24.503,1.88257,0.941285,,24.503 0.941285 0
24.508,1.88286,0.94143,,24.508 0.94143 0
24.5597,1.88525,0.942625,,24.5597 0.942625 0
24.5768,1.88651,0.943255,,24.5768 0.943255 0
24.5777,1.88657,0.943285,,24.5777 0.943285 0
24.6118,1.88831,0.944155,,24.6118 0.944155 0
24.6129,1.88837,0.944185,,24.6129 0.944185 0
24.6446,1.89052,0.94526,,24.6446 0.94526 0
24.6627,1.89152,0.94576,,24.6627 0.94576 0
24.6841,1.89254,0.94627,,24.6841 0.94627 0
24.7058,1.89342,0.94671,,24.7058 0.94671 0
24.7372,1.89371,0.946855,,24.7372 0.946855 0
24.7426,1.89399,0.946995,,24.7426 0.946995 0
24.7704,1.89436,0.94718,,24.7704 0.94718 0
24.7899,1.89478,0.94739,,24.7899 0.94739 0
24.7913,1.89479,0.947395,,24.7913 0.947395 0
24.799,1.8949,0.94745,,24.799 0.94745 0
24.8103,1.89496,0.94748,,24.8103 0.94748 0
24.8538,1.89509,0.947545,,24.8538 0.947545 0
24.885,1.89567,0.947835,,24.885 0.947835 0
24.9118,1.89534,0.94767,,24.9118 0.94767 0
24.9336,1.89574,0.94787,,24.9336 0.94787 0
24.946,1.8948,0.9474,,24.946 0.9474 0
24.9729,1.89324,0.94662,,24.9729 0.94662 0
25.0023,1.89183,0.945915,,25.0023 0.945915 0
25.0295,1.88919,0.944595,,25.0295 0.944595 0
25.0408,1.88795,0.943975,,25.0408 0.943975 0
25.0512,1.88656,0.94328,,25.0512 0.94328 0
25.0853,1.88311,0.941555,,25.0853 0.941555 0
25.1287,1.87909,0.939545,,25.1287 0.939545 0
25.1553,1.87698,0.93849,,25.1553 0.93849 0
25.1786,1.87552,0.93776,,25.1786 0.93776 0
25.1924,1.87502,0.93751,,25.1924 0.93751 0
25.2435,1.87359,0.936795,,25.2435 0.936795 0
25.2691,1.87378,0.93689,,25.2691 0.93689 0
25.3147,1.87326,0.93663,,25.3147 0.93663 0
25.3195,1.87318,0.93659,,25.3195 0.93659 0
25.3818,1.8731,0.93655,,25.3818 0.93655 0
25.3848,1.87311,0.936555,,25.3848 0.936555 0
25.4441,1.87326,0.93663,,25.4441 0.93663 0
25.4463,1.87323,0.936615,,25.4463 0.936615 0
25.4756,1.87252,0.93626,,25.4756 0.93626 0
25.4983,1.87171,0.935855,,25.4983 0.935855 0
25.5649,1.87017,0.935085,,25.5649 0.935085 0
25.5708,1.87003,0.935015,,25.5708 0.935015 0
25.621,1.86992,0.93496,,25.621 0.93496 0
25.6439,1.87064,0.93532,,25.6439 0.93532 0
25.6477,1.87076,0.93538,,25.6477 0.93538 0
25.6768,1.87255,0.936275,,25.6768 0.936275 0
25.7279,1.87318,0.93659,,25.7279 0.93659 0
25.7489,1.87408,0.93704,,25.7489 0.93704 0
25.7572,1.87441,0.937205,,25.7572 0.937205 0
25.7928,1.87517,0.937585,,25.7928 0.937585 0
25.8272,1.87691,0.938455,,25.8272 0.938455 0
25.8694,1.87879,0.939395,,25.8694 0.939395 0
25.8986,1.88089,0.940445,,25.8986 0.940445 0
25.9095,1.88165,0.940825,,25.9095 0.940825 0
25.9559,1.88549,0.942745,,25.9559 0.942745 0
26.0139,1.893,0.9465,,26.0139 0.9465 0
26.0271,1.89477,0.947385,,26.0271 0.947385 0
26.0672,1.89987,0.949935,,26.0672 0.949935 0
26.1272,1.90906,0.95453,,26.1272 0.95453 0
26.184,1.92107,0.960535,,26.184 0.960535 0
26.1938,1.92318,0.96159,,26.1938 0.96159 0
26.2699,1.93909,0.969545,,26.2699 0.969545 0
26.3023,1.94797,0.973985,,26.3023 0.973985 0
26.3422,1.95787,0.978935,,26.3422 0.978935 0
26.382,1.96772,0.98386,,26.382 0.98386 0
26.3927,1.97042,0.98521,,26.3927 0.98521 0
26.4056,1.97396,0.98698,,26.4056 0.98698 0
26.4427,1.98509,0.992545,,26.4427 0.992545 0
26.4797,1.9971,0.99855,,26.4797 0.99855 0
26.5101,2.0066,1.0033,,26.5101 1.0033 0
26.542,2.0171,1.00855,,26.542 1.00855 0
26.5626,2.02401,1.012005,,26.5626 1.012005 0
26.5995,2.03723,1.018615,,26.5995 1.018615 0
26.6697,2.0623,1.03115,,26.6697 1.03115 0
26.6863,2.06854,1.03427,,26.6863 1.03427 0
26.6978,2.07261,1.036305,,26.6978 1.036305 0
26.7156,2.07878,1.03939,,26.7156 1.03939 0
26.779,2.10148,1.05074,,26.779 1.05074 0
26.798,2.10852,1.05426,,26.798 1.05426 0
26.8248,2.11925,1.059625,,26.8248 1.059625 0
26.8492,2.12889,1.064445,,26.8492 1.064445 0
26.8881,2.14308,1.07154,,26.8881 1.07154 0
26.9089,2.15021,1.075105,,26.9089 1.075105 0
26.9727,2.17158,1.08579,,26.9727 1.08579 0
26.9988,2.17943,1.089715,,26.9988 1.089715 0
27.0895,2.2106,1.1053,,27.0895 1.1053 0
27.0895,2.2106,1.1053,,27.0895 1.1053 0
27.0896,2.21063,1.105315,,27.0896 1.105315 0
27.1533,2.23229,1.116145,,27.1533 1.116145 0
27.1533,2.23231,1.116155,,27.1533 1.116155 0
27.1735,2.23774,1.11887,,27.1735 1.11887 0
27.2176,2.24619,1.123095,,27.2176 1.123095 0
27.2483,2.25093,1.125465,,27.2483 1.125465 0
27.2809,2.25504,1.12752,,27.2809 1.12752 0
27.281,2.25505,1.127525,,27.281 1.127525 0
27.2921,2.25619,1.128095,,27.2921 1.128095 0
27.3496,2.26209,1.131045,,27.3496 1.131045 0
27.3578,2.26321,1.131605,,27.3578 1.131605 0
27.4002,2.26511,1.132555,,27.4002 1.132555 0
27.4586,2.26752,1.13376,,27.4586 1.13376 0
27.4747,2.26723,1.133615,,27.4747 1.133615 0
27.534,2.26385,1.131925,,27.534 1.131925 0
27.5363,2.26356,1.13178,,27.5363 1.13178 0
27.5997,2.25577,1.127885,,27.5997 1.127885 0
27.6298,2.25223,1.126115,,27.6298 1.126115 0
27.648,2.24973,1.124865,,27.648 1.124865 0
27.7291,2.24043,1.120215,,27.7291 1.120215 0
27.7545,2.23806,1.11903,,27.7545 1.11903 0
27.761,2.23745,1.118725,,27.761 1.118725 0
27.7998,2.2337,1.11685,,27.7998 1.11685 0
27.8174,2.23142,1.11571,,27.8174 1.11571 0
27.8368,2.22796,1.11398,,27.8368 1.11398 0
27.8832,2.21955,1.109775,,27.8832 1.109775 0
27.8848,2.21921,1.109605,,27.8848 1.109605 0
27.9606,2.20185,1.100925,,27.9606 1.100925 0
27.9733,2.19921,1.099605,,27.9733 1.099605 0
28.068,2.17948,1.08974,,28.068 1.08974 0
28.1271,2.17026,1.08513,,28.1271 1.08513 0
28.1401,2.16846,1.08423,,28.1401 1.08423 0
28.1588,2.16579,1.082895,,28.1588 1.082895 0
28.1732,2.16378,1.08189,,28.1732 1.08189 0
28.3054,2.14628,1.07314,,28.3054 1.07314 0
28.3385,2.14317,1.071585,,28.3385 1.071585 0
28.3988,2.13846,1.06923,,28.3988 1.06923 0
28.4563,2.13745,1.068725,,28.4563 1.068725 0
28.5432,2.13426,1.06713,,28.5432 1.06713 0
28.6334,2.13324,1.06662,,28.6334 1.06662 0
28.6431,2.13338,1.06669,,28.6431 1.06669 0
28.6563,2.13356,1.06678,,28.6563 1.06678 0
28.7005,2.1343,1.06715,,28.7005 1.06715 0
28.7612,2.13808,1.06904,,28.7612 1.06904 0
28.7617,2.13812,1.06906,,28.7617 1.06906 0
28.7957,2.14077,1.070385,,28.7957 1.070385 0
28.7961,2.1408,1.0704,,28.7961 1.0704 0
28.8359,2.14407,1.072035,,28.8359 1.072035 0
28.932,2.15678,1.07839,,28.932 1.07839 0
28.9429,2.15843,1.079215,,28.9429 1.079215 0
28.9719,2.16256,1.08128,,28.9719 1.08128 0
29.0424,2.16686,1.08343,,29.0424 1.08343 0
29.0532,2.16761,1.083805,,29.0532 1.083805 0
29.116,2.17108,1.08554,,29.116 1.08554 0
29.178,2.17775,1.088875,,29.178 1.088875 0
29.251,2.18747,1.093735,,29.251 1.093735 0
29.258,2.18864,1.09432,,29.258 1.09432 0
29.3083,2.19426,1.09713,,29.3083 1.09713 0
29.345,2.19921,1.099605,,29.345 1.099605 0
29.3699,2.20203,1.101015,,29.3699 1.101015 0
29.403,2.20569,1.102845,,29.403 1.102845 0
29.4428,2.2109,1.10545,,29.4428 1.10545 0
29.489,2.21573,1.107865,,29.489 1.107865 0
29.4904,2.21583,1.107915,,29.4904 1.107915 0
29.5656,2.22085,1.110425,,29.5656 1.110425 0
29.6476,2.22934,1.11467,,29.6476 1.11467 0
29.6512,2.22994,1.11497,,29.6512 1.11497 0
29.7298,2.24321,1.121605,,29.7298 1.121605 0
29.7333,2.24383,1.121915,,29.7333 1.121915 0
29.8197,2.25819,1.129095,,29.8197 1.129095 0
29.8217,2.25848,1.12924,,29.8217 1.12924 0
29.8957,2.26921,1.134605,,29.8957 1.134605 0
29.9204,2.2731,1.13655,,29.9204 1.13655 0
29.9958,2.28535,1.142675,,29.9958 1.142675 0
30.0246,2.29166,1.14583,,30.0246 1.14583 0
30.08,2.303,1.1515,,30.08 1.1515 0
30.0819,2.30343,1.151715,,30.0819 1.151715 0
30.1493,2.31862,1.15931,,30.1493 1.15931 0
30.2239,2.33659,1.168295,,30.2239 1.168295 0
30.2257,2.33712,1.16856,,30.2257 1.16856 0
30.2984,2.36,1.18,,30.2984 1.18 0
30.2984,2.36001,1.180005,,30.2984 1.180005 0
30.3024,2.36139,1.180695,,30.3024 1.180695 0
30.3274,2.36905,1.184525,,30.3274 1.184525 0
30.3426,2.37395,1.186975,,30.3426 1.186975 0
30.3789,2.38584,1.19292,,30.3789 1.19292 0
30.417,2.39659,1.198295,,30.417 1.198295 0
30.4183,2.39696,1.19848,,30.4183 1.19848 0
30.4385,2.40284,1.20142,,30.4385 1.20142 0
30.4621,2.4097,1.20485,,30.4621 1.20485 0
30.5046,2.4222,1.2111,,30.5046 1.2111 0
30.5476,2.43602,1.21801,,30.5476 1.21801 0
30.5482,2.4362,1.2181,,30.5482 1.2181 0
30.6234,2.4631,1.23155,,30.6234 1.23155 0
30.7108,2.49849,1.249245,,30.7108 1.249245 0
30.7266,2.50597,1.252985,,30.7266 1.252985 0
30.8115,2.54658,1.27329,,30.8115 1.27329 0
30.8212,2.55057,1.275285,,30.8212 1.275285 0
30.8577,2.56606,1.28303,,30.8577 1.28303 0
30.8595,2.56684,1.28342,,30.8595 1.28342 0
30.8886,2.57809,1.289045,,30.8886 1.289045 0
30.9374,2.59826,1.29913,,30.9374 1.29913 0
30.9375,2.59827,1.299135,,30.9375 1.299135 0
30.9389,2.59886,1.29943,,30.9389 1.29943 0
31.039,2.63973,1.319865,,31.039 1.319865 0
31.0793,2.65826,1.32913,,31.0793 1.32913 0
31.109,2.6718,1.3359,,31.109 1.3359 0
31.1454,2.68797,1.343985,,31.1454 1.343985 0
31.16,2.69401,1.347005,,31.16 1.347005 0
31.1951,2.70829,1.354145,,31.1951 1.354145 0
31.1979,2.7093,1.35465,,31.1979 1.35465 0
31.2173,2.71498,1.35749,,31.2173 1.35749 0
31.2331,2.71798,1.35899,,31.2331 1.35899 0
31.2335,2.71801,1.359005,,31.2335 1.359005 0
31.3,2.72423,1.362115,,31.3 1.362115 0
31.3005,2.72427,1.362135,,31.3005 1.362135 0
31.335,2.72572,1.36286,,31.335 1.36286 0
31.3615,2.72664,1.36332,,31.3615 1.36332 0
31.4117,2.72395,1.361975,,31.4117 1.361975 0
31.4383,2.72267,1.361335,,31.4383 1.361335 0
31.4752,2.71897,1.359485,,31.4752 1.359485 0
31.5228,2.71441,1.357205,,31.5228 1.357205 0
31.5428,2.71241,1.356205,,31.5428 1.356205 0
31.5495,2.71172,1.35586,,31.5495 1.35586 0
31.5628,2.71015,1.355075,,31.5628 1.355075 0
31.5986,2.70527,1.352635,,31.5986 1.352635 0
31.6496,2.69638,1.34819,,31.6496 1.34819 0
