Distance,Diameter
21.7008,2.63431
21.7657,2.65444
21.7815,2.65987
21.7821,2.66009
21.8231,2.67385
21.8362,2.67792
21.8516,2.68273
21.8756,2.68751
21.8822,2.68813
21.9312,2.69303
21.9633,2.69739
21.9693,2.69845
21.9963,2.70306
22.0293,2.70943
22.0294,2.70945
22.0386,2.7112
22.0387,2.71121
22.054,2.71341
22.1063,2.71999
22.1821,2.72369
22.185,2.72377
22.1851,2.72378
22.2127,2.72367
22.2698,2.72246
22.3197,2.71988
22.366,2.71804
22.4267,2.71578
22.4339,2.71507
22.495,2.70852
22.5348,2.70516
22.5636,2.70231
22.6329,2.69602
22.6455,2.69514
22.6702,2.69235
22.7142,2.68609
22.7661,2.67692
22.7887,2.67271
22.8135,2.66729
22.823,2.6651
22.8262,2.66442
22.8748,2.65307
23.0338,2.62902
23.0494,2.6276
23.1052,2.62348
23.1053,2.62347
23.1154,2.6227
23.1511,2.61725
23.221,2.60819
23.2355,2.60589
23.3182,2.59429
23.3354,2.59286
23.4354,2.59035
23.4583,2.5912
23.5345,2.58981
23.553,2.58944
23.5628,2.589
23.5628,2.589
23.5631,2.58898
23.6048,2.58542
23.775,2.58652
23.7751,2.58654
23.7868,2.5882
23.7978,2.58929
23.8695,2.59745
23.9895,2.60717
24.0938,2.61903
24.148,2.62759
24.1529,2.62826
24.2036,2.63474
24.2361,2.63772
24.2677,2.63969
24.3308,2.64218
24.3643,2.64435
24.3802,2.64478
24.4414,2.64675
24.4555,2.64699
24.4664,2.64668
24.489,2.64494
24.5477,2.6409
24.5505,2.64074
24.6008,2.63784
24.6515,2.63413
24.6858,2.63049
24.7209,2.62613
24.75,2.62059
24.77,2.61663
24.8466,2.60322
24.8936,2.59353
24.9517,2.58058
25.0534,2.55577
25.0706,2.55323
25.1466,2.53369
25.1889,2.52579
25.2693,2.50928
25.2802,2.50803
25.4556,2.50656
25.5034,2.50852
25.5903,2.50362
25.5903,2.50362
25.5905,2.50362
25.6514,2.49952
25.7219,2.5016
25.8772,2.52032
25.9667,2.53689
25.971,2.53783
25.9886,2.54099
25.994,2.54231
26.0405,2.55057
26.0428,2.55087
26.0428,2.55088
26.0538,2.55098
26.055,2.55099
26.1117,2.55112
26.1909,2.55217
26.1911,2.55217
26.2111,2.55236
26.2166,2.55241
26.2583,2.5527
26.259,2.55268
26.2766,2.55147
26.2831,2.55094
26.3424,2.54532
26.3467,2.54487
26.3503,2.54445
26.3508,2.54439
26.3597,2.54308
26.3689,2.54163
26.4451,2.5281
26.446,2.52793
26.5261,2.51318
26.5291,2.51267
26.5531,2.50756
26.6044,2.4958
26.6526,2.48595
26.6529,2.48587
26.7004,2.47473
26.7273,2.46852
