Distance,Diameter
0,2.42691
0.0718917,2.52533
0.106578,2.57175
0.132903,2.57276
0.170021,2.5749
0.186168,2.57531
0.25909,2.57752
0.276338,2.57635
0.321141,2.57451
0.399164,2.5756
0.407825,2.57576
0.443599,2.57687
0.443661,2.57686
0.44669,2.57666
0.519451,2.57056
0.605817,2.56481
0.637382,2.56317
0.678,2.562
0.686916,2.56101
0.734939,2.55382
0.871156,2.54405
0.92841,2.54464
0.970302,2.54407
0.999446,2.54297
1.01213,2.542
1.0177,2.54119
1.06274,2.53481
1.11251,2.52749
1.14002,2.52331
1.18358,2.51501
1.25265,2.50408
1.26749,2.50093
1.31617,2.48912
1.31719,2.48886
1.38925,2.47107
1.3994,2.46872
1.44196,2.4559
1.78031,2.35046
1.79865,2.34628
1.81924,2.34083
1.83242,2.33688
1.88596,2.32127
1.96,2.29935
2.01386,2.28623
2.06983,2.27498
2.0872,2.27145
2.15308,2.25966
2.16362,2.25805
2.21941,2.24694
2.23783,2.24339
2.25995,2.23866
2.31232,2.22725
2.31319,2.22706
2.34217,2.21868
2.40866,2.19886
2.44012,2.19126
2.47704,2.18207
2.48689,2.17985
2.53344,2.1692
2.55066,2.16501
2.59567,2.15414
2.60177,2.15253
2.67912,2.13383
2.68214,2.13296
2.74505,2.11514
2.77487,2.10719
2.84928,2.09107
2.86369,2.08847
2.89283,2.08379
2.95457,2.07131
2.96369,2.06949
3.02307,2.05763
3.02561,2.05712
3.15612,2.03708
3.17617,2.03515
3.24686,2.03038
3.2541,2.02974
3.30599,2.02562
3.34609,2.02309
3.35573,2.02237
3.36828,2.02114
3.41681,2.01675
3.52991,2.01694
3.57453,2.01818
3.57782,2.01829
3.63446,2.02163
3.74325,2.02886
3.79063,2.03459
3.85404,2.04574
3.94223,2.06842
3.95311,2.07111
4.00943,2.0854
4.02194,2.0887
4.11401,2.11386
4.16429,2.13166
4.20453,2.14607
4.222,2.15262
4.28621,2.17747
4.30787,2.18631
4.32801,2.19394
4.33346,2.1959
4.40789,2.22478
4.41271,2.22671
4.44537,2.24009
4.49099,2.25826
4.53218,2.27159
4.57034,2.28388
4.58757,2.28779
4.59153,2.28742
4.6169,2.28462
4.63369,2.28219
4.67073,2.27667
4.67099,2.27662
4.67877,2.27497
4.73093,2.26411
4.74931,2.25995
4.82147,2.24581
4.86063,2.23888
4.91192,2.23107
4.92685,2.22854
4.99009,2.21775
5.00565,2.21459
5.01455,2.21284
5.08156,2.19635
5.0987,2.19252
5.15702,2.18068
5.15723,2.18063
5.2156,2.1635
5.24098,2.15593
5.28443,2.14392
5.30824,2.13698
5.3128,2.13563
5.31571,2.13461
5.38537,2.11066
5.38683,2.11015
5.38761,2.10986
5.46144,2.0816
5.49212,2.07298
5.57091,2.05057
5.63529,2.03917
5.69074,2.02926
5.70009,2.02775
5.74548,2.02088
5.76639,2.01812
5.83405,2.01216
5.86008,2.01111
5.87895,2.00992
5.92041,2.00753
5.93533,2.00669
6.00673,2.00254
6.00918,2.00248
6.02073,2.00235
6.16378,2.01737
6.17532,2.01943
6.22613,2.02842
6.28077,2.03752
6.28089,2.03754
6.31019,2.04261
6.31044,2.04265
6.31464,2.04325
6.36176,2.05037
6.37745,2.05308
6.37932,2.05346
6.40101,2.05719
