"Distance","Diameter","RAS_R","RAS_A","RAS_S"
0,2.40272,11.5391,-14.5247,-5.19323
0.0258728,2.39712,11.5609,-14.5302,-5.18041
0.344041,2.35073,11.8178,-14.675,-5.06118
0.391534,2.346,11.855,-14.7002,-5.04563
0.405489,2.34375,11.8657,-14.7072,-5.04005
0.483252,2.33125,11.9305,-14.7375,-5.00961
0.514048,2.32681,11.9561,-14.7495,-4.99731
0.548338,2.32357,11.9848,-14.7632,-4.98444
0.712335,2.31441,12.1294,-14.817,-4.92892
0.717965,2.31376,12.1338,-14.8198,-4.92672
0.769106,2.30466,12.1749,-14.8447,-4.90922
0.847954,2.28957,12.2416,-14.8788,-4.88459
0.906616,2.27772,12.2932,-14.9015,-4.86853
0.987817,2.25647,12.3696,-14.9158,-4.84505
0.98921,2.2563,12.3705,-14.9169,-4.84503
1.00497,2.25236,12.3828,-14.9265,-4.84275
1.21295,2.17323,12.5724,-14.9927,-4.78858
1.33486,2.13443,12.6787,-15.0496,-4.77079
1.34309,2.13148,12.6863,-15.0525,-4.76937
1.4592,2.08778,12.7911,-15.094,-4.74178
1.48338,2.07904,12.8123,-15.1035,-4.73504
1.49525,2.0736,12.8228,-15.1086,-4.73272
1.53792,2.05365,12.8589,-15.1295,-4.72368
1.68133,1.9906,12.989,-15.1771,-4.6868
1.72724,1.9726,13.0292,-15.195,-4.67355
1.76063,1.95839,13.0571,-15.2095,-4.66233
1.83632,1.92478,13.1224,-15.2403,-4.63961
1.88185,1.90895,13.1625,-15.2584,-4.62795
1.97422,1.87663,13.246,-15.2888,-4.60253
2.0389,1.85782,13.3015,-15.3148,-4.58204
2.08945,1.83665,13.3433,-15.3384,-4.56616
2.29947,1.78283,13.5262,-15.4221,-4.50578
2.38636,1.77477,13.5964,-15.4643,-4.47663
2.40105,1.77216,13.6087,-15.47,-4.47096
2.56131,1.74922,13.7448,-15.5327,-4.41432
2.5797,1.74775,13.7598,-15.5403,-4.40676
2.5982,1.74449,13.7742,-15.5479,-4.39798
2.64735,1.73637,13.8139,-15.5672,-4.37644
2.68145,1.7308,13.8403,-15.5843,-4.36336
2.81307,1.73155,13.9499,-15.6332,-4.3091
2.84263,1.73525,13.9751,-15.6434,-4.29765
2.88127,1.73591,14.0073,-15.6535,-4.27889
2.90419,1.73506,14.0255,-15.6604,-4.26671
2.91644,1.73459,14.0356,-15.6639,-4.26078
3.03827,1.73436,14.1335,-15.707,-4.20238
3.09598,1.73746,14.1786,-15.7222,-4.16978
3.23234,1.74484,14.2842,-15.7648,-4.09472
3.25913,1.74894,14.3059,-15.7724,-4.08099
3.33734,1.75423,14.3652,-15.7955,-4.03559
3.38291,1.7576,14.3956,-15.8181,-4.01024
3.39062,1.75815,14.4008,-15.8221,-4.00623
3.39331,1.75852,14.4027,-15.8235,-4.00489
3.49649,1.77247,14.4758,-15.874,-3.95243
3.53861,1.78195,14.5072,-15.8926,-3.93133
3.57973,1.78764,14.538,-15.9067,-3.90806
3.64343,1.79291,14.5815,-15.9345,-3.8707
3.66059,1.79485,14.5934,-15.9421,-3.86103
3.6757,1.79732,14.6044,-15.9482,-3.85266
3.75683,1.81164,14.6624,-15.9849,-3.80946
3.77349,1.81468,14.6749,-15.9926,-3.80141
3.79906,1.81778,14.6934,-16.0039,-3.78785
3.85839,1.82429,14.7336,-16.0328,-3.75512
3.93512,1.83267,14.7914,-16.0571,-3.71102
3.97081,1.83861,14.8178,-16.0699,-3.69067
4.01549,1.84173,14.8513,-16.0868,-3.6664
4.09324,1.84765,14.9063,-16.1169,-3.62038
4.09924,1.8481,14.9105,-16.1192,-3.61688
4.1972,1.86107,14.9848,-16.1534,-3.56293
4.24033,1.8671,15.0161,-16.1687,-3.53747
4.289,1.87255,15.0533,-16.1858,-3.51115
4.3531,1.8785,15.1001,-16.2069,-3.4727
