Distance,Diameter,Radius,FFR,Text File Input
17.7573,2.94624,1.47312,,17.7573 1.47312 0
17.7967,2.95147,1.475735,,17.7967 1.475735 0
17.8011,2.95194,1.47597,,17.8011 1.47597 0
17.8079,2.95267,1.476335,,17.8079 1.476335 0
17.8917,2.96272,1.48136,,17.8917 1.48136 0
17.9258,2.96594,1.48297,,17.9258 1.48297 0
17.9731,2.97056,1.48528,,17.9731 1.48528 0
18.0542,2.98073,1.490365,,18.0542 1.490365 0
18.1002,2.98381,1.491905,,18.1002 1.491905 0
18.1159,2.98435,1.492175,,18.1159 1.492175 0
18.1162,2.98435,1.492175,,18.1162 1.492175 0
18.1376,2.98349,1.491745,,18.1376 1.491745 0
18.1377,2.98348,1.49174,,18.1377 1.49174 0
18.1627,2.98149,1.490745,,18.1627 1.490745 0
18.2186,2.97371,1.486855,,18.2186 1.486855 0
18.2761,2.96579,1.482895,,18.2761 1.482895 0
18.2861,2.96451,1.482255,,18.2861 1.482255 0
18.3119,2.96124,1.48062,,18.3119 1.48062 0
18.3289,2.95826,1.47913,,18.3289 1.47913 0
18.3295,2.95812,1.47906,,18.3295 1.47906 0
18.4223,2.93687,1.468435,,18.4223 1.468435 0
18.4262,2.93595,1.467975,,18.4262 1.467975 0
18.43,2.93484,1.46742,,18.43 1.46742 0
18.5032,2.91562,1.45781,,18.5032 1.45781 0
18.5229,2.91037,1.455185,,18.5229 1.455185 0
18.69,2.8764,1.4382,,18.69 1.4382 0
18.757,2.86861,1.434305,,18.757 1.434305 0
18.7813,2.8657,1.43285,,18.7813 1.43285 0
18.7938,2.8637,1.43185,,18.7938 1.43185 0
18.8554,2.85389,1.426945,,18.8554 1.426945 0
18.905,2.84709,1.423545,,18.905 1.423545 0
18.9121,2.84574,1.42287,,18.9121 1.42287 0
19.0211,2.82705,1.413525,,19.0211 1.413525 0
19.1873,2.81767,1.408835,,19.1873 1.408835 0
19.2784,2.82312,1.41156,,19.2784 1.41156 0
19.2983,2.8241,1.41205,,19.2983 1.41205 0
19.2983,2.8241,1.41205,,19.2983 1.41205 0
19.2999,2.82413,1.412065,,19.2999 1.412065 0
19.4031,2.82601,1.413005,,19.4031 1.413005 0
19.4653,2.82853,1.414265,,19.4653 1.414265 0
19.5933,2.84095,1.420475,,19.5933 1.420475 0
19.6535,2.85011,1.425055,,19.6535 1.425055 0
19.759,2.86765,1.433825,,19.759 1.433825 0
19.7755,2.87004,1.43502,,19.7755 1.43502 0
19.818,2.87515,1.437575,,19.818 1.437575 0
19.8419,2.87782,1.43891,,19.8419 1.43891 0
19.926,2.88803,1.444015,,19.926 1.444015 0
20.0815,2.91754,1.45877,,20.0815 1.45877 0
20.1193,2.92682,1.46341,,20.1193 1.46341 0
20.1292,2.92925,1.464625,,20.1292 1.464625 0
20.1342,2.93038,1.46519,,20.1342 1.46519 0
20.136,2.93066,1.46533,,20.136 1.46533 0
20.1986,2.9399,1.46995,,20.1986 1.46995 0
20.2474,2.94586,1.47293,,20.2474 1.47293 0
20.2482,2.94598,1.47299,,20.2482 1.47299 0
20.3431,2.96124,1.48062,,20.3431 1.48062 0
20.3441,2.96145,1.480725,,20.3441 1.480725 0
20.3693,2.96704,1.48352,,20.3693 1.48352 0
20.4648,2.9873,1.49365,,20.4648 1.49365 0
20.5377,2.99763,1.498815,,20.5377 1.498815 0
20.5438,2.99844,1.49922,,20.5438 1.49922 0
20.5847,3.00386,1.50193,,20.5847 1.50193 0
20.6089,3.00676,1.50338,,20.6089 1.50338 0
20.6352,3.00901,1.504505,,20.6352 1.504505 0
20.6835,3.01135,1.505675,,20.6835 1.505675 0
20.6876,3.01158,1.50579,,20.6876 1.50579 0
20.6888,3.0117,1.50585,,20.6888 1.50585 0
20.7209,3.01174,1.50587,,20.7209 1.50587 0
20.7294,3.01159,1.505795,,20.7294 1.505795 0
20.7433,3.01147,1.505735,,20.7433 1.505735 0
20.8166,3.00953,1.504765,,20.8166 1.504765 0
20.8656,3.00858,1.50429,,20.8656 1.50429 0
20.9041,3.0089,1.50445,,20.9041 1.50445 0
20.9426,3.00947,1.504735,,20.9426 1.504735 0
21.0025,3.01092,1.50546,,21.0025 1.50546 0
21.0265,3.01169,1.505845,,21.0265 1.505845 0
21.027,3.01168,1.50584,,21.027 1.50584 0
21.1204,3.0098,1.5049,,21.1204 1.5049 0
21.1295,3.00964,1.50482,,21.1295 1.50482 0
21.2325,3.00801,1.504005,,21.2325 1.504005 0
21.233,3.00801,1.504005,,21.233 1.504005 0
21.249,3.00791,1.503955,,21.249 1.503955 0
21.3095,3.00761,1.503805,,21.3095 1.503805 0
21.3097,3.00761,1.503805,,21.3097 1.503805 0
21.3306,3.00738,1.50369,,21.3306 1.50369 0
21.3959,3.00707,1.503535,,21.3959 1.503535 0
21.4094,3.00674,1.50337,,21.4094 1.50337 0
21.4129,3.00662,1.50331,,21.4129 1.50331 0
21.5096,3.00689,1.503445,,21.5096 1.503445 0
21.5482,3.00711,1.503555,,21.5482 1.503555 0
21.5585,3.00705,1.503525,,21.5585 1.503525 0
21.5609,3.00709,1.503545,,21.5609 1.503545 0
21.6212,3.00787,1.503935,,21.6212 1.503935 0
21.6929,3.00634,1.50317,,21.6929 1.50317 0
21.7487,3.00649,1.503245,,21.7487 1.503245 0
21.7754,3.00563,1.502815,,21.7754 1.502815 0
21.8374,3.00336,1.50168,,21.8374 1.50168 0
21.8498,3.00274,1.50137,,21.8498 1.50137 0
21.8698,3.00188,1.50094,,21.8698 1.50094 0
21.9471,2.99669,1.498345,,21.9471 1.498345 0
21.9648,2.99517,1.497585,,21.9648 1.497585 0
21.9676,2.99492,1.49746,,21.9676 1.49746 0
22.0015,2.99101,1.495505,,22.0015 1.495505 0
22.0511,2.98667,1.493335,,22.0511 1.493335 0
22.0512,2.98667,1.493335,,22.0512 1.493335 0
22.062,2.98586,1.49293,,22.062 1.49293 0
22.0856,2.98306,1.49153,,22.0856 1.49153 0
22.1899,2.9773,1.48865,,22.1899 1.48865 0
22.2849,2.96813,1.484065,,22.2849 1.484065 0
22.328,2.96498,1.48249,,22.328 1.48249 0
22.3718,2.96103,1.480515,,22.3718 1.480515 0
22.3942,2.95819,1.479095,,22.3942 1.479095 0
22.4075,2.95589,1.477945,,22.4075 1.477945 0
22.4673,2.94465,1.472325,,22.4673 1.472325 0
22.4696,2.94417,1.472085,,22.4696 1.472085 0
22.6762,2.91575,1.457875,,22.6762 1.457875 0
22.7371,2.90983,1.454915,,22.7371 1.454915 0
22.7686,2.90731,1.453655,,22.7686 1.453655 0
22.776,2.90659,1.453295,,22.776 1.453295 0
22.7883,2.90442,1.45221,,22.7883 1.45221 0
22.8257,2.89733,1.448665,,22.8257 1.448665 0
22.8454,2.89342,1.44671,,22.8454 1.44671 0
23.0118,2.86335,1.431675,,23.0118 1.431675 0
23.0125,2.86326,1.43163,,23.0125 1.43163 0
23.0801,2.85259,1.426295,,23.0801 1.426295 0
23.1063,2.84722,1.42361,,23.1063 1.42361 0
23.1224,2.84335,1.421675,,23.1224 1.421675 0
23.1377,2.83916,1.41958,,23.1377 1.41958 0
23.2374,2.8119,1.40595,,23.2374 1.40595 0
23.3965,2.78882,1.39441,,23.3965 1.39441 0
23.3974,2.78877,1.394385,,23.3974 1.394385 0
23.4554,2.78595,1.392975,,23.4554 1.392975 0
23.4701,2.78486,1.39243,,23.4701 1.39243 0
23.4928,2.78227,1.391135,,23.4928 1.391135 0
23.5942,2.76861,1.384305,,23.5942 1.384305 0
23.6656,2.75966,1.37983,,23.6656 1.37983 0
23.6704,2.75922,1.37961,,23.6704 1.37961 0
23.7409,2.75156,1.37578,,23.7409 1.37578 0
23.7818,2.74883,1.374415,,23.7818 1.374415 0
23.8609,2.74375,1.371875,,23.8609 1.371875 0
23.8687,2.74321,1.371605,,23.8687 1.371605 0
23.9174,2.73953,1.369765,,23.9174 1.369765 0
23.9215,2.73914,1.36957,,23.9215 1.36957 0
23.9332,2.73761,1.368805,,23.9332 1.368805 0
23.9684,2.73275,1.366375,,23.9684 1.366375 0
24.1515,2.72891,1.364455,,24.1515 1.364455 0
24.1845,2.73045,1.365225,,24.1845 1.365225 0
24.1849,2.73047,1.365235,,24.1849 1.365235 0
24.2351,2.73386,1.36693,,24.2351 1.36693 0
24.2351,2.73386,1.36693,,24.2351 1.36693 0
24.2364,2.7339,1.36695,,24.2364 1.36695 0
24.2832,2.73342,1.36671,,24.2832 1.36671 0
24.3104,2.7333,1.36665,,24.3104 1.36665 0
24.341,2.7321,1.36605,,24.341 1.36605 0
24.3597,2.73078,1.36539,,24.3597 1.36539 0
24.4214,2.7289,1.36445,,24.4214 1.36445 0
24.4778,2.72833,1.364165,,24.4778 1.364165 0
24.5376,2.72777,1.363885,,24.5376 1.363885 0
24.56,2.72905,1.364525,,24.56 1.364525 0
24.6007,2.72952,1.36476,,24.6007 1.36476 0
24.6341,2.7305,1.36525,,24.6341 1.36525 0
24.6734,2.72993,1.364965,,24.6734 1.364965 0
24.6891,2.7293,1.36465,,24.6891 1.36465 0
24.7531,2.72795,1.363975,,24.7531 1.363975 0
24.7821,2.72792,1.36396,,24.7821 1.36396 0
24.834,2.72872,1.36436,,24.834 1.36436 0
24.9077,2.73276,1.36638,,24.9077 1.36638 0
24.9384,2.73449,1.367245,,24.9384 1.367245 0
24.9555,2.73557,1.367785,,24.9555 1.367785 0
24.9897,2.73682,1.36841,,24.9897 1.36841 0
25.0132,2.73809,1.369045,,25.0132 1.369045 0
25.099,2.74121,1.370605,,25.099 1.370605 0
25.1562,2.74629,1.373145,,25.1562 1.373145 0
25.1621,2.74676,1.37338,,25.1621 1.37338 0
25.173,2.74764,1.37382,,25.173 1.37382 0
25.2273,2.75156,1.37578,,25.2273 1.37578 0
25.2479,2.75322,1.37661,,25.2479 1.37661 0
25.2542,2.75364,1.37682,,25.2542 1.37682 0
25.2723,2.75449,1.377245,,25.2723 1.377245 0
25.2976,2.75485,1.377425,,25.2976 1.377425 0
25.3813,2.75905,1.379525,,25.3813 1.379525 0
25.4505,2.7633,1.38165,,25.4505 1.38165 0
25.4652,2.76451,1.382255,,25.4652 1.382255 0
25.5367,2.76986,1.38493,,25.5367 1.38493 0
25.5912,2.77538,1.38769,,25.5912 1.38769 0
25.6311,2.77921,1.389605,,25.6311 1.389605 0
25.693,2.78521,1.392605,,25.693 1.392605 0
25.7356,2.78493,1.392465,,25.7356 1.392465 0
25.9209,2.81083,1.405415,,25.9209 1.405415 0
25.9234,2.81129,1.405645,,25.9234 1.405645 0
25.953,2.81663,1.408315,,25.953 1.408315 0
26.0433,2.83371,1.416855,,26.0433 1.416855 0
26.0493,2.8349,1.41745,,26.0493 1.41745 0
26.0557,2.836,1.418,,26.0557 1.418 0
26.0669,2.83771,1.418855,,26.0669 1.418855 0
26.0688,2.83792,1.41896,,26.0688 1.41896 0
26.078,2.8385,1.41925,,26.078 1.41925 0
26.1815,2.84682,1.42341,,26.1815 1.42341 0
26.2933,2.85745,1.428725,,26.2933 1.428725 0
26.3831,2.86718,1.43359,,26.3831 1.43359 0
26.3846,2.86727,1.433635,,26.3846 1.433635 0
26.4561,2.86985,1.434925,,26.4561 1.434925 0
26.5203,2.87313,1.436565,,26.5203 1.436565 0
26.5217,2.87316,1.43658,,26.5217 1.43658 0
26.5953,2.87256,1.43628,,26.5953 1.43628 0
26.6205,2.87268,1.43634,,26.6205 1.43634 0
26.6657,2.87053,1.435265,,26.6657 1.435265 0
26.6697,2.87032,1.43516,,26.6697 1.43516 0
26.7118,2.86583,1.432915,,26.7118 1.432915 0
26.741,2.86322,1.43161,,26.741 1.43161 0
26.7527,2.86198,1.43099,,26.7527 1.43099 0
26.8347,2.85318,1.42659,,26.8347 1.42659 0
26.944,2.84459,1.422295,,26.944 1.422295 0
26.9697,2.84385,1.421925,,26.9697 1.421925 0
26.9735,2.84365,1.421825,,26.9735 1.421825 0
26.9737,2.84362,1.42181,,26.9737 1.42181 0
26.9966,2.84054,1.42027,,26.9966 1.42027 0
27.1204,2.82848,1.41424,,27.1204 1.41424 0
27.1204,2.82848,1.41424,,27.1204 1.41424 0
27.1231,2.8283,1.41415,,27.1231 1.41415 0
27.2662,2.81817,1.409085,,27.2662 1.409085 0
27.2848,2.81888,1.40944,,27.2848 1.40944 0
27.3561,2.81684,1.40842,,27.3561 1.40842 0
27.3602,2.81676,1.40838,,27.3602 1.40838 0
27.3626,2.81666,1.40833,,27.3626 1.40833 0
27.4423,2.81245,1.406225,,27.4423 1.406225 0
27.5051,2.81183,1.405915,,27.5051 1.405915 0
27.6255,2.81256,1.40628,,27.6255 1.40628 0
27.7415,2.81145,1.405725,,27.7415 1.405725 0
27.7552,2.81053,1.405265,,27.7552 1.405265 0
27.9174,2.80341,1.401705,,27.9174 1.401705 0
27.9681,2.79993,1.399965,,27.9681 1.399965 0
28.0151,2.79256,1.39628,,28.0151 1.39628 0
28.1047,2.77999,1.389995,,28.1047 1.389995 0
28.1746,2.77023,1.385115,,28.1746 1.385115 0
28.1811,2.76949,1.384745,,28.1811 1.384745 0
28.1939,2.76686,1.38343,,28.1939 1.38343 0
28.2617,2.74734,1.37367,,28.2617 1.37367 0
28.4335,2.70291,1.351455,,28.4335 1.351455 0
28.4369,2.70241,1.351205,,28.4369 1.351205 0
28.4414,2.70157,1.350785,,28.4414 1.350785 0
28.5143,2.68938,1.34469,,28.5143 1.34469 0
28.5177,2.68892,1.34446,,28.5177 1.34446 0
28.5271,2.68714,1.34357,,28.5271 1.34357 0
28.5819,2.67488,1.33744,,28.5819 1.33744 0
28.657,2.65576,1.32788,,28.657 1.32788 0
28.6701,2.65256,1.32628,,28.6701 1.32628 0
28.73,2.63777,1.318885,,28.73 1.318885 0
28.908,2.59381,1.296905,,28.908 1.296905 0
28.9262,2.59158,1.29579,,28.9262 1.29579 0
28.966,2.58662,1.29331,,28.966 1.29331 0
29.0267,2.57745,1.288725,,29.0267 1.288725 0
29.0898,2.56689,1.283445,,29.0898 1.283445 0
29.219,2.54301,1.271505,,29.219 1.271505 0
29.3632,2.53025,1.265125,,29.3632 1.265125 0
29.3778,2.52866,1.26433,,29.3778 1.26433 0
29.3814,2.52824,1.26412,,29.3814 1.26412 0
29.4407,2.51994,1.25997,,29.4407 1.25997 0
29.4627,2.51725,1.258625,,29.4627 1.258625 0
29.5998,2.49852,1.24926,,29.5998 1.24926 0
29.6056,2.49795,1.248975,,29.6056 1.248975 0
29.6701,2.48933,1.244665,,29.6701 1.244665 0
29.6996,2.4868,1.2434,,29.6996 1.2434 0
29.7514,2.48073,1.240365,,29.7514 1.240365 0
29.7769,2.47913,1.239565,,29.7769 1.239565 0
29.8001,2.4762,1.2381,,29.8001 1.2381 0
29.8242,2.47162,1.23581,,29.8242 1.23581 0
29.8506,2.46715,1.233575,,29.8506 1.233575 0
30.0127,2.44649,1.223245,,30.0127 1.223245 0
30.017,2.44633,1.223165,,30.017 1.223165 0
30.0258,2.44577,1.222885,,30.0258 1.222885 0
30.0393,2.44437,1.222185,,30.0393 1.222185 0
30.0575,2.44233,1.221165,,30.0575 1.221165 0
30.0879,2.43809,1.219045,,30.0879 1.219045 0
30.1213,2.43275,1.216375,,30.1213 1.216375 0
30.1308,2.43042,1.21521,,30.1308 1.21521 0
30.3444,2.4007,1.20035,,30.3444 1.20035 0
30.3835,2.3973,1.19865,,30.3835 1.19865 0
30.4247,2.39171,1.195855,,30.4247 1.195855 0
30.4332,2.38977,1.194885,,30.4332 1.194885 0
30.4414,2.38806,1.19403,,30.4414 1.19403 0
30.631,2.36872,1.18436,,30.631 1.18436 0
30.6383,2.36847,1.184235,,30.6383 1.184235 0
30.7041,2.36652,1.18326,,30.7041 1.18326 0
30.7974,2.35965,1.179825,,30.7974 1.179825 0
30.8149,2.35886,1.17943,,30.8149 1.17943 0
30.9033,2.35294,1.17647,,30.9033 1.17647 0
31.03,2.35608,1.17804,,31.03 1.17804 0
31.0784,2.36053,1.180265,,31.0784 1.180265 0
31.089,2.36079,1.180395,,31.089 1.180395 0
31.1046,2.36084,1.18042,,31.1046 1.18042 0
31.1943,2.36248,1.18124,,31.1943 1.18124 0
31.1952,2.36252,1.18126,,31.1952 1.18126 0
31.2835,2.36533,1.182665,,31.2835 1.182665 0
31.3461,2.36729,1.183645,,31.3461 1.183645 0
31.3953,2.36831,1.184155,,31.3953 1.184155 0
31.4026,2.3683,1.18415,,31.4026 1.18415 0
31.4693,2.36793,1.183965,,31.4693 1.183965 0
31.5332,2.36651,1.183255,,31.5332 1.183255 0
31.6772,2.36787,1.183935,,31.6772 1.183935 0
31.7174,2.37098,1.18549,,31.7174 1.18549 0
31.7305,2.37173,1.185865,,31.7305 1.185865 0
31.7887,2.37168,1.18584,,31.7887 1.18584 0
31.7999,2.37158,1.18579,,31.7999 1.18579 0
31.805,2.37148,1.18574,,31.805 1.18574 0
31.819,2.37096,1.18548,,31.819 1.18548 0
31.8704,2.36692,1.18346,,31.8704 1.18346 0
31.8893,2.36443,1.182215,,31.8893 1.182215 0
31.9595,2.35201,1.176005,,31.9595 1.176005 0
32.0079,2.34351,1.171755,,32.0079 1.171755 0
32.0405,2.33444,1.16722,,32.0405 1.16722 0
32.2158,2.28903,1.144515,,32.2158 1.144515 0
32.2346,2.2848,1.1424,,32.2346 1.1424 0
32.3049,2.26619,1.133095,,32.3049 1.133095 0
32.3515,2.25382,1.12691,,32.3515 1.12691 0
32.5741,2.21641,1.108205,,32.5741 1.108205 0
32.5809,2.21524,1.10762,,32.5809 1.10762 0
32.6296,2.20752,1.10376,,32.6296 1.10376 0
32.6724,2.20102,1.10051,,32.6724 1.10051 0
32.7521,2.19265,1.096325,,32.7521 1.096325 0
32.7903,2.1896,1.0948,,32.7903 1.0948 0
32.8302,2.18587,1.092935,,32.8302 1.092935 0
32.9061,2.17903,1.089515,,32.9061 1.089515 0
32.9241,2.1759,1.08795,,32.9241 1.08795 0
33.101,2.15948,1.07974,,33.101 1.07974 0
33.2591,2.17051,1.085255,,33.2591 1.085255 0
33.2631,2.17061,1.085305,,33.2631 1.085305 0
33.4296,2.1661,1.08305,,33.4296 1.08305 0
33.5072,2.17261,1.086305,,33.5072 1.086305 0
33.5248,2.17517,1.087585,,33.5248 1.087585 0
33.5825,2.18467,1.092335,,33.5825 1.092335 0
33.6194,2.18908,1.09454,,33.6194 1.09454 0
33.6238,2.18956,1.09478,,33.6238 1.09478 0
33.6423,2.1926,1.0963,,33.6423 1.0963 0
33.6653,2.19456,1.09728,,33.6653 1.09728 0
33.7231,2.19532,1.09766,,33.7231 1.09766 0
33.8289,2.20165,1.100825,,33.8289 1.100825 0
33.8316,2.20187,1.100935,,33.8316 1.100935 0
33.853,2.20343,1.101715,,33.853 1.101715 0
33.8778,2.20517,1.102585,,33.8778 1.102585 0
33.8815,2.20552,1.10276,,33.8815 1.10276 0
33.9027,2.20705,1.103525,,33.9027 1.103525 0
33.9596,2.20497,1.102485,,33.9596 1.102485 0
34.0161,2.20279,1.101395,,34.0161 1.101395 0
34.0163,2.20279,1.101395,,34.0163 1.101395 0
34.0321,2.20267,1.101335,,34.0321 1.101335 0
34.0793,2.20392,1.10196,,34.0793 1.10196 0
34.1125,2.20588,1.10294,,34.1125 1.10294 0
34.113,2.20592,1.10296,,34.113 1.10296 0
34.1225,2.20651,1.103255,,34.1225 1.103255 0
34.1429,2.20785,1.103925,,34.1429 1.103925 0
34.162,2.20836,1.10418,,34.162 1.10418 0
34.1666,2.20799,1.103995,,34.1666 1.103995 0
34.2185,2.20506,1.10253,,34.2185 1.10253 0
34.2185,2.20505,1.102525,,34.2185 1.102525 0
34.2224,2.20477,1.102385,,34.2224 1.102385 0
34.3023,2.20155,1.100775,,34.3023 1.100775 0
34.3148,2.20185,1.100925,,34.3148 1.100925 0
34.3648,2.20313,1.101565,,34.3648 1.101565 0
34.395,2.20536,1.10268,,34.395 1.10268 0
34.4347,2.2084,1.1042,,34.4347 1.1042 0
34.455,2.20825,1.104125,,34.455 1.104125 0
34.5107,2.20686,1.10343,,34.5107 1.10343 0
34.5481,2.2066,1.1033,,34.5481 1.1033 0
34.5809,2.20544,1.10272,,34.5809 1.10272 0
34.5914,2.20459,1.102295,,34.5914 1.102295 0
34.6349,2.20221,1.101105,,34.6349 1.101105 0
34.6613,2.20113,1.100565,,34.6613 1.100565 0
34.7012,2.20065,1.100325,,34.7012 1.100325 0
34.7545,2.19766,1.09883,,34.7545 1.09883 0
34.7683,2.19645,1.098225,,34.7683 1.098225 0
34.8407,2.19044,1.09522,,34.8407 1.09522 0
34.9001,2.1885,1.09425,,34.9001 1.09425 0
34.9189,2.18847,1.094235,,34.9189 1.094235 0
34.9489,2.18753,1.093765,,34.9489 1.093765 0
34.9531,2.1873,1.09365,,34.9531 1.09365 0
34.9665,2.18562,1.09281,,34.9665 1.09281 0
35.0315,2.17828,1.08914,,35.0315 1.08914 0
35.0362,2.17791,1.088955,,35.0362 1.088955 0
35.0968,2.17472,1.08736,,35.0968 1.08736 0
35.0969,2.17471,1.087355,,35.0969 1.087355 0
35.1117,2.17428,1.08714,,35.1117 1.08714 0
35.1296,2.17379,1.086895,,35.1296 1.086895 0
35.2226,2.1595,1.07975,,35.2226 1.07975 0
35.3035,2.14651,1.073255,,35.3035 1.073255 0
35.3138,2.14512,1.07256,,35.3138 1.07256 0
35.3663,2.13767,1.068835,,35.3663 1.068835 0
35.3702,2.13693,1.068465,,35.3702 1.068465 0
35.4063,2.13048,1.06524,,35.4063 1.06524 0
35.4735,2.11738,1.05869,,35.4735 1.05869 0
35.4735,2.11737,1.058685,,35.4735 1.058685 0
35.4793,2.11644,1.05822,,35.4793 1.05822 0
35.5473,2.10668,1.05334,,35.5473 1.05334 0
35.5651,2.10446,1.05223,,35.5651 1.05223 0
35.6161,2.09616,1.04808,,35.6161 1.04808 0
35.7877,2.07206,1.03603,,35.7877 1.03603 0
35.8706,2.07229,1.036145,,35.8706 1.036145 0
35.921,2.07542,1.03771,,35.921 1.03771 0
35.9633,2.07452,1.03726,,35.9633 1.03726 0
36.0517,2.07147,1.035735,,36.0517 1.035735 0
36.1153,2.0728,1.0364,,36.1153 1.0364 0
36.1156,2.07284,1.03642,,36.1156 1.03642 0
36.1872,2.08274,1.04137,,36.1872 1.04137 0
36.2029,2.08534,1.04267,,36.2029 1.04267 0
36.2031,2.08536,1.04268,,36.2031 1.04268 0
36.2395,2.09088,1.04544,,36.2395 1.04544 0
36.2461,2.09155,1.045775,,36.2461 1.045775 0
36.2517,2.09196,1.04598,,36.2517 1.04598 0
36.2714,2.09271,1.046355,,36.2714 1.046355 0
36.2725,2.09275,1.046375,,36.2725 1.046375 0
36.3176,2.09432,1.04716,,36.3176 1.04716 0
36.3177,2.09432,1.04716,,36.3177 1.04716 0
36.344,2.09556,1.04778,,36.344 1.04778 0
36.389,2.0995,1.04975,,36.389 1.04975 0
36.4476,2.10537,1.052685,,36.4476 1.052685 0
36.4549,2.10677,1.053385,,36.4549 1.053385 0
36.4637,2.10814,1.05407,,36.4637 1.05407 0
36.4645,2.10827,1.054135,,36.4645 1.054135 0
36.4822,2.11142,1.05571,,36.4822 1.05571 0
36.4824,2.11145,1.055725,,36.4824 1.055725 0
36.4999,2.1151,1.05755,,36.4999 1.05755 0
36.5,2.11511,1.057555,,36.5 1.057555 0
36.5145,2.11774,1.05887,,36.5145 1.05887 0
36.5203,2.11888,1.05944,,36.5203 1.05944 0
36.5561,2.12529,1.062645,,36.5561 1.062645 0
36.5561,2.1253,1.06265,,36.5561 1.06265 0
36.5686,2.12813,1.064065,,36.5686 1.064065 0
36.569,2.12822,1.06411,,36.569 1.06411 0
36.6164,2.13863,1.069315,,36.6164 1.069315 0
36.6165,2.13867,1.069335,,36.6165 1.069335 0
36.6519,2.14698,1.07349,,36.6519 1.07349 0
36.655,2.14778,1.07389,,36.655 1.07389 0
36.6817,2.15432,1.07716,,36.6817 1.07716 0
36.6823,2.15443,1.077215,,36.6823 1.077215 0
36.7047,2.15872,1.07936,,36.7047 1.07936 0
36.7346,2.16396,1.08198,,36.7346 1.08198 0
36.747,2.16663,1.083315,,36.747 1.083315 0
36.7893,2.17389,1.086945,,36.7893 1.086945 0
36.8593,2.18837,1.094185,,36.8593 1.094185 0
36.9128,2.20184,1.10092,,36.9128 1.10092 0
36.9149,2.20249,1.101245,,36.9149 1.101245 0
36.9715,2.22008,1.11004,,36.9715 1.11004 0
36.9715,2.2201,1.11005,,36.9715 1.11005 0
36.9811,2.22349,1.111745,,36.9811 1.111745 0
36.9812,2.22351,1.111755,,36.9812 1.111755 0
36.9887,2.22581,1.112905,,36.9887 1.112905 0
36.9888,2.22584,1.11292,,36.9888 1.11292 0
37.0141,2.23301,1.116505,,37.0141 1.116505 0
37.0353,2.23881,1.119405,,37.0353 1.119405 0
37.0598,2.24575,1.122875,,37.0598 1.122875 0
37.113,2.26002,1.13001,,37.113 1.13001 0
37.1705,2.27735,1.138675,,37.1705 1.138675 0
37.1833,2.28156,1.14078,,37.1833 1.14078 0
37.1981,2.28647,1.143235,,37.1981 1.143235 0
37.2185,2.29249,1.146245,,37.2185 1.146245 0
37.2189,2.29263,1.146315,,37.2189 1.146315 0
37.2692,2.30979,1.154895,,37.2692 1.154895 0
37.2781,2.3129,1.15645,,37.2781 1.15645 0
37.2878,2.31581,1.157905,,37.2878 1.157905 0
37.2989,2.31913,1.159565,,37.2989 1.159565 0
37.3612,2.33595,1.167975,,37.3612 1.167975 0
37.3718,2.33999,1.169995,,37.3718 1.169995 0
37.3719,2.34001,1.170005,,37.3719 1.170005 0
37.386,2.34466,1.17233,,37.386 1.17233 0
37.4488,2.35728,1.17864,,37.4488 1.17864 0
37.5108,2.35267,1.176335,,37.5108 1.176335 0
37.586,2.35068,1.17534,,37.586 1.17534 0
37.6536,2.35558,1.17779,,37.6536 1.17779 0
37.6667,2.35685,1.178425,,37.6667 1.178425 0
37.6826,2.35758,1.17879,,37.6826 1.17879 0
37.7059,2.35848,1.17924,,37.7059 1.17924 0
37.7071,2.3585,1.17925,,37.7071 1.17925 0
37.7307,2.35855,1.179275,,37.7307 1.179275 0
37.7361,2.35858,1.17929,,37.7361 1.17929 0
37.762,2.35854,1.17927,,37.762 1.17927 0
37.8123,2.35551,1.177755,,37.8123 1.177755 0
37.8376,2.3531,1.17655,,37.8376 1.17655 0
37.8841,2.34873,1.174365,,37.8841 1.174365 0
37.8851,2.34862,1.17431,,37.8851 1.17431 0
37.9303,2.34463,1.172315,,37.9303 1.172315 0
37.9311,2.34459,1.172295,,37.9311 1.172295 0
38.0049,2.34089,1.170445,,38.0049 1.170445 0
38.0316,2.3401,1.17005,,38.0316 1.17005 0
38.0501,2.33958,1.16979,,38.0501 1.16979 0
38.07,2.33899,1.169495,,38.07 1.169495 0
38.1011,2.33871,1.169355,,38.1011 1.169355 0
38.1172,2.33802,1.16901,,38.1172 1.16901 0
38.155,2.33447,1.167235,,38.155 1.167235 0
38.1625,2.33349,1.166745,,38.1625 1.166745 0
38.2529,2.32188,1.16094,,38.2529 1.16094 0
38.3637,2.31953,1.159765,,38.3637 1.159765 0
38.427,2.32294,1.16147,,38.427 1.16147 0
38.4504,2.3253,1.16265,,38.4504 1.16265 0
38.4583,2.32539,1.162695,,38.4583 1.162695 0
38.4583,2.32539,1.162695,,38.4583 1.162695 0
38.4674,2.32508,1.16254,,38.4674 1.16254 0
38.5205,2.32276,1.16138,,38.5205 1.16138 0
38.6985,2.32787,1.163935,,38.6985 1.163935 0
38.7771,2.34307,1.171535,,38.7771 1.171535 0
38.7802,2.3431,1.17155,,38.7802 1.17155 0
38.8343,2.34277,1.171385,,38.8343 1.171385 0
38.8492,2.33969,1.169845,,38.8492 1.169845 0
38.878,2.32896,1.16448,,38.878 1.16448 0
