Distance,Diameter,Radius,FFR,Text File Input
38.8793,2.32841,1.164205,,38.8793 1.164205 0
38.9056,2.31732,1.15866,,38.9056 1.15866 0
38.9644,2.29337,1.146685,,38.9644 1.146685 0
38.9734,2.28978,1.14489,,38.9734 1.14489 0
39.0326,2.26693,1.133465,,39.0326 1.133465 0
39.0751,2.25227,1.126135,,39.0751 1.126135 0
39.0958,2.24547,1.122735,,39.0958 1.122735 0
39.1503,2.22777,1.113885,,39.1503 1.113885 0
39.1947,2.21384,1.10692,,39.1947 1.10692 0
39.2497,2.1962,1.0981,,39.2497 1.0981 0
39.2912,2.18323,1.091615,,39.2912 1.091615 0
39.2917,2.18308,1.09154,,39.2917 1.09154 0
39.3126,2.17536,1.08768,,39.3126 1.08768 0
39.3695,2.15658,1.07829,,39.3695 1.07829 0
39.4493,2.13594,1.06797,,39.4493 1.06797 0
39.4559,2.13459,1.067295,,39.4559 1.067295 0
39.5315,2.11803,1.059015,,39.5315 1.059015 0
39.5334,2.11761,1.058805,,39.5334 1.058805 0
39.558,2.11238,1.05619,,39.558 1.05619 0
39.5811,2.10703,1.053515,,39.5811 1.053515 0
39.6032,2.10134,1.05067,,39.6032 1.05067 0
39.6629,2.0871,1.04355,,39.6629 1.04355 0
39.6654,2.08648,1.04324,,39.6654 1.04324 0
39.8335,2.06138,1.03069,,39.8335 1.03069 0
39.8458,2.06083,1.030415,,39.8458 1.030415 0
39.8806,2.05775,1.028875,,39.8806 1.028875 0
39.9241,2.0528,1.0264,,39.9241 1.0264 0
39.9449,2.05041,1.025205,,39.9449 1.025205 0
39.9787,2.04576,1.02288,,39.9787 1.02288 0
40.0363,2.03973,1.019865,,40.0363 1.019865 0
40.1308,2.03695,1.018475,,40.1308 1.018475 0
40.2135,2.04184,1.02092,,40.2135 1.02092 0
40.2173,2.04209,1.021045,,40.2173 1.021045 0
40.2511,2.04366,1.02183,,40.2511 1.02183 0
40.2586,2.04374,1.02187,,40.2586 1.02187 0
40.2699,2.04396,1.02198,,40.2699 1.02198 0
40.3335,2.04603,1.023015,,40.3335 1.023015 0
40.3408,2.04604,1.02302,,40.3408 1.02302 0
40.4359,2.04873,1.024365,,40.4359 1.024365 0
40.5184,2.05551,1.027755,,40.5184 1.027755 0
40.5249,2.05626,1.02813,,40.5249 1.02813 0
40.5366,2.05758,1.02879,,40.5366 1.02879 0
40.5377,2.05768,1.02884,,40.5377 1.02884 0
40.5704,2.05951,1.029755,,40.5704 1.029755 0
40.6024,2.06135,1.030675,,40.6024 1.030675 0
40.6228,2.06246,1.03123,,40.6228 1.03123 0
40.6511,2.06363,1.031815,,40.6511 1.031815 0
40.6514,2.06364,1.03182,,40.6514 1.03182 0
40.741,2.07175,1.035875,,40.741 1.035875 0
40.7484,2.07246,1.03623,,40.7484 1.03623 0
40.7904,2.0768,1.0384,,40.7904 1.0384 0
40.7995,2.07753,1.038765,,40.7995 1.038765 0
40.8711,2.08492,1.04246,,40.8711 1.04246 0
40.9185,2.08939,1.044695,,40.9185 1.044695 0
40.9228,2.08995,1.044975,,40.9228 1.044975 0
40.9918,2.09856,1.04928,,40.9918 1.04928 0
41.0119,2.10133,1.050665,,41.0119 1.050665 0
41.016,2.1019,1.05095,,41.016 1.05095 0
41.0765,2.1116,1.0558,,41.0765 1.0558 0
41.0943,2.11509,1.057545,,41.0943 1.057545 0
41.1196,2.1202,1.0601,,41.1196 1.0601 0
41.1417,2.12395,1.061975,,41.1417 1.061975 0
41.1458,2.12456,1.06228,,41.1458 1.06228 0
41.161,2.12631,1.063155,,41.161 1.063155 0
41.2008,2.13079,1.065395,,41.2008 1.065395 0
41.2037,2.13109,1.065545,,41.2037 1.065545 0
41.2263,2.13341,1.066705,,41.2263 1.066705 0
41.2391,2.13437,1.067185,,41.2391 1.067185 0
41.3041,2.13974,1.06987,,41.3041 1.06987 0
41.3187,2.14127,1.070635,,41.3187 1.070635 0
41.3242,2.14191,1.070955,,41.3242 1.070955 0
41.3721,2.14713,1.073565,,41.3721 1.073565 0
41.4215,2.1532,1.0766,,41.4215 1.0766 0
41.423,2.15337,1.076685,,41.423 1.076685 0
41.4703,2.15926,1.07963,,41.4703 1.07963 0
41.4865,2.16089,1.080445,,41.4865 1.080445 0
41.4986,2.16205,1.081025,,41.4986 1.081025 0
41.5135,2.16326,1.08163,,41.5135 1.08163 0
41.5168,2.16351,1.081755,,41.5168 1.081755 0
41.5626,2.16714,1.08357,,41.5626 1.08357 0
41.5775,2.16818,1.08409,,41.5775 1.08409 0
41.6294,2.17304,1.08652,,41.6294 1.08652 0
41.6385,2.17396,1.08698,,41.6385 1.08698 0
41.6591,2.17572,1.08786,,41.6591 1.08786 0
41.6804,2.17738,1.08869,,41.6804 1.08869 0
41.7135,2.18028,1.09014,,41.7135 1.09014 0
41.7181,2.18057,1.090285,,41.7181 1.090285 0
41.7233,2.18063,1.090315,,41.7233 1.090315 0
41.7258,2.18068,1.09034,,41.7258 1.09034 0
41.7983,2.18205,1.091025,,41.7983 1.091025 0
41.8097,2.18263,1.091315,,41.8097 1.091315 0
41.8575,2.18579,1.092895,,41.8575 1.092895 0
41.861,2.18606,1.09303,,41.861 1.09303 0
41.8767,2.18678,1.09339,,41.8767 1.09339 0
41.8768,2.18679,1.093395,,41.8768 1.093395 0
41.9504,2.19137,1.095685,,41.9504 1.095685 0
41.9527,2.19146,1.09573,,41.9527 1.09573 0
41.9991,2.19239,1.096195,,41.9991 1.096195 0
42.0392,2.19402,1.09701,,42.0392 1.09701 0
42.0467,2.19409,1.097045,,42.0467 1.097045 0
42.0691,2.19397,1.096985,,42.0691 1.096985 0
42.0694,2.19396,1.09698,,42.0694 1.09698 0
42.0968,2.19355,1.096775,,42.0968 1.096775 0
42.1366,2.1937,1.09685,,42.1366 1.09685 0
42.1574,2.19362,1.09681,,42.1574 1.09681 0
42.1837,2.192,1.096,,42.1837 1.096 0
42.1838,2.19199,1.095995,,42.1838 1.095995 0
42.2069,2.19099,1.095495,,42.2069 1.095495 0
42.2562,2.19021,1.095105,,42.2562 1.095105 0
42.261,2.19001,1.095005,,42.261 1.095005 0
42.3156,2.187,1.0935,,42.3156 1.0935 0
42.3501,2.18561,1.092805,,42.3501 1.092805 0
42.3548,2.1855,1.09275,,42.3548 1.09275 0
42.3717,2.18507,1.092535,,42.3717 1.092535 0
42.3722,2.18504,1.09252,,42.3722 1.09252 0
42.4506,2.17996,1.08998,,42.4506 1.08998 0
42.4843,2.17887,1.089435,,42.4843 1.089435 0
42.5277,2.17569,1.087845,,42.5277 1.087845 0
42.567,2.1723,1.08615,,42.567 1.08615 0
42.6243,2.16705,1.083525,,42.6243 1.083525 0
42.668,2.1613,1.08065,,42.668 1.08065 0
42.7179,2.15458,1.07729,,42.7179 1.07729 0
42.7427,2.15176,1.07588,,42.7427 1.07588 0
42.7828,2.14708,1.07354,,42.7828 1.07354 0
42.8381,2.14315,1.071575,,42.8381 1.071575 0
42.8726,2.13854,1.06927,,42.8726 1.06927 0
42.9173,2.13234,1.06617,,42.9173 1.06617 0
42.9625,2.12573,1.062865,,42.9625 1.062865 0
42.9927,2.1215,1.06075,,42.9927 1.06075 0
42.9965,2.12101,1.060505,,42.9965 1.060505 0
43.0485,2.11387,1.056935,,43.0485 1.056935 0
43.0712,2.11099,1.055495,,43.0712 1.055495 0
43.1007,2.108,1.054,,43.1007 1.054 0
43.1306,2.10487,1.052435,,43.1306 1.052435 0
43.1957,2.09853,1.049265,,43.1957 1.049265 0
43.2657,2.08672,1.04336,,43.2657 1.04336 0
43.2712,2.08577,1.042885,,43.2712 1.042885 0
43.3416,2.07491,1.037455,,43.3416 1.037455 0
43.3559,2.07286,1.03643,,43.3559 1.03643 0
43.3586,2.0725,1.03625,,43.3586 1.03625 0
43.4064,2.06538,1.03269,,43.4064 1.03269 0
43.4145,2.06408,1.03204,,43.4145 1.03204 0
43.449,2.05934,1.02967,,43.449 1.02967 0
43.4634,2.05695,1.028475,,43.4634 1.028475 0
43.5094,2.0495,1.02475,,43.5094 1.02475 0
43.5527,2.03942,1.01971,,43.5527 1.01971 0
43.5836,2.03165,1.015825,,43.5836 1.015825 0
43.6066,2.02745,1.013725,,43.6066 1.013725 0
43.6068,2.02738,1.01369,,43.6068 1.01369 0
43.679,2.01176,1.00588,,43.679 1.00588 0
43.7004,2.00728,1.00364,,43.7004 1.00364 0
43.7598,1.99464,0.99732,,43.7598 0.99732 0
43.7793,1.99047,0.995235,,43.7793 0.995235 0
43.7931,1.98714,0.99357,,43.7931 0.99357 0
43.8011,1.98541,0.992705,,43.8011 0.992705 0
43.846,1.97488,0.98744,,43.846 0.98744 0
43.8737,1.96822,0.98411,,43.8737 0.98411 0
43.8829,1.96583,0.982915,,43.8829 0.982915 0
43.9307,1.95255,0.976275,,43.9307 0.976275 0
44.0061,1.92952,0.96476,,44.0061 0.96476 0
44.0642,1.91272,0.95636,,44.0642 0.95636 0
44.1064,1.9004,0.9502,,44.1064 0.9502 0
44.1304,1.89341,0.946705,,44.1304 0.946705 0
44.151,1.88722,0.94361,,44.151 0.94361 0
44.1623,1.88433,0.942165,,44.1623 0.942165 0
44.2219,1.86637,0.933185,,44.2219 0.933185 0
44.2361,1.86215,0.931075,,44.2361 0.931075 0
44.2749,1.84971,0.924855,,44.2749 0.924855 0
44.3134,1.83766,0.91883,,44.3134 0.91883 0
44.4153,1.8113,0.90565,,44.4153 0.90565 0
44.4249,1.80833,0.904165,,44.4249 0.904165 0
44.4608,1.79702,0.89851,,44.4608 0.89851 0
44.5058,1.78331,0.891655,,44.5058 0.891655 0
44.5138,1.78119,0.890595,,44.5138 0.890595 0
44.5632,1.76594,0.88297,,44.5632 0.88297 0
44.6624,1.73855,0.869275,,44.6624 0.869275 0
44.7127,1.729,0.8645,,44.7127 0.8645 0
44.757,1.7201,0.86005,,44.757 0.86005 0
44.8443,1.70591,0.852955,,44.8443 0.852955 0
44.8444,1.7059,0.85295,,44.8444 0.85295 0
44.8707,1.70336,0.85168,,44.8707 0.85168 0
44.8789,1.70209,0.851045,,44.8789 0.851045 0
44.9716,1.68796,0.84398,,44.9716 0.84398 0
45.0423,1.68237,0.841185,,45.0423 0.841185 0
45.1245,1.67036,0.83518,,45.1245 0.83518 0
45.1724,1.66367,0.831835,,45.1724 0.831835 0
45.3095,1.66035,0.830175,,45.3095 0.830175 0
45.3858,1.66459,0.832295,,45.3858 0.832295 0
45.388,1.66469,0.832345,,45.388 0.832345 0
45.4429,1.66572,0.83286,,45.4429 0.83286 0
45.458,1.66666,0.83333,,45.458 0.83333 0
45.4958,1.66946,0.83473,,45.4958 0.83473 0
45.4996,1.66973,0.834865,,45.4996 0.834865 0
45.5756,1.67271,0.836355,,45.5756 0.836355 0
45.6611,1.6831,0.84155,,45.6611 0.84155 0
45.7115,1.69377,0.846885,,45.7115 0.846885 0
45.7209,1.6958,0.8479,,45.7209 0.8479 0
45.7346,1.69859,0.849295,,45.7346 0.849295 0
45.7666,1.70531,0.852655,,45.7666 0.852655 0
45.7807,1.70791,0.853955,,45.7807 0.853955 0
45.7881,1.70902,0.85451,,45.7881 0.85451 0
45.8048,1.71137,0.855685,,45.8048 0.855685 0
45.8511,1.71948,0.85974,,45.8511 0.85974 0
45.8605,1.72114,0.86057,,45.8605 0.86057 0
45.9514,1.74097,0.870485,,45.9514 0.870485 0
45.9806,1.7484,0.8742,,45.9806 0.8742 0
46.0366,1.76431,0.882155,,46.0366 0.882155 0
46.0491,1.76761,0.883805,,46.0491 0.883805 0
46.0721,1.77426,0.88713,,46.0721 0.88713 0
46.0723,1.77432,0.88716,,46.0723 0.88716 0
46.1018,1.78265,0.891325,,46.1018 0.891325 0
46.1167,1.78676,0.89338,,46.1167 0.89338 0
46.1578,1.7974,0.8987,,46.1578 0.8987 0
46.1884,1.80713,0.903565,,46.1884 0.903565 0
46.2225,1.81771,0.908855,,46.2225 0.908855 0
46.2228,1.8178,0.9089,,46.2228 0.9089 0
46.256,1.82886,0.91443,,46.256 0.91443 0
46.2954,1.8408,0.9204,,46.2954 0.9204 0
46.2968,1.84122,0.92061,,46.2968 0.92061 0
46.3391,1.85345,0.926725,,46.3391 0.926725 0
46.3439,1.85483,0.927415,,46.3439 0.927415 0
46.3622,1.86042,0.93021,,46.3622 0.93021 0
46.3939,1.86981,0.934905,,46.3939 0.934905 0
46.421,1.87807,0.939035,,46.421 0.939035 0
46.4284,1.8803,0.94015,,46.4284 0.94015 0
46.4383,1.88322,0.94161,,46.4383 0.94161 0
46.4633,1.89038,0.94519,,46.4633 0.94519 0
46.5219,1.90394,0.95197,,46.5219 0.95197 0
46.5457,1.90874,0.95437,,46.5457 0.95437 0
46.5531,1.91005,0.955025,,46.5531 0.955025 0
46.5703,1.91308,0.95654,,46.5703 0.95654 0
46.5938,1.91712,0.95856,,46.5938 0.95856 0
46.5974,1.91771,0.958855,,46.5974 0.958855 0
46.6086,1.91923,0.959615,,46.6086 0.959615 0
46.6775,1.92978,0.96489,,46.6775 0.96489 0
46.7258,1.93524,0.96762,,46.7258 0.96762 0
46.7467,1.93577,0.967885,,46.7467 0.967885 0
46.8058,1.93446,0.96723,,46.8058 0.96723 0
46.8388,1.93063,0.965315,,46.8388 0.965315 0
46.8986,1.92569,0.962845,,46.8986 0.962845 0
46.9034,1.92525,0.962625,,46.9034 0.962625 0
46.9319,1.92201,0.961005,,46.9319 0.961005 0
46.936,1.92116,0.96058,,46.936 0.96058 0
46.9871,1.90873,0.954365,,46.9871 0.954365 0
46.9871,1.90872,0.95436,,46.9871 0.95436 0
47.0006,1.90556,0.95278,,47.0006 0.95278 0
47.0368,1.89676,0.94838,,47.0368 0.94838 0
47.0368,1.89676,0.94838,,47.0368 0.94838 0
47.0377,1.8965,0.94825,,47.0377 0.94825 0
47.0953,1.87884,0.93942,,47.0953 0.93942 0
47.1096,1.87464,0.93732,,47.1096 0.93732 0
47.1181,1.87199,0.935995,,47.1181 0.935995 0
47.1264,1.86913,0.934565,,47.1264 0.934565 0
47.1699,1.85622,0.92811,,47.1699 0.92811 0
47.1771,1.85401,0.927005,,47.1771 0.927005 0
47.1945,1.84792,0.92396,,47.1945 0.92396 0
47.2294,1.83627,0.918135,,47.2294 0.918135 0
47.2996,1.81571,0.907855,,47.2996 0.907855 0
47.3087,1.81286,0.90643,,47.3087 0.90643 0
47.3612,1.79706,0.89853,,47.3612 0.89853 0
47.4006,1.78643,0.893215,,47.4006 0.893215 0
47.4241,1.77967,0.889835,,47.4241 0.889835 0
47.4275,1.77862,0.88931,,47.4275 0.88931 0
47.4779,1.7628,0.8814,,47.4779 0.8814 0
47.4968,1.75788,0.87894,,47.4968 0.87894 0
47.5354,1.74804,0.87402,,47.5354 0.87402 0
47.5547,1.74307,0.871535,,47.5547 0.871535 0
47.5631,1.74128,0.87064,,47.5631 0.87064 0
47.6281,1.72666,0.86333,,47.6281 0.86333 0
47.6972,1.71565,0.857825,,47.6972 0.857825 0
47.7047,1.71422,0.85711,,47.7047 0.85711 0
47.768,1.70186,0.85093,,47.768 0.85093 0
47.7835,1.69869,0.849345,,47.7835 0.849345 0
47.9051,1.68746,0.84373,,47.9051 0.84373 0
47.9195,1.68713,0.843565,,47.9195 0.843565 0
47.9861,1.68734,0.84367,,47.9861 0.84367 0
48.0541,1.68482,0.84241,,48.0541 0.84241 0
48.1231,1.68276,0.84138,,48.1231 0.84138 0
48.2162,1.69004,0.84502,,48.2162 0.84502 0
48.2513,1.6944,0.8472,,48.2513 0.8472 0
48.2603,1.69524,0.84762,,48.2603 0.84762 0
48.2675,1.69572,0.84786,,48.2675 0.84786 0
48.2875,1.69643,0.848215,,48.2875 0.848215 0
48.3614,1.70328,0.85164,,48.3614 0.85164 0
48.4329,1.71006,0.85503,,48.4329 0.85503 0
48.4454,1.71154,0.85577,,48.4454 0.85577 0
48.487,1.71632,0.85816,,48.487 0.85816 0
48.4872,1.71633,0.858165,,48.4872 0.858165 0
48.5204,1.72047,0.860235,,48.5204 0.860235 0
48.5466,1.72352,0.86176,,48.5466 0.86176 0
48.5706,1.72595,0.862975,,48.5706 0.862975 0
48.6156,1.7305,0.86525,,48.6156 0.86525 0
48.6428,1.73368,0.86684,,48.6428 0.86684 0
48.6487,1.73411,0.867055,,48.6487 0.867055 0
48.7164,1.73948,0.86974,,48.7164 0.86974 0
48.7225,1.73985,0.869925,,48.7225 0.869925 0
48.7862,1.7432,0.8716,,48.7862 0.8716 0
48.7912,1.74308,0.87154,,48.7912 0.87154 0
48.792,1.74306,0.87153,,48.792 0.87153 0
48.8402,1.74083,0.870415,,48.8402 0.870415 0
48.868,1.7407,0.87035,,48.868 0.87035 0
48.8681,1.7407,0.87035,,48.8681 0.87035 0
48.8787,1.74027,0.870135,,48.8787 0.870135 0
48.9275,1.73679,0.868395,,48.9275 0.868395 0
48.9711,1.73226,0.86613,,48.9711 0.86613 0
48.9868,1.73067,0.865335,,48.9868 0.865335 0
49.0608,1.71902,0.85951,,49.0608 0.85951 0
49.0609,1.719,0.8595,,49.0609 0.8595 0
49.0818,1.71571,0.857855,,49.0818 0.857855 0
49.1351,1.70721,0.853605,,49.1351 0.853605 0
49.1758,1.70077,0.850385,,49.1758 0.850385 0
49.1765,1.70055,0.850275,,49.1765 0.850275 0
49.2234,1.6884,0.8442,,49.2234 0.8442 0
49.2858,1.67331,0.836655,,49.2858 0.836655 0
49.3481,1.65581,0.827905,,49.3481 0.827905 0
49.3511,1.65501,0.827505,,49.3511 0.827505 0
49.3969,1.64196,0.82098,,49.3969 0.82098 0
49.4015,1.64055,0.820275,,49.4015 0.820275 0
49.4972,1.61547,0.807735,,49.4972 0.807735 0
49.5052,1.61376,0.80688,,49.5052 0.80688 0
49.5608,1.60135,0.800675,,49.5608 0.800675 0
49.5775,1.59778,0.79889,,49.5775 0.79889 0
49.5815,1.59693,0.798465,,49.5815 0.798465 0
49.5821,1.5968,0.7984,,49.5821 0.7984 0
49.6091,1.59023,0.795115,,49.6091 0.795115 0
49.6713,1.57432,0.78716,,49.6713 0.78716 0
49.7194,1.56323,0.781615,,49.7194 0.781615 0
49.7207,1.56294,0.78147,,49.7207 0.78147 0
49.7226,1.56256,0.78128,,49.7226 0.78128 0
49.8002,1.54943,0.774715,,49.8002 0.774715 0
49.8468,1.54465,0.772325,,49.8468 0.772325 0
49.9069,1.53941,0.769705,,49.9069 0.769705 0
49.9722,1.53136,0.76568,,49.9722 0.76568 0
50.0809,1.52166,0.76083,,50.0809 0.76083 0
50.0918,1.52153,0.760765,,50.0918 0.760765 0
50.0941,1.52145,0.760725,,50.0941 0.760725 0
50.1305,1.52004,0.76002,,50.1305 0.76002 0
50.17,1.51899,0.759495,,50.17 0.759495 0
50.2421,1.51616,0.75808,,50.2421 0.75808 0
50.2643,1.515,0.7575,,50.2643 0.7575 0
50.3273,1.51311,0.756555,,50.3273 0.756555 0
50.329,1.51306,0.75653,,50.329 0.75653 0
50.3891,1.51146,0.75573,,50.3891 0.75573 0
50.4394,1.51319,0.756595,,50.4394 0.756595 0
50.4545,1.5134,0.7567,,50.4545 0.7567 0
50.4891,1.51447,0.757235,,50.4891 0.757235 0
50.5201,1.51449,0.757245,,50.5201 0.757245 0
50.5272,1.51446,0.75723,,50.5272 0.75723 0
50.5757,1.5131,0.75655,,50.5757 0.75655 0
50.5759,1.5131,0.75655,,50.5759 0.75655 0
50.6021,1.51296,0.75648,,50.6021 0.75648 0
50.6379,1.51259,0.756295,,50.6379 0.756295 0
50.6385,1.5126,0.7563,,50.6385 0.7563 0
50.6996,1.51493,0.757465,,50.6996 0.757465 0
50.703,1.51507,0.757535,,50.703 0.757535 0
50.7618,1.51733,0.758665,,50.7618 0.758665 0
50.7772,1.51818,0.75909,,50.7772 0.75909 0
50.8064,1.51903,0.759515,,50.8064 0.759515 0
50.8196,1.51924,0.75962,,50.8196 0.75962 0
50.8667,1.51952,0.75976,,50.8667 0.75976 0
50.8997,1.52005,0.760025,,50.8997 0.760025 0
50.9244,1.52023,0.760115,,50.9244 0.760115 0
50.9539,1.52162,0.76081,,50.9539 0.76081 0
50.9694,1.52261,0.761305,,50.9694 0.761305 0
50.9771,1.52306,0.76153,,50.9771 0.76153 0
50.9815,1.52311,0.761555,,50.9815 0.761555 0
51.0452,1.52404,0.76202,,51.0452 0.76202 0
51.0519,1.52423,0.762115,,51.0519 0.762115 0
51.0759,1.52465,0.762325,,51.0759 0.762325 0
51.1136,1.52648,0.76324,,51.1136 0.76324 0
51.1178,1.52647,0.763235,,51.1178 0.763235 0
51.1276,1.52643,0.763215,,51.1276 0.763215 0
51.1505,1.52633,0.763165,,51.1505 0.763165 0
51.1688,1.52642,0.76321,,51.1688 0.76321 0
51.2107,1.52712,0.76356,,51.2107 0.76356 0
51.2366,1.52763,0.763815,,51.2366 0.763815 0
51.2982,1.53136,0.76568,,51.2982 0.76568 0
51.3493,1.53792,0.76896,,51.3493 0.76896 0
51.3597,1.53917,0.769585,,51.3597 0.769585 0
51.3648,1.53975,0.769875,,51.3648 0.769875 0
51.3963,1.54351,0.771755,,51.3963 0.771755 0
51.4205,1.54635,0.773175,,51.4205 0.773175 0
51.4292,1.54729,0.773645,,51.4292 0.773645 0
51.4422,1.54809,0.774045,,51.4422 0.774045 0
51.5205,1.55501,0.777505,,51.5205 0.777505 0
51.5411,1.55858,0.77929,,51.5411 0.77929 0
51.576,1.5659,0.78295,,51.576 0.78295 0
51.5792,1.56658,0.78329,,51.5792 0.78329 0
51.6,1.57055,0.785275,,51.6 0.785275 0
51.6236,1.57574,0.78787,,51.6236 0.78787 0
51.6321,1.57703,0.788515,,51.6321 0.788515 0
51.6693,1.58251,0.791255,,51.6693 0.791255 0
51.6694,1.58252,0.79126,,51.6694 0.79126 0
51.6749,1.58345,0.791725,,51.6749 0.791725 0
51.7758,1.60689,0.803445,,51.7758 0.803445 0
51.8312,1.62225,0.811125,,51.8312 0.811125 0
51.8447,1.62612,0.81306,,51.8447 0.81306 0
51.903,1.64115,0.820575,,51.903 0.820575 0
51.9052,1.64172,0.82086,,51.9052 0.82086 0
51.9516,1.6543,0.82715,,51.9516 0.82715 0
51.9575,1.6559,0.82795,,51.9575 0.82795 0
51.9942,1.66745,0.833725,,51.9942 0.833725 0
52.0324,1.68067,0.840335,,52.0324 0.840335 0
52.053,1.68816,0.84408,,52.053 0.84408 0
52.0927,1.70356,0.85178,,52.0927 0.85178 0
52.0931,1.70371,0.851855,,52.0931 0.851855 0
52.1111,1.71073,0.855365,,52.1111 0.855365 0
52.1388,1.72133,0.860665,,52.1388 0.860665 0
52.1558,1.72814,0.86407,,52.1558 0.86407 0
52.1648,1.73164,0.86582,,52.1648 0.86582 0
52.2151,1.75313,0.876565,,52.2151 0.876565 0
52.2161,1.75355,0.876775,,52.2161 0.876775 0
52.2214,1.75591,0.877955,,52.2214 0.877955 0
52.2483,1.76738,0.88369,,52.2483 0.88369 0
52.2842,1.77909,0.889545,,52.2842 0.889545 0
52.2847,1.77923,0.889615,,52.2847 0.889615 0
52.3484,1.79641,0.898205,,52.3484 0.898205 0
52.3765,1.80176,0.90088,,52.3765 0.90088 0
52.3848,1.8026,0.9013,,52.3848 0.9013 0
52.4004,1.8031,0.90155,,52.4004 0.90155 0
52.4272,1.8041,0.90205,,52.4272 0.90205 0
52.4315,1.80418,0.90209,,52.4315 0.90209 0
52.4524,1.80386,0.90193,,52.4524 0.90193 0
52.4577,1.8036,0.9018,,52.4577 0.9018 0
52.4831,1.80193,0.900965,,52.4831 0.900965 0
52.5076,1.80077,0.900385,,52.5076 0.900385 0
52.5467,1.79806,0.89903,,52.5467 0.89903 0
52.5796,1.79601,0.898005,,52.5796 0.898005 0
52.5991,1.79481,0.897405,,52.5991 0.897405 0
52.6354,1.79227,0.896135,,52.6354 0.896135 0
52.6409,1.79182,0.89591,,52.6409 0.89591 0
52.6419,1.79173,0.895865,,52.6419 0.895865 0
52.6731,1.78784,0.89392,,52.6731 0.89392 0
52.6834,1.78669,0.893345,,52.6834 0.893345 0
52.6967,1.78533,0.892665,,52.6967 0.892665 0
52.7337,1.78111,0.890555,,52.7337 0.890555 0
52.7357,1.7809,0.89045,,52.7357 0.89045 0
52.7561,1.77845,0.889225,,52.7561 0.889225 0
52.782,1.77448,0.88724,,52.782 0.88724 0
52.7865,1.77382,0.88691,,52.7865 0.88691 0
52.8021,1.77165,0.885825,,52.8021 0.885825 0
52.8031,1.77155,0.885775,,52.8031 0.885775 0
52.8369,1.7669,0.88345,,52.8369 0.88345 0
52.8645,1.76374,0.88187,,52.8645 0.88187 0
52.87,1.76296,0.88148,,52.87 0.88148 0
52.915,1.75696,0.87848,,52.915 0.87848 0
52.9355,1.75415,0.877075,,52.9355 0.877075 0
52.9815,1.74807,0.874035,,52.9815 0.874035 0
52.9957,1.74618,0.87309,,52.9957 0.87309 0
53.0249,1.74174,0.87087,,53.0249 0.87087 0
53.0496,1.73628,0.86814,,53.0496 0.86814 0
53.0769,1.73083,0.865415,,53.0769 0.865415 0
53.0783,1.7305,0.86525,,53.0783 0.86525 0
53.116,1.7225,0.86125,,53.116 0.86125 0
53.1542,1.71603,0.858015,,53.1542 0.858015 0
53.1765,1.71291,0.856455,,53.1765 0.856455 0
53.2168,1.70849,0.854245,,53.2168 0.854245 0
53.251,1.70389,0.851945,,53.251 0.851945 0
53.2511,1.70387,0.851935,,53.2511 0.851935 0
53.2568,1.70322,0.85161,,53.2568 0.85161 0
53.2885,1.69828,0.84914,,53.2885 0.84914 0
53.2885,1.69827,0.849135,,53.2885 0.849135 0
53.294,1.697,0.8485,,53.294 0.8485 0
53.3321,1.68871,0.844355,,53.3321 0.844355 0
53.3423,1.68707,0.843535,,53.3423 0.843535 0
53.3516,1.68557,0.842785,,53.3516 0.842785 0
53.4304,1.67798,0.83899,,53.4304 0.83899 0
53.4426,1.67722,0.83861,,53.4426 0.83861 0
53.4909,1.67546,0.83773,,53.4909 0.83773 0
53.5002,1.67512,0.83756,,53.5002 0.83756 0
53.5483,1.67246,0.83623,,53.5483 0.83623 0
53.5484,1.67244,0.83622,,53.5484 0.83622 0
53.607,1.66675,0.833375,,53.607 0.833375 0
53.6685,1.66511,0.832555,,53.6685 0.832555 0
53.707,1.66582,0.83291,,53.707 0.83291 0
53.7275,1.66601,0.833005,,53.7275 0.833005 0
53.7462,1.6662,0.8331,,53.7462 0.8331 0
53.7718,1.6664,0.8332,,53.7718 0.8332 0
53.7799,1.66637,0.833185,,53.7799 0.833185 0
53.7839,1.66625,0.833125,,53.7839 0.833125 0
53.8159,1.66557,0.832785,,53.8159 0.832785 0
53.8176,1.66555,0.832775,,53.8176 0.832775 0
53.8418,1.66526,0.83263,,53.8418 0.83263 0
53.879,1.66521,0.832605,,53.879 0.832605 0
53.9406,1.66787,0.833935,,53.9406 0.833935 0
53.9466,1.66818,0.83409,,53.9466 0.83409 0
53.9957,1.67127,0.835635,,53.9957 0.835635 0
54.0008,1.67163,0.835815,,54.0008 0.835815 0
54.0271,1.67323,0.836615,,54.0271 0.836615 0
54.0272,1.67324,0.83662,,54.0272 0.83662 0
54.0426,1.67444,0.83722,,54.0426 0.83722 0
54.0461,1.67457,0.837285,,54.0461 0.837285 0
54.116,1.67789,0.838945,,54.116 0.838945 0
54.1271,1.67866,0.83933,,54.1271 0.83933 0
54.1467,1.68055,0.840275,,54.1467 0.840275 0
54.147,1.68059,0.840295,,54.147 0.840295 0
54.1641,1.68233,0.841165,,54.1641 0.841165 0
54.1863,1.68444,0.84222,,54.1863 0.84222 0
54.1974,1.68511,0.842555,,54.1974 0.842555 0
54.2382,1.68856,0.84428,,54.2382 0.84428 0
54.2506,1.68971,0.844855,,54.2506 0.844855 0
54.2513,1.68978,0.84489,,54.2513 0.84489 0
