Distance,Diameter,Radius,,Text File Input
14.6533,1.63849,0.819245,,14.6533 0.819245 0
14.6533,1.6385,0.81925,,14.6533 0.81925 0
14.6674,1.64192,0.82096,,14.6674 0.82096 0
14.7009,1.6497,0.82485,,14.7009 0.82485 0
14.7195,1.65545,0.827725,,14.7195 0.827725 0
14.7328,1.65882,0.82941,,14.7328 0.82941 0
14.7503,1.66298,0.83149,,14.7503 0.83149 0
14.7731,1.66779,0.833895,,14.7731 0.833895 0
14.7879,1.67008,0.83504,,14.7879 0.83504 0
14.7931,1.67066,0.83533,,14.7931 0.83533 0
14.8379,1.6753,0.83765,,14.8379 0.83765 0
14.8403,1.67553,0.837765,,14.8403 0.837765 0
14.9028,1.68162,0.84081,,14.9028 0.84081 0
14.9171,1.68326,0.84163,,14.9171 0.84163 0
14.9257,1.68448,0.84224,,14.9257 0.84224 0
14.9264,1.68458,0.84229,,14.9264 0.84229 0
14.9815,1.69298,0.84649,,14.9815 0.84649 0
14.9861,1.69362,0.84681,,14.9861 0.84681 0
15.0267,1.69884,0.84942,,15.0267 0.84942 0
15.0537,1.70428,0.85214,,15.0537 0.85214 0
15.0598,1.70522,0.85261,,15.0598 0.85261 0
15.0666,1.70598,0.85299,,15.0666 0.85299 0
15.067,1.70601,0.853005,,15.067 0.853005 0
15.1059,1.70959,0.854795,,15.1059 0.854795 0
15.1174,1.71125,0.855625,,15.1174 0.855625 0
15.1398,1.71211,0.856055,,15.1398 0.856055 0
15.2078,1.71577,0.857885,,15.2078 0.857885 0
15.2128,1.71636,0.85818,,15.2128 0.85818 0
15.213,1.71638,0.85819,,15.213 0.85819 0
15.2249,1.71727,0.858635,,15.2249 0.858635 0
15.2458,1.7176,0.8588,,15.2458 0.8588 0
15.2635,1.7178,0.8589,,15.2635 0.8589 0
15.2708,1.71785,0.858925,,15.2708 0.858925 0
15.2715,1.71785,0.858925,,15.2715 0.858925 0
15.2901,1.7168,0.8584,,15.2901 0.8584 0
15.3382,1.71419,0.857095,,15.3382 0.857095 0
15.3804,1.71276,0.85638,,15.3804 0.85638 0
15.3941,1.71203,0.856015,,15.3941 0.856015 0
15.4257,1.71074,0.85537,,15.4257 0.85537 0
15.4306,1.71048,0.85524,,15.4306 0.85524 0
15.4962,1.70765,0.853825,,15.4962 0.853825 0
15.5079,1.70717,0.853585,,15.5079 0.853585 0
15.5664,1.70506,0.85253,,15.5664 0.85253 0
15.5664,1.70505,0.852525,,15.5664 0.852525 0
15.57,1.70501,0.852505,,15.57 0.852505 0
15.596,1.70323,0.851615,,15.596 0.851615 0
15.7072,1.69791,0.848955,,15.7072 0.848955 0
15.7506,1.69964,0.84982,,15.7506 0.84982 0
15.752,1.69969,0.849845,,15.752 0.849845 0
15.7636,1.70047,0.850235,,15.7636 0.850235 0
15.7719,1.70113,0.850565,,15.7719 0.850565 0
15.7852,1.70137,0.850685,,15.7852 0.850685 0
15.8105,1.70052,0.85026,,15.8105 0.85026 0
15.8727,1.69757,0.848785,,15.8727 0.848785 0
15.879,1.6973,0.84865,,15.879 0.84865 0
15.9287,1.69681,0.848405,,15.9287 0.848405 0
15.9296,1.69684,0.84842,,15.9296 0.84842 0
15.946,1.69728,0.84864,,15.946 0.84864 0
15.9588,1.69649,0.848245,,15.9588 0.848245 0
16.0065,1.69357,0.846785,,16.0065 0.846785 0
16.0109,1.69325,0.846625,,16.0109 0.846625 0
16.0519,1.68968,0.84484,,16.0519 0.84484 0
16.0883,1.68828,0.84414,,16.0883 0.84414 0
16.1412,1.68727,0.843635,,16.1412 0.843635 0
16.1821,1.68816,0.84408,,16.1821 0.84408 0
16.1847,1.68818,0.84409,,16.1847 0.84409 0
16.1954,1.68795,0.843975,,16.1954 0.843975 0
16.214,1.68735,0.843675,,16.214 0.843675 0
16.2348,1.68565,0.842825,,16.2348 0.842825 0
16.3316,1.67764,0.83882,,16.3316 0.83882 0
16.3318,1.67763,0.838815,,16.3318 0.838815 0
16.3638,1.67455,0.837275,,16.3638 0.837275 0
16.3782,1.67334,0.83667,,16.3782 0.83667 0
16.3846,1.67295,0.836475,,16.3846 0.836475 0
16.4047,1.66877,0.834385,,16.4047 0.834385 0
16.5494,1.6447,0.82235,,16.5494 0.82235 0
16.5509,1.64454,0.82227,,16.5509 0.82227 0
16.5795,1.64099,0.820495,,16.5795 0.820495 0
16.6185,1.63497,0.817485,,16.6185 0.817485 0
16.6192,1.63486,0.81743,,16.6192 0.81743 0
16.6295,1.63303,0.816515,,16.6295 0.816515 0
16.6877,1.62471,0.812355,,16.6877 0.812355 0
16.7206,1.62143,0.810715,,16.7206 0.810715 0
16.7248,1.62101,0.810505,,16.7248 0.810505 0
16.7807,1.6158,0.8079,,16.7807 0.8079 0
16.7916,1.61461,0.807305,,16.7916 0.807305 0
16.8432,1.60681,0.803405,,16.8432 0.803405 0
16.8537,1.60517,0.802585,,16.8537 0.802585 0
16.8831,1.60022,0.80011,,16.8831 0.80011 0
16.9076,1.59622,0.79811,,16.9076 0.79811 0
16.9172,1.59477,0.797385,,16.9172 0.797385 0
16.9263,1.59329,0.796645,,16.9263 0.796645 0
16.9534,1.58922,0.79461,,16.9534 0.79461 0
16.9953,1.58431,0.792155,,16.9953 0.792155 0
17.0346,1.58129,0.790645,,17.0346 0.790645 0
17.0936,1.57453,0.787265,,17.0936 0.787265 0
17.1089,1.57163,0.785815,,17.1089 0.785815 0
17.1147,1.57071,0.785355,,17.1147 0.785355 0
17.1431,1.56612,0.78306,,17.1431 0.78306 0
17.1632,1.56253,0.781265,,17.1632 0.781265 0
17.248,1.55629,0.778145,,17.248 0.778145 0
17.255,1.55634,0.77817,,17.255 0.77817 0
17.2881,1.55511,0.777555,,17.2881 0.777555 0
17.3064,1.55443,0.777215,,17.3064 0.777215 0
17.3211,1.55372,0.77686,,17.3211 0.77686 0
17.3667,1.55194,0.77597,,17.3667 0.77597 0
17.4767,1.55408,0.77704,,17.4767 0.77704 0
17.4858,1.55504,0.77752,,17.4858 0.77752 0
17.5315,1.55934,0.77967,,17.5315 0.77967 0
17.5323,1.55941,0.779705,,17.5323 0.779705 0
17.5789,1.55722,0.77861,,17.5789 0.77861 0
17.5841,1.55693,0.778465,,17.5841 0.778465 0
17.6663,1.55554,0.77777,,17.6663 0.77777 0
17.6936,1.55559,0.777795,,17.6936 0.777795 0
17.7019,1.55558,0.77779,,17.7019 0.77779 0
17.7078,1.5555,0.77775,,17.7078 0.77775 0
17.7111,1.55522,0.77761,,17.7111 0.77761 0
17.7271,1.5527,0.77635,,17.7271 0.77635 0
17.7655,1.54661,0.773305,,17.7655 0.773305 0
17.8377,1.53921,0.769605,,17.8377 0.769605 0
17.8866,1.53813,0.769065,,17.8866 0.769065 0
17.8881,1.53811,0.769055,,17.8881 0.769055 0
17.9025,1.53842,0.76921,,17.9025 0.76921 0
17.9158,1.5382,0.7691,,17.9158 0.7691 0
17.9191,1.53798,0.76899,,17.9191 0.76899 0
17.9291,1.53679,0.768395,,17.9291 0.768395 0
17.9798,1.52966,0.76483,,17.9798 0.76483 0
17.9888,1.52889,0.764445,,17.9888 0.764445 0
18.0185,1.5262,0.7631,,18.0185 0.7631 0
18.0482,1.52384,0.76192,,18.0482 0.76192 0
18.0837,1.52161,0.760805,,18.0837 0.760805 0
18.0963,1.52064,0.76032,,18.0963 0.76032 0
18.0999,1.52027,0.760135,,18.0999 0.760135 0
18.1263,1.51634,0.75817,,18.1263 0.75817 0
18.1309,1.51558,0.75779,,18.1309 0.75779 0
18.1428,1.51333,0.756665,,18.1428 0.756665 0
18.225,1.49808,0.74904,,18.225 0.74904 0
18.2773,1.49371,0.746855,,18.2773 0.746855 0
18.2809,1.49335,0.746675,,18.2809 0.746675 0
18.2844,1.49283,0.746415,,18.2844 0.746415 0
18.3383,1.48454,0.74227,,18.3383 0.74227 0
18.3938,1.47673,0.738365,,18.3938 0.738365 0
18.4131,1.4749,0.73745,,18.4131 0.73745 0
18.4462,1.47253,0.736265,,18.4462 0.736265 0
18.4981,1.46889,0.734445,,18.4981 0.734445 0
18.5066,1.46872,0.73436,,18.5066 0.73436 0
18.5554,1.46339,0.731695,,18.5554 0.731695 0
18.5629,1.46269,0.731345,,18.5629 0.731345 0
18.6127,1.45739,0.728695,,18.6127 0.728695 0
18.6201,1.45668,0.72834,,18.6201 0.72834 0
18.6277,1.45562,0.72781,,18.6277 0.72781 0
18.656,1.45025,0.725125,,18.656 0.725125 0
18.6768,1.44573,0.722865,,18.6768 0.722865 0
18.6922,1.44261,0.721305,,18.6922 0.721305 0
18.7168,1.43756,0.71878,,18.7168 0.71878 0
18.7341,1.43399,0.716995,,18.7341 0.716995 0
18.7662,1.42826,0.71413,,18.7662 0.71413 0
18.773,1.42709,0.713545,,18.773 0.713545 0
18.7822,1.42541,0.712705,,18.7822 0.712705 0
18.813,1.41876,0.70938,,18.813 0.70938 0
18.8431,1.41353,0.706765,,18.8431 0.706765 0
18.8584,1.41086,0.70543,,18.8584 0.70543 0
18.8629,1.41004,0.70502,,18.8629 0.70502 0
18.9065,1.40292,0.70146,,18.9065 0.70146 0
18.9092,1.40244,0.70122,,18.9092 0.70122 0
18.9558,1.39468,0.69734,,18.9558 0.69734 0
18.9583,1.39421,0.697105,,18.9583 0.697105 0
19.049,1.3831,0.69155,,19.049 0.69155 0
19.0541,1.38245,0.691225,,19.0541 0.691225 0
19.0609,1.38141,0.690705,,19.0609 0.690705 0
19.1004,1.37502,0.68751,,19.1004 0.68751 0
19.1426,1.3673,0.68365,,19.1426 0.68365 0
19.1451,1.3668,0.6834,,19.1451 0.6834 0
19.1981,1.35689,0.678445,,19.1981 0.678445 0
19.2355,1.35189,0.675945,,19.2355 0.675945 0
19.2532,1.3497,0.67485,,19.2532 0.67485 0
19.2732,1.34679,0.673395,,19.2732 0.673395 0
19.2974,1.34335,0.671675,,19.2974 0.671675 0
19.2978,1.34328,0.67164,,19.2978 0.67164 0
19.307,1.34167,0.670835,,19.307 0.670835 0
19.3473,1.33421,0.667105,,19.3473 0.667105 0
19.3502,1.33371,0.666855,,19.3502 0.666855 0
19.3529,1.3332,0.6666,,19.3529 0.6666 0
19.4048,1.32367,0.661835,,19.4048 0.661835 0
19.4648,1.31804,0.65902,,19.4648 0.65902 0
19.4678,1.3175,0.65875,,19.4678 0.65875 0
19.4882,1.3136,0.6568,,19.4882 0.6568 0
19.5006,1.31095,0.655475,,19.5006 0.655475 0
19.5971,1.29854,0.64927,,19.5971 0.64927 0
19.6339,1.29948,0.64974,,19.6339 0.64974 0
19.635,1.2995,0.64975,,19.635 0.64975 0
19.6644,1.29832,0.64916,,19.6644 0.64916 0
19.6733,1.29781,0.648905,,19.6733 0.648905 0
19.7151,1.29269,0.646345,,19.7151 0.646345 0
19.7998,1.28715,0.643575,,19.7998 0.643575 0
19.8063,1.28726,0.64363,,19.8063 0.64363 0
19.8464,1.28739,0.643695,,19.8464 0.643695 0
19.8513,1.28717,0.643585,,19.8513 0.643585 0
19.8534,1.28702,0.64351,,19.8534 0.64351 0
19.8799,1.28406,0.64203,,19.8799 0.64203 0
19.9042,1.28155,0.640775,,19.9042 0.640775 0
19.9272,1.27913,0.639565,,19.9272 0.639565 0
19.9548,1.27742,0.63871,,19.9548 0.63871 0
19.9817,1.27686,0.63843,,19.9817 0.63843 0
19.9924,1.27687,0.638435,,19.9924 0.638435 0
20.0108,1.27635,0.638175,,20.0108 0.638175 0
20.0625,1.27412,0.63706,,20.0625 0.63706 0
20.093,1.27341,0.636705,,20.093 0.636705 0
20.1105,1.27306,0.63653,,20.1105 0.63653 0
20.1176,1.27278,0.63639,,20.1176 0.63639 0
20.1552,1.27196,0.63598,,20.1552 0.63598 0
20.182,1.2701,0.63505,,20.182 0.63505 0
20.1916,1.26971,0.634855,,20.1916 0.634855 0
20.2438,1.26818,0.63409,,20.2438 0.63409 0
20.2523,1.26844,0.63422,,20.2523 0.63422 0
20.2802,1.26915,0.634575,,20.2802 0.634575 0
20.2893,1.26955,0.634775,,20.2893 0.634775 0
20.2952,1.26977,0.634885,,20.2952 0.634885 0
20.2988,1.26973,0.634865,,20.2988 0.634865 0
20.3216,1.26969,0.634845,,20.3216 0.634845 0
20.4083,1.26793,0.633965,,20.4083 0.633965 0
20.4446,1.26845,0.634225,,20.4446 0.634225 0
20.448,1.26856,0.63428,,20.448 0.63428 0
20.4824,1.26969,0.634845,,20.4824 0.634845 0
20.5254,1.27289,0.636445,,20.5254 0.636445 0
20.5427,1.27463,0.637315,,20.5427 0.637315 0
20.5698,1.2747,0.63735,,20.5698 0.63735 0
20.5744,1.27458,0.63729,,20.5744 0.63729 0
20.6503,1.27144,0.63572,,20.6503 0.63572 0
20.6916,1.27489,0.637445,,20.6916 0.637445 0
20.7223,1.27899,0.639495,,20.7223 0.639495 0
20.7577,1.2786,0.6393,,20.7577 0.6393 0
20.7703,1.2786,0.6393,,20.7703 0.6393 0
20.7735,1.2786,0.6393,,20.7735 0.6393 0
20.846,1.28352,0.64176,,20.846 0.64176 0
20.861,1.28562,0.64281,,20.861 0.64281 0
20.8953,1.29052,0.64526,,20.8953 0.64526 0
20.9119,1.29144,0.64572,,20.9119 0.64572 0
20.9278,1.29233,0.646165,,20.9278 0.646165 0
20.9615,1.29351,0.646755,,20.9615 0.646755 0
20.9898,1.29577,0.647885,,20.9898 0.647885 0
21.0086,1.29745,0.648725,,21.0086 0.648725 0
21.0159,1.29776,0.64888,,21.0159 0.64888 0
21.0482,1.29941,0.649705,,21.0482 0.649705 0
21.0887,1.29895,0.649475,,21.0887 0.649475 0
21.1173,1.29854,0.64927,,21.1173 0.64927 0
21.152,1.29791,0.648955,,21.152 0.648955 0
21.1786,1.29692,0.64846,,21.1786 0.64846 0
21.218,1.29632,0.64816,,21.218 0.64816 0
21.2378,1.29652,0.64826,,21.2378 0.64826 0
21.2437,1.2963,0.64815,,21.2437 0.64815 0
21.2851,1.29386,0.64693,,21.2851 0.64693 0
21.2935,1.29363,0.646815,,21.2935 0.646815 0
21.3018,1.29339,0.646695,,21.3018 0.646695 0
21.3147,1.29299,0.646495,,21.3147 0.646495 0
21.3683,1.28882,0.64441,,21.3683 0.64441 0
21.3834,1.28719,0.643595,,21.3834 0.643595 0
21.3834,1.28718,0.64359,,21.3834 0.64359 0
21.3906,1.2862,0.6431,,21.3906 0.6431 0
21.4471,1.27961,0.639805,,21.4471 0.639805 0
21.4602,1.27734,0.63867,,21.4602 0.63867 0
21.5095,1.26607,0.633035,,21.5095 0.633035 0
21.5129,1.26559,0.632795,,21.5129 0.632795 0
21.5142,1.26547,0.632735,,21.5142 0.632735 0
21.5532,1.2584,0.6292,,21.5532 0.6292 0
21.5563,1.25783,0.628915,,21.5563 0.628915 0
21.5804,1.25331,0.626655,,21.5804 0.626655 0
21.5985,1.25015,0.625075,,21.5985 0.625075 0
21.6113,1.24776,0.62388,,21.6113 0.62388 0
21.6883,1.2357,0.61785,,21.6883 0.61785 0
21.6912,1.23552,0.61776,,21.6912 0.61776 0
21.7154,1.23177,0.615885,,21.7154 0.615885 0
21.731,1.22922,0.61461,,21.731 0.61461 0
21.8143,1.21431,0.607155,,21.8143 0.607155 0
21.869,1.20707,0.603535,,21.869 0.603535 0
21.8779,1.20579,0.602895,,21.8779 0.602895 0
21.9175,1.19974,0.59987,,21.9175 0.59987 0
21.9231,1.19893,0.599465,,21.9231 0.599465 0
21.9684,1.19252,0.59626,,21.9684 0.59626 0
22.007,1.18995,0.594975,,22.007 0.594975 0
22.0756,1.19082,0.59541,,22.0756 0.59541 0
22.0886,1.19184,0.59592,,22.0886 0.59592 0
22.0951,1.19238,0.59619,,22.0951 0.59619 0
22.1128,1.19322,0.59661,,22.1128 0.59661 0
22.1329,1.19401,0.597005,,22.1329 0.597005 0
22.1501,1.19371,0.596855,,22.1501 0.596855 0
22.1957,1.19376,0.59688,,22.1957 0.59688 0
22.2009,1.19372,0.59686,,22.2009 0.59686 0
22.2021,1.19365,0.596825,,22.2021 0.596825 0
22.2308,1.19207,0.596035,,22.2308 0.596035 0
22.2439,1.19129,0.595645,,22.2439 0.595645 0
22.2812,1.18963,0.594815,,22.2812 0.594815 0
22.2818,1.18964,0.59482,,22.2818 0.59482 0
22.3049,1.18939,0.594695,,22.3049 0.594695 0
22.3228,1.18982,0.59491,,22.3228 0.59491 0
22.3461,1.19036,0.59518,,22.3461 0.59518 0
22.3678,1.18941,0.594705,,22.3678 0.594705 0
22.3835,1.18799,0.593995,,22.3835 0.593995 0
22.4053,1.18638,0.59319,,22.4053 0.59319 0
22.451,1.18479,0.592395,,22.451 0.592395 0
22.4523,1.18479,0.592395,,22.4523 0.592395 0
22.47,1.18457,0.592285,,22.47 0.592285 0
22.5101,1.1853,0.59265,,22.5101 0.59265 0
22.5217,1.18576,0.59288,,22.5217 0.59288 0
22.526,1.1858,0.5929,,22.526 0.5929 0
22.5409,1.18577,0.592885,,22.5409 0.592885 0
22.5588,1.18575,0.592875,,22.5588 0.592875 0
22.5954,1.18334,0.59167,,22.5954 0.59167 0
22.5955,1.18334,0.59167,,22.5955 0.59167 0
22.596,1.1833,0.59165,,22.596 0.59165 0
22.616,1.18137,0.590685,,22.616 0.590685 0
22.655,1.17899,0.589495,,22.655 0.589495 0
22.655,1.17899,0.589495,,22.655 0.589495 0
22.6575,1.17899,0.589495,,22.6575 0.589495 0
22.7093,1.17818,0.58909,,22.7093 0.58909 0
22.7229,1.17871,0.589355,,22.7229 0.589355 0
22.7443,1.178,0.589,,22.7443 0.589 0
22.7474,1.1779,0.58895,,22.7474 0.58895 0
22.7539,1.17769,0.588845,,22.7539 0.588845 0
22.7709,1.1769,0.58845,,22.7709 0.58845 0
22.7999,1.17405,0.587025,,22.7999 0.587025 0
22.8806,1.17017,0.585085,,22.8806 0.585085 0
22.9004,1.17007,0.585035,,22.9004 0.585035 0
22.944,1.17137,0.585685,,22.944 0.585685 0
22.9442,1.17137,0.585685,,22.9442 0.585685 0
22.9546,1.17136,0.58568,,22.9546 0.58568 0
22.9676,1.17179,0.585895,,22.9676 0.585895 0
22.9677,1.17179,0.585895,,22.9677 0.585895 0
22.9955,1.17286,0.58643,,22.9955 0.58643 0
22.9985,1.17304,0.58652,,22.9985 0.58652 0
23.0149,1.17312,0.58656,,23.0149 0.58656 0
23.0214,1.17297,0.586485,,23.0214 0.586485 0
23.0496,1.1716,0.5858,,23.0496 0.5858 0
23.0496,1.17159,0.585795,,23.0496 0.585795 0
23.054,1.17128,0.58564,,23.054 0.58564 0
23.0912,1.17033,0.585165,,23.0912 0.585165 0
23.0914,1.17034,0.58517,,23.0914 0.58517 0
23.1004,1.17069,0.585345,,23.1004 0.585345 0
23.1177,1.17051,0.585255,,23.1177 0.585255 0
23.125,1.17007,0.585035,,23.125 0.585035 0
23.1535,1.16805,0.584025,,23.1535 0.584025 0
23.1917,1.16319,0.581595,,23.1917 0.581595 0
23.2067,1.16173,0.580865,,23.2067 0.580865 0
23.212,1.16145,0.580725,,23.212 0.580725 0
23.2652,1.15732,0.57866,,23.2652 0.57866 0
23.2652,1.15732,0.57866,,23.2652 0.57866 0
23.269,1.15713,0.578565,,23.269 0.578565 0
23.2819,1.1559,0.57795,,23.2819 0.57795 0
23.3095,1.15263,0.576315,,23.3095 0.576315 0
23.3398,1.14881,0.574405,,23.3398 0.574405 0
23.3432,1.14839,0.574195,,23.3432 0.574195 0
23.3727,1.14375,0.571875,,23.3727 0.571875 0
23.3921,1.14123,0.570615,,23.3921 0.570615 0
23.4648,1.1334,0.5667,,23.4648 0.5667 0
23.4684,1.13327,0.566635,,23.4684 0.566635 0
23.4891,1.13244,0.56622,,23.4891 0.56622 0
23.5037,1.13196,0.56598,,23.5037 0.56598 0
23.548,1.12975,0.564875,,23.548 0.564875 0
23.584,1.12835,0.564175,,23.584 0.564175 0
23.5953,1.12795,0.563975,,23.5953 0.563975 0
23.5979,1.12775,0.563875,,23.5979 0.563875 0
23.6008,1.1276,0.5638,,23.6008 0.5638 0
23.619,1.12652,0.56326,,23.619 0.56326 0
23.6316,1.12516,0.56258,,23.6316 0.56258 0
23.7025,1.1263,0.56315,,23.7025 0.56315 0
23.7724,1.13231,0.566155,,23.7724 0.566155 0
23.7895,1.13386,0.56693,,23.7895 0.56693 0
23.7919,1.13423,0.567115,,23.7919 0.567115 0
23.8189,1.1383,0.56915,,23.8189 0.56915 0
23.8458,1.14088,0.57044,,23.8458 0.57044 0
23.8585,1.14219,0.571095,,23.8585 0.571095 0
23.8839,1.14349,0.571745,,23.8839 0.571745 0
23.8839,1.14349,0.571745,,23.8839 0.571745 0
23.892,1.14406,0.57203,,23.892 0.57203 0
23.8964,1.14439,0.572195,,23.8964 0.572195 0
23.9006,1.14469,0.572345,,23.9006 0.572345 0
23.9007,1.1447,0.57235,,23.9007 0.57235 0
23.9309,1.14756,0.57378,,23.9309 0.57378 0
23.9311,1.14758,0.57379,,23.9311 0.57379 0
23.9466,1.14937,0.574685,,23.9466 0.574685 0
23.9466,1.14938,0.57469,,23.9466 0.57469 0
23.958,1.15063,0.575315,,23.958 0.575315 0
23.9672,1.15149,0.575745,,23.9672 0.575745 0
23.9812,1.15199,0.575995,,23.9812 0.575995 0
24.0035,1.15248,0.57624,,24.0035 0.57624 0
24.0138,1.15282,0.57641,,24.0138 0.57641 0
24.0463,1.15391,0.576955,,24.0463 0.576955 0
24.0818,1.15354,0.57677,,24.0818 0.57677 0
24.1175,1.15458,0.57729,,24.1175 0.57729 0
24.1354,1.15492,0.57746,,24.1354 0.57746 0
24.1378,1.155,0.5775,,24.1378 0.5775 0
24.162,1.15648,0.57824,,24.162 0.57824 0
24.1699,1.15697,0.578485,,24.1699 0.578485 0
24.1753,1.15725,0.578625,,24.1753 0.578625 0
24.1753,1.15725,0.578625,,24.1753 0.578625 0
24.1801,1.15748,0.57874,,24.1801 0.57874 0
24.2284,1.16098,0.58049,,24.2284 0.58049 0
24.2563,1.16397,0.581985,,24.2563 0.581985 0
24.2565,1.164,0.582,,24.2565 0.582 0
24.282,1.16849,0.584245,,24.282 0.584245 0
24.3044,1.17265,0.586325,,24.3044 0.586325 0
24.3298,1.1779,0.58895,,24.3298 0.58895 0
24.3534,1.18258,0.59129,,24.3534 0.59129 0
24.3788,1.18701,0.593505,,24.3788 0.593505 0
24.4096,1.19316,0.59658,,24.4096 0.59658 0
24.446,1.19849,0.599245,,24.446 0.599245 0
24.473,1.20281,0.601405,,24.473 0.601405 0
24.4753,1.20321,0.601605,,24.4753 0.601605 0
24.4758,1.2033,0.60165,,24.4758 0.60165 0
24.5026,1.20778,0.60389,,24.5026 0.60389 0
24.5197,1.21056,0.60528,,24.5197 0.60528 0
24.5199,1.21059,0.605295,,24.5199 0.605295 0
24.5451,1.2139,0.60695,,24.5451 0.60695 0
24.5483,1.2142,0.6071,,24.5483 0.6071 0
24.5702,1.21615,0.608075,,24.5702 0.608075 0
24.5704,1.21617,0.608085,,24.5704 0.608085 0
24.578,1.21698,0.60849,,24.578 0.60849 0
24.5841,1.21758,0.60879,,24.5841 0.60879 0
24.5935,1.21842,0.60921,,24.5935 0.60921 0
24.6038,1.21892,0.60946,,24.6038 0.60946 0
24.6313,1.2203,0.61015,,24.6313 0.61015 0
24.6515,1.22179,0.610895,,24.6515 0.610895 0
24.6668,1.22303,0.611515,,24.6668 0.611515 0
24.6669,1.22305,0.611525,,24.6669 0.611525 0
24.673,1.22392,0.61196,,24.673 0.61196 0
24.6731,1.22394,0.61197,,24.6731 0.61197 0
24.6921,1.22743,0.613715,,24.6921 0.613715 0
24.6922,1.22745,0.613725,,24.6922 0.613725 0
24.7014,1.22954,0.61477,,24.7014 0.61477 0
24.7074,1.23055,0.615275,,24.7074 0.615275 0
24.7156,1.23161,0.615805,,24.7156 0.615805 0
24.7164,1.23175,0.615875,,24.7164 0.615875 0
24.7269,1.23346,0.61673,,24.7269 0.61673 0
24.7272,1.23351,0.616755,,24.7272 0.616755 0
24.7413,1.23592,0.61796,,24.7413 0.61796 0
24.7414,1.23593,0.617965,,24.7414 0.617965 0
24.7505,1.23792,0.61896,,24.7505 0.61896 0
24.7557,1.23864,0.61932,,24.7557 0.61932 0
24.7607,1.23912,0.61956,,24.7607 0.61956 0
24.7611,1.23916,0.61958,,24.7611 0.61958 0
24.7702,1.24,0.62,,24.7702 0.62 0
24.7757,1.24038,0.62019,,24.7757 0.62019 0
24.8019,1.243,0.6215,,24.8019 0.6215 0
24.8074,1.24348,0.62174,,24.8074 0.62174 0
24.8099,1.24366,0.62183,,24.8099 0.62183 0
24.8568,1.24851,0.624255,,24.8568 0.624255 0
24.8669,1.2498,0.6249,,24.8669 0.6249 0
24.8784,1.25163,0.625815,,24.8784 0.625815 0
24.8969,1.25429,0.627145,,24.8969 0.627145 0
24.9179,1.25735,0.628675,,24.9179 0.628675 0
24.9465,1.26283,0.631415,,24.9465 0.631415 0
24.9678,1.26693,0.633465,,24.9678 0.633465 0
24.9681,1.26698,0.63349,,24.9681 0.63349 0
24.9736,1.26785,0.633925,,24.9736 0.633925 0
24.98,1.26872,0.63436,,24.98 0.63436 0
25.0056,1.27133,0.635665,,25.0056 0.635665 0
25.009,1.27169,0.635845,,25.009 0.635845 0
25.0697,1.28129,0.640645,,25.0697 0.640645 0
25.0703,1.28139,0.640695,,25.0703 0.640695 0
25.0896,1.28344,0.64172,,25.0896 0.64172 0
25.0897,1.28345,0.641725,,25.0897 0.641725 0
25.0944,1.28403,0.642015,,25.0944 0.642015 0
25.0944,1.28404,0.64202,,25.0944 0.64202 0
25.1102,1.28599,0.642995,,25.1102 0.642995 0
25.1224,1.28738,0.64369,,25.1224 0.64369 0
25.131,1.28804,0.64402,,25.131 0.64402 0
25.1348,1.28837,0.644185,,25.1348 0.644185 0
25.1671,1.29034,0.64517,,25.1671 0.64517 0
25.2029,1.29406,0.64703,,25.2029 0.64703 0
25.2196,1.29639,0.648195,,25.2196 0.648195 0
25.2574,1.30083,0.650415,,25.2574 0.650415 0
25.2891,1.30473,0.652365,,25.2891 0.652365 0
25.3162,1.31032,0.65516,,25.3162 0.65516 0
25.3218,1.31129,0.655645,,25.3218 0.655645 0
25.3239,1.31148,0.65574,,25.3239 0.65574 0
25.345,1.31313,0.656565,,25.345 0.656565 0
25.3886,1.31444,0.65722,,25.3886 0.65722 0
25.4756,1.32508,0.66254,,25.4756 0.66254 0
25.515,1.33464,0.66732,,25.515 0.66732 0
25.5168,1.33509,0.667545,,25.5168 0.667545 0
25.5254,1.33654,0.66827,,25.5254 0.66827 0
25.5255,1.33656,0.66828,,25.5255 0.66828 0
25.5404,1.33784,0.66892,,25.5404 0.66892 0
25.5765,1.34157,0.670785,,25.5765 0.670785 0
25.6782,1.35607,0.678035,,25.6782 0.678035 0
25.6857,1.35776,0.67888,,25.6857 0.67888 0
25.7221,1.36704,0.68352,,25.7221 0.68352 0
25.7538,1.37551,0.687755,,25.7538 0.687755 0
25.7611,1.37748,0.68874,,25.7611 0.68874 0
25.7776,1.38156,0.69078,,25.7776 0.69078 0
25.8097,1.38892,0.69446,,25.8097 0.69446 0
25.8349,1.39381,0.696905,,25.8349 0.696905 0
25.852,1.39722,0.69861,,25.852 0.69861 0
25.8668,1.40016,0.70008,,25.8668 0.70008 0
25.9044,1.40856,0.70428,,25.9044 0.70428 0
25.9551,1.42257,0.711285,,25.9551 0.711285 0
25.9583,1.42348,0.71174,,25.9583 0.71174 0
25.9646,1.42481,0.712405,,25.9646 0.712405 0
25.9894,1.4296,0.7148,,25.9894 0.7148 0
25.9953,1.43074,0.71537,,25.9953 0.71537 0
26.0103,1.43374,0.71687,,26.0103 0.71687 0
26.0898,1.45337,0.726685,,26.0898 0.726685 0
26.0901,1.45347,0.726735,,26.0901 0.726735 0
