"Distance","Diameter","RAS_R","RAS_A","RAS_S"
6.62081,1.77851,-2.61646,-18.7578,-1.71043
6.70327,1.76317,-2.66504,-18.7049,-1.66996
6.88393,1.75399,-2.78413,-18.6031,-1.58003
6.90157,1.75415,-2.7961,-18.5943,-1.57051
6.97611,1.75092,-2.84102,-18.5503,-1.53049
6.98022,1.75061,-2.84351,-18.5481,-1.52805
7.12351,1.74496,-2.91969,-18.4628,-1.44174
7.22248,1.74613,-2.95262,-18.4007,-1.37205
7.23193,1.74569,-2.95688,-18.3955,-1.36541
7.25128,1.74391,-2.96777,-18.3852,-1.35314
7.3527,1.73883,-3.02506,-18.3274,-1.29266
7.41386,1.7383,-3.06192,-18.296,-1.2553
7.42154,1.73789,-3.06684,-18.2925,-1.25057
7.47543,1.73504,-3.09991,-18.265,-1.21807
7.51281,1.73426,-3.12275,-18.2451,-1.1962
7.56527,1.73489,-3.15431,-18.2153,-1.16669
7.60065,1.73422,-3.17583,-18.1966,-1.14574
7.69595,1.73248,-3.23348,-18.1442,-1.0909
7.69747,1.73243,-3.23423,-18.1432,-1.08995
7.76939,1.72738,-3.27399,-18.1042,-1.04448
7.7728,1.72724,-3.27566,-18.1022,-1.04224
7.85117,1.7261,-3.31149,-18.0543,-0.99169
7.91643,1.73083,-3.35226,-18.0157,-0.958425
7.95298,1.73243,-3.37621,-17.9958,-0.939227
8.01679,1.73579,-3.41795,-17.9595,-0.907429
8.02521,1.73615,-3.42311,-17.9543,-0.903331
8.13107,1.74094,-3.48604,-17.892,-0.845275
8.22725,1.74887,-3.52402,-17.8257,-0.786842
8.24839,1.75184,-3.53227,-17.8117,-0.773306
8.25625,1.75208,-3.53527,-17.8062,-0.768651
8.25715,1.7521,-3.53556,-17.8055,-0.768157
8.3974,1.75042,-3.61304,-17.7079,-0.703721
8.53339,1.75741,-3.68461,-17.6144,-0.635667
8.55379,1.75936,-3.69722,-17.6007,-0.627306
8.58034,1.75969,-3.71207,-17.5832,-0.614095
8.65018,1.7563,-3.74581,-17.5318,-0.580848
8.67213,1.75582,-3.75625,-17.5161,-0.569614
8.69827,1.75454,-3.76872,-17.4981,-0.555418
8.77373,1.74809,-3.80525,-17.45,-0.510173
8.82442,1.74509,-3.83155,-17.4161,-0.48309
8.82554,1.74485,-3.83194,-17.4154,-0.482371
8.98223,1.72473,-3.92087,-17.3178,-0.398011
9.02851,1.71831,-3.94555,-17.2884,-0.372132
9.12918,1.7112,-3.99828,-17.22,-0.320469
9.24005,1.71119,-4.05396,-17.1476,-0.257605
9.26311,1.71016,-4.06194,-17.1308,-0.243963
9.36659,1.70492,-4.12078,-17.0642,-0.190868
9.36768,1.70485,-4.1212,-17.0635,-0.190192
9.40943,1.70145,-4.14687,-17.0381,-0.169242
9.47733,1.6914,-4.18375,-16.9967,-0.130003
9.58244,1.68033,-4.24152,-16.9274,-0.0761545
9.61363,1.67811,-4.25912,-16.9059,-0.0619638
9.72391,1.66596,-4.32401,-16.8387,-0.00335461
9.72427,1.66594,-4.32421,-16.8385,-0.00314163
9.76866,1.66303,-4.34888,-16.8127,0.0232682
9.79614,1.65952,-4.36271,-16.7953,0.0394504
9.93698,1.64238,-4.44478,-16.7078,0.113243
9.9411,1.64202,-4.44698,-16.7051,0.11535
9.97256,1.6368,-4.46183,-16.6832,0.132366
10.1455,1.63294,-4.56042,-16.5706,0.219147
10.1898,1.63382,-4.58524,-16.5412,0.24095
10.1919,1.63377,-4.5864,-16.5397,0.24189
10.3133,1.63246,-4.65511,-16.4606,0.303176
10.3387,1.63471,-4.66959,-16.4445,0.316681
10.401,1.64023,-4.70343,-16.4054,0.35134
10.4175,1.64182,-4.71198,-16.3942,0.359791
10.4497,1.64344,-4.72885,-16.3713,0.375142
10.5878,1.66086,-4.80084,-16.2793,0.448558
10.6537,1.67575,-4.83673,-16.2389,0.486484
10.7025,1.68835,-4.85952,-16.2059,0.514143
10.7143,1.69104,-4.8648,-16.1974,0.520467
10.7532,1.69717,-4.88253,-16.1714,0.543299
10.7665,1.69916,-4.88916,-16.1627,0.550892
10.8003,1.70309,-4.90597,-16.1421,0.571755
10.8523,1.70758,-4.93099,-16.1078,0.601696
10.9025,1.70932,-4.95767,-16.0787,0.632809
10.9358,1.71101,-4.9755,-16.0582,0.652075
11.0155,1.71414,-5.01455,-16.0106,0.70268
11.1084,1.70321,-5.06254,-15.9545,0.758964
11.2037,1.6967,-5.1081,-15.9005,0.823038
11.2827,1.6957,-5.14965,-15.8602,0.876715
11.3704,1.69093,-5.20046,-15.8223,0.937256
11.4327,1.68819,-5.23278,-15.788,0.978062
11.4378,1.68771,-5.23526,-15.7853,0.981634
11.4421,1.68725,-5.2377,-15.7832,0.984565
11.6257,1.68785,-5.34727,-15.7086,1.11151
11.629,1.68784,-5.34918,-15.7069,1.11365
11.6374,1.68701,-5.35406,-15.7031,1.11933
11.7905,1.6801,-5.43267,-15.6347,1.23141
11.8218,1.68113,-5.44925,-15.6234,1.25543
11.8383,1.68049,-5.45825,-15.6165,1.26751
11.8971,1.67752,-5.48863,-15.5947,1.31292
11.924,1.67615,-5.50182,-15.5841,1.33376
12.0164,1.67829,-5.55116,-15.5446,1.40119
12.0167,1.6783,-5.55134,-15.5445,1.40144
12.0372,1.67897,-5.56204,-15.5368,1.4171
12.0521,1.67813,-5.56917,-15.5317,1.42912
12.1609,1.67233,-5.6242,-15.4888,1.51257
12.2044,1.67219,-5.64747,-15.4697,1.54411
12.236,1.67062,-5.66369,-15.4575,1.56823
12.2847,1.66568,-5.68802,-15.4417,1.60735
12.3614,1.66056,-5.72723,-15.4131,1.66679
12.4021,1.65811,-5.74805,-15.4005,1.69942
12.4276,1.65565,-5.76141,-15.3914,1.71906
12.4886,1.6476,-5.79224,-15.373,1.76838
12.5209,1.645,-5.8091,-15.3626,1.79392
12.5209,1.64499,-5.8091,-15.3626,1.79393
12.5218,1.64479,-5.80948,-15.3622,1.79468
12.6614,1.61102,-5.87938,-15.3282,1.91058
12.6744,1.60967,-5.88552,-15.3239,1.92129
12.6955,1.60653,-5.89621,-15.3175,1.93829
12.8452,1.57675,-5.96864,-15.2786,2.06335
12.8969,1.56862,-5.99314,-15.2636,2.10637
13.0156,1.55309,-6.0536,-15.2359,2.20467
13.0803,1.55354,-6.08472,-15.2156,2.25759
13.1463,1.54959,-6.11503,-15.1982,2.31366
13.2056,1.54691,-6.14606,-15.183,2.36178
13.2869,1.54946,-6.18501,-15.1607,2.42956
