Distance,Diameter
15.9924,2.68446
15.9996,2.67802
16.1615,2.546
16.193,2.5173
16.1999,2.51108
16.2106,2.50146
16.2521,2.46431
16.2727,2.44624
16.3402,2.38492
16.3599,2.36701
16.4048,2.32664
16.4656,2.27183
16.4656,2.27182
16.4691,2.26867
16.5136,2.22757
16.5876,2.16065
16.5892,2.1592
16.7236,2.05152
16.7776,2.01178
16.7875,2.00442
16.822,1.97894
16.8384,1.96675
16.8634,1.94749
17.0349,1.83786
17.0455,1.83186
17.0934,1.80611
17.1483,1.77754
17.1548,1.77421
17.1826,1.75999
17.192,1.75527
17.2194,1.74204
17.2643,1.72161
17.2794,1.71487
17.3111,1.70021
17.4245,1.65902
17.4246,1.659
17.5276,1.63382
17.6328,1.61887
17.6328,1.61887
17.6332,1.61882
17.6438,1.61702
17.6864,1.61111
17.6963,1.61007
17.7398,1.60689
17.7484,1.60655
17.7503,1.60644
17.7509,1.6064
17.7643,1.60506
17.8573,1.59624
17.9132,1.59467
17.9429,1.59314
17.9666,1.59239
17.9954,1.59254
18.0345,1.59301
18.0838,1.59603
18.1398,1.60026
18.1436,1.60048
18.1575,1.60075
18.172,1.6008
18.2008,1.60104
18.2098,1.60155
18.2291,1.60281
18.2764,1.61047
18.3059,1.61478
18.3309,1.61938
18.3406,1.62141
18.3407,1.62141
18.3503,1.62272
18.3506,1.62275
18.3819,1.62683
18.3891,1.62774
18.3956,1.6286
18.3966,1.62874
18.4076,1.63004
18.4278,1.63288
18.433,1.63349
18.4471,1.63543
18.4806,1.64123
18.4981,1.64447
18.5104,1.64704
18.5241,1.64938
18.5271,1.6498
18.5715,1.65602
18.628,1.66063
18.6702,1.66542
18.7221,1.67162
18.736,1.67365
18.7952,1.68095
18.8338,1.68655
18.8559,1.68921
18.8879,1.69389
18.9041,1.69583
18.9107,1.69655
18.9402,1.69918
18.9681,1.70221
18.9681,1.70221
18.9763,1.70306
18.9763,1.70306
18.9771,1.70311
19.0016,1.70454
19.0132,1.70516
19.0376,1.70685
19.0541,1.70743
19.0895,1.70951
19.0937,1.70982
19.1007,1.71028
19.1098,1.71074
19.1215,1.71097
19.1651,1.71253
19.1796,1.71327
19.209,1.71397
19.209,1.71397
19.2227,1.71431
19.2381,1.7147
19.3302,1.72017
19.342,1.72147
19.3793,1.7262
19.399,1.72818
19.4153,1.72912
19.4499,1.73153
19.4545,1.73169
19.4983,1.7334
19.5109,1.73396
19.5735,1.73833
19.577,1.7386
19.6134,1.741
19.6169,1.7412
19.6364,1.74201
19.6365,1.74201
19.6446,1.74228
19.6446,1.74228
19.6498,1.74248
19.6622,1.7425
19.7081,1.74228
19.7113,1.74223
19.715,1.74212
19.7387,1.741
19.7534,1.74042
19.7863,1.7394
19.8338,1.74007
19.8351,1.74011
19.8404,1.74027
19.8917,1.74235
19.9202,1.74408
19.9508,1.74481
19.9527,1.74484
19.9541,1.74486
19.9774,1.74502
19.9801,1.74499
20.0292,1.74566
20.0613,1.74676
20.0917,1.74685
20.0993,1.74682
20.1091,1.74673
20.1344,1.74652
20.191,1.74904
20.2074,1.75035
20.22,1.75131
20.2669,1.75393
20.3007,1.75716
20.3435,1.7627
20.3496,1.76358
20.3499,1.76361
20.3578,1.76428
20.3814,1.76602
20.4022,1.76783
20.4161,1.76884
20.4303,1.76968
20.4534,1.7712
20.4714,1.77208
20.4718,1.7721
20.5192,1.77451
20.5201,1.7746
20.5632,1.77871
20.5632,1.77871
20.5649,1.77881
20.565,1.77882
20.5921,1.78042
20.5924,1.78044
20.6474,1.78535
20.7027,1.79371
20.7027,1.79371
20.7041,1.79392
20.7373,1.79901
20.7553,1.80148
20.7553,1.80149
20.7606,1.80215
20.776,1.80316
20.8356,1.80745
20.9103,1.81862
20.9352,1.82289
21.0036,1.83702
21.0197,1.841
21.0751,1.85217
21.0977,1.85796
21.1026,1.8589
21.1068,1.85966
21.1243,1.86303
21.1691,1.87287
21.2308,1.88726
21.2808,1.90097
21.3552,1.92647
21.3655,1.9301
21.3669,1.9306
21.4529,1.96452
21.453,1.96456
21.4722,1.97353
21.4811,1.97744
21.49,1.98099
21.5308,1.99642
21.55,2.00422
21.6036,2.02643
21.6893,2.06845
21.7009,2.07449
21.7311,2.09055
21.7564,2.10435
21.7715,2.11178
21.8189,2.13453
21.8571,2.15456
21.9606,2.21482
21.9749,2.22372
22.0219,2.25385
22.0222,2.25407
22.0611,2.27802
22.0687,2.28244
22.1026,2.30321
22.11,2.30776
22.1447,2.32896
22.1456,2.32954
22.2396,2.39122
22.2397,2.39131
22.25,2.39828
22.2502,2.39842
22.263,2.40709
22.3242,2.44729
22.3793,2.48294
22.3796,2.48315
22.3908,2.49041
22.4392,2.52207
22.4395,2.52225
22.4567,2.53335
22.4575,2.53388
22.5239,2.57758
22.6148,2.64257
22.617,2.64421
22.6852,2.69337
22.7267,2.72306
22.7763,2.75644
22.7886,2.76417
22.8079,2.77627
22.8397,2.79604
22.919,2.84769
22.927,2.8531
22.9841,2.88991
