Distance,Diameter,Radius,FFR,Text File Input
14.7358,1.70678,0.85339,,14.7358 0.85339 0
14.7393,1.70693,0.853465,,14.7393 0.853465 0
14.7443,1.70696,0.85348,,14.7443 0.85348 0
14.7557,1.7069,0.85345,,14.7557 0.85345 0
14.8081,1.7063,0.85315,,14.8081 0.85315 0
14.8164,1.7064,0.8532,,14.8164 0.8532 0
14.8259,1.70634,0.85317,,14.8259 0.85317 0
14.8382,1.70592,0.85296,,14.8382 0.85296 0
14.8537,1.70534,0.85267,,14.8537 0.85267 0
14.8832,1.70432,0.85216,,14.8832 0.85216 0
14.9165,1.70229,0.851145,,14.9165 0.851145 0
14.9801,1.70062,0.85031,,14.9801 0.85031 0
14.9834,1.70064,0.85032,,14.9834 0.85032 0
15.0325,1.69921,0.849605,,15.0325 0.849605 0
15.0402,1.69909,0.849545,,15.0402 0.849545 0
15.0599,1.69793,0.848965,,15.0599 0.848965 0
15.0877,1.69624,0.84812,,15.0877 0.84812 0
15.0986,1.69548,0.84774,,15.0986 0.84774 0
15.1444,1.69285,0.846425,,15.1444 0.846425 0
15.2248,1.69085,0.845425,,15.2248 0.845425 0
15.243,1.69039,0.845195,,15.243 0.845195 0
15.2653,1.68867,0.844335,,15.2653 0.844335 0
15.2718,1.68809,0.844045,,15.2718 0.844045 0
15.2759,1.68767,0.843835,,15.2759 0.843835 0
15.3107,1.68329,0.841645,,15.3107 0.841645 0
15.3883,1.67608,0.83804,,15.3883 0.83804 0
15.422,1.67335,0.836675,,15.422 0.836675 0
15.4228,1.67327,0.836635,,15.4228 0.836635 0
15.4497,1.67091,0.835455,,15.4497 0.835455 0
15.4855,1.66717,0.833585,,15.4855 0.833585 0
15.4964,1.66587,0.832935,,15.4964 0.832935 0
15.5281,1.66109,0.830545,,15.5281 0.830545 0
15.606,1.65267,0.826335,,15.606 0.826335 0
15.6308,1.65125,0.825625,,15.6308 0.825625 0
15.6554,1.64941,0.824705,,15.6554 0.824705 0
15.6558,1.64939,0.824695,,15.6558 0.824695 0
15.6727,1.64856,0.82428,,15.6727 0.82428 0
15.7038,1.64698,0.82349,,15.7038 0.82349 0
15.7245,1.64475,0.822375,,15.7245 0.822375 0
15.7746,1.64018,0.82009,,15.7746 0.82009 0
15.7979,1.63671,0.818355,,15.7979 0.818355 0
15.8467,1.63006,0.81503,,15.8467 0.81503 0
15.9044,1.61976,0.80988,,15.9044 0.80988 0
15.9272,1.61464,0.80732,,15.9272 0.80732 0
15.939,1.61187,0.805935,,15.939 0.805935 0
15.9828,1.60188,0.80094,,15.9828 0.80094 0
16.0502,1.58964,0.79482,,16.0502 0.79482 0
16.0504,1.58962,0.79481,,16.0504 0.79481 0
16.0601,1.58826,0.79413,,16.0601 0.79413 0
16.0887,1.5835,0.79175,,16.0887 0.79175 0
16.1147,1.57889,0.789445,,16.1147 0.789445 0
16.1704,1.56602,0.78301,,16.1704 0.78301 0
16.1704,1.56602,0.78301,,16.1704 0.78301 0
16.1711,1.56588,0.78294,,16.1711 0.78294 0
16.2056,1.55785,0.778925,,16.2056 0.778925 0
16.27,1.54629,0.773145,,16.27 0.773145 0
16.2911,1.54337,0.771685,,16.2911 0.771685 0
16.3251,1.53871,0.769355,,16.3251 0.769355 0
16.3291,1.53812,0.76906,,16.3291 0.76906 0
16.3329,1.5375,0.76875,,16.3329 0.76875 0
16.3442,1.53566,0.76783,,16.3442 0.76783 0
16.3907,1.52673,0.763365,,16.3907 0.763365 0
16.4395,1.51723,0.758615,,16.4395 0.758615 0
16.5018,1.50974,0.75487,,16.5018 0.75487 0
16.5116,1.50881,0.754405,,16.5116 0.754405 0
16.521,1.50767,0.753835,,16.521 0.753835 0
16.5421,1.50453,0.752265,,16.5421 0.752265 0
16.5759,1.49962,0.74981,,16.5759 0.74981 0
16.5799,1.499,0.7495,,16.5799 0.7495 0
16.5952,1.49635,0.748175,,16.5952 0.748175 0
16.6302,1.49067,0.745335,,16.6302 0.745335 0
16.6303,1.49064,0.74532,,16.6303 0.74532 0
16.6771,1.48243,0.741215,,16.6771 0.741215 0
16.6889,1.48064,0.74032,,16.6889 0.74032 0
16.6972,1.4794,0.7397,,16.6972 0.7397 0
16.7256,1.47611,0.738055,,16.7256 0.738055 0
16.7476,1.47391,0.736955,,16.7476 0.736955 0
16.7619,1.47263,0.736315,,16.7619 0.736315 0
16.8067,1.46952,0.73476,,16.8067 0.73476 0
16.8208,1.46884,0.73442,,16.8208 0.73442 0
16.8394,1.46812,0.73406,,16.8394 0.73406 0
16.8665,1.467,0.7335,,16.8665 0.7335 0
16.8867,1.46659,0.733295,,16.8867 0.733295 0
16.8984,1.46624,0.73312,,16.8984 0.73312 0
16.903,1.46611,0.733055,,16.903 0.733055 0
16.9399,1.46396,0.73198,,16.9399 0.73198 0
16.978,1.46095,0.730475,,16.978 0.730475 0
17.0085,1.46002,0.73001,,17.0085 0.73001 0
17.0113,1.46003,0.730015,,17.0113 0.730015 0
17.0911,1.46361,0.731805,,17.0911 0.731805 0
17.1014,1.4646,0.7323,,17.1014 0.7323 0
17.1015,1.4646,0.7323,,17.1015 0.7323 0
17.1038,1.46476,0.73238,,17.1038 0.73238 0
17.1064,1.46487,0.732435,,17.1064 0.732435 0
17.138,1.4658,0.7329,,17.138 0.7329 0
17.1396,1.46583,0.732915,,17.1396 0.732915 0
17.1625,1.466,0.733,,17.1625 0.733 0
17.1768,1.46631,0.733155,,17.1768 0.733155 0
17.1772,1.46631,0.733155,,17.1772 0.733155 0
17.2148,1.46669,0.733345,,17.2148 0.733345 0
17.233,1.46703,0.733515,,17.233 0.733515 0
17.2455,1.46736,0.73368,,17.2455 0.73368 0
17.2668,1.46808,0.73404,,17.2668 0.73404 0
17.2802,1.46845,0.734225,,17.2802 0.734225 0
17.3363,1.47199,0.735995,,17.3363 0.735995 0
17.3398,1.47223,0.736115,,17.3398 0.736115 0
17.3711,1.47423,0.737115,,17.3711 0.737115 0
17.3789,1.47494,0.73747,,17.3789 0.73747 0
17.3943,1.47629,0.738145,,17.3943 0.738145 0
17.397,1.47641,0.738205,,17.397 0.738205 0
17.4393,1.47908,0.73954,,17.4393 0.73954 0
17.4812,1.48173,0.740865,,17.4812 0.740865 0
17.4939,1.48094,0.74047,,17.4939 0.74047 0
17.5152,1.47927,0.739635,,17.5152 0.739635 0
17.5153,1.47926,0.73963,,17.5153 0.73963 0
17.5243,1.47851,0.739255,,17.5243 0.739255 0
17.5516,1.47522,0.73761,,17.5516 0.73761 0
17.5846,1.47101,0.735505,,17.5846 0.735505 0
17.6178,1.46643,0.733215,,17.6178 0.733215 0
17.6593,1.46242,0.73121,,17.6593 0.73121 0
17.6608,1.46229,0.731145,,17.6608 0.731145 0
17.6717,1.46114,0.73057,,17.6717 0.73057 0
17.6733,1.46089,0.730445,,17.6733 0.730445 0
17.7093,1.45465,0.727325,,17.7093 0.727325 0
17.7442,1.44998,0.72499,,17.7442 0.72499 0
17.7983,1.44488,0.72244,,17.7983 0.72244 0
17.8069,1.44437,0.722185,,17.8069 0.722185 0
17.8073,1.44433,0.722165,,17.8073 0.722165 0
17.8185,1.44287,0.721435,,17.8185 0.721435 0
17.8436,1.43986,0.71993,,17.8436 0.71993 0
17.8578,1.43759,0.718795,,17.8578 0.718795 0
17.8698,1.43564,0.71782,,17.8698 0.71782 0
17.8698,1.43564,0.71782,,17.8698 0.71782 0
17.8719,1.43523,0.717615,,17.8719 0.717615 0
17.9027,1.42869,0.714345,,17.9027 0.714345 0
17.9952,1.4193,0.70965,,17.9952 0.70965 0
17.9953,1.4193,0.70965,,17.9953 0.70965 0
18.0098,1.41903,0.709515,,18.0098 0.709515 0
18.0429,1.41863,0.709315,,18.0429 0.709315 0
18.0608,1.41718,0.70859,,18.0608 0.70859 0
18.0635,1.41691,0.708455,,18.0635 0.708455 0
18.0744,1.41577,0.707885,,18.0744 0.707885 0
18.0975,1.41286,0.70643,,18.0975 0.70643 0
18.1322,1.40901,0.704505,,18.1322 0.704505 0
18.15,1.40738,0.70369,,18.15 0.70369 0
18.1607,1.40634,0.70317,,18.1607 0.70317 0
18.1897,1.40423,0.702115,,18.1897 0.702115 0
18.2201,1.40149,0.700745,,18.2201 0.700745 0
18.2305,1.40035,0.700175,,18.2305 0.700175 0
18.2542,1.39637,0.698185,,18.2542 0.698185 0
18.3146,1.38143,0.690715,,18.3146 0.690715 0
18.3271,1.37822,0.68911,,18.3271 0.68911 0
18.4478,1.35748,0.67874,,18.4478 0.67874 0
18.4731,1.35561,0.677805,,18.4731 0.677805 0
18.5193,1.35106,0.67553,,18.5193 0.67553 0
18.5475,1.34985,0.674925,,18.5475 0.674925 0
18.5971,1.3472,0.6736,,18.5971 0.6736 0
18.613,1.34644,0.67322,,18.613 0.67322 0
18.6404,1.34296,0.67148,,18.6404 0.67148 0
18.6437,1.34248,0.67124,,18.6437 0.67124 0
18.6798,1.33683,0.668415,,18.6798 0.668415 0
18.7249,1.33215,0.666075,,18.7249 0.666075 0
18.7359,1.33134,0.66567,,18.7359 0.66567 0
18.7494,1.32985,0.664925,,18.7494 0.664925 0
18.7548,1.3289,0.66445,,18.7548 0.66445 0
18.7936,1.32353,0.661765,,18.7936 0.661765 0
18.7936,1.32353,0.661765,,18.7936 0.661765 0
18.8002,1.32291,0.661455,,18.8002 0.661455 0
18.8135,1.32078,0.66039,,18.8135 0.66039 0
18.8144,1.3206,0.6603,,18.8144 0.6603 0
18.8302,1.31679,0.658395,,18.8302 0.658395 0
18.8827,1.30608,0.65304,,18.8827 0.65304 0
18.892,1.30409,0.652045,,18.892 0.652045 0
18.9175,1.29921,0.649605,,18.9175 0.649605 0
18.9539,1.29261,0.646305,,18.9539 0.646305 0
18.9676,1.29011,0.645055,,18.9676 0.645055 0
18.9904,1.2859,0.64295,,18.9904 0.64295 0
19.0051,1.28361,0.641805,,19.0051 0.641805 0
19.0233,1.28069,0.640345,,19.0233 0.640345 0
19.0899,1.27372,0.63686,,19.0899 0.63686 0
19.1135,1.2694,0.6347,,19.1135 0.6347 0
19.1692,1.26091,0.630455,,19.1692 0.630455 0
19.1762,1.26017,0.630085,,19.1762 0.630085 0
19.1933,1.25731,0.628655,,19.1933 0.628655 0
19.2026,1.25535,0.627675,,19.2026 0.627675 0
19.2271,1.25082,0.62541,,19.2271 0.62541 0
19.2354,1.24913,0.624565,,19.2354 0.624565 0
19.2676,1.24303,0.621515,,19.2676 0.621515 0
19.2712,1.24236,0.62118,,19.2712 0.62118 0
19.2912,1.23854,0.61927,,19.2912 0.61927 0
19.297,1.23744,0.61872,,19.297 0.61872 0
19.3131,1.23402,0.61701,,19.3131 0.61701 0
19.3287,1.22997,0.614985,,19.3287 0.614985 0
19.4136,1.21843,0.609215,,19.4136 0.609215 0
19.4308,1.21861,0.609305,,19.4308 0.609305 0
19.4472,1.21708,0.60854,,19.4472 0.60854 0
19.4681,1.21559,0.607795,,19.4681 0.607795 0
19.4682,1.21559,0.607795,,19.4682 0.607795 0
19.4716,1.21539,0.607695,,19.4716 0.607695 0
19.4843,1.21434,0.60717,,19.4843 0.60717 0
19.5085,1.21119,0.605595,,19.5085 0.605595 0
19.5197,1.21008,0.60504,,19.5197 0.60504 0
19.5198,1.21007,0.605035,,19.5198 0.605035 0
19.5206,1.20996,0.60498,,19.5206 0.60498 0
19.561,1.20582,0.60291,,19.561 0.60291 0
19.6012,1.20433,0.602165,,19.6012 0.602165 0
19.613,1.20418,0.60209,,19.613 0.60209 0
19.6131,1.20418,0.60209,,19.6131 0.60209 0
19.62,1.20385,0.601925,,19.62 0.601925 0
19.6216,1.20377,0.601885,,19.6216 0.601885 0
19.6651,1.2035,0.60175,,19.6651 0.60175 0
19.6773,1.20318,0.60159,,19.6773 0.60159 0
19.6896,1.20287,0.601435,,19.6896 0.601435 0
19.7012,1.20182,0.60091,,19.7012 0.60091 0
19.7224,1.19935,0.599675,,19.7224 0.599675 0
19.7475,1.19742,0.59871,,19.7475 0.59871 0
19.7552,1.19672,0.59836,,19.7552 0.59836 0
19.7905,1.1937,0.59685,,19.7905 0.59685 0
19.7936,1.19342,0.59671,,19.7936 0.59671 0
19.8461,1.19,0.595,,19.8461 0.595 0
19.8803,1.18998,0.59499,,19.8803 0.59499 0
19.9113,1.18983,0.594915,,19.9113 0.594915 0
19.9529,1.18819,0.594095,,19.9529 0.594095 0
19.954,1.18817,0.594085,,19.954 0.594085 0
19.9887,1.18749,0.593745,,19.9887 0.593745 0
20.006,1.18761,0.593805,,20.006 0.593805 0
20.0218,1.18758,0.59379,,20.0218 0.59379 0
20.0337,1.18754,0.59377,,20.0337 0.59377 0
20.0538,1.18742,0.59371,,20.0538 0.59371 0
20.058,1.18734,0.59367,,20.058 0.59367 0
20.0629,1.18724,0.59362,,20.0629 0.59362 0
20.1047,1.18583,0.592915,,20.1047 0.592915 0
20.1417,1.18566,0.59283,,20.1417 0.59283 0
20.1494,1.18575,0.592875,,20.1494 0.592875 0
20.1581,1.18571,0.592855,,20.1581 0.592855 0
20.1686,1.18531,0.592655,,20.1686 0.592655 0
20.1952,1.18469,0.592345,,20.1952 0.592345 0
20.2018,1.18437,0.592185,,20.2018 0.592185 0
20.2041,1.18418,0.59209,,20.2041 0.59209 0
20.2268,1.1811,0.59055,,20.2268 0.59055 0
20.269,1.17674,0.58837,,20.269 0.58837 0
20.2694,1.17673,0.588365,,20.2694 0.588365 0
20.3019,1.17559,0.587795,,20.3019 0.587795 0
20.3373,1.17478,0.58739,,20.3373 0.58739 0
20.3848,1.17904,0.58952,,20.3848 0.58952 0
20.3959,1.18011,0.590055,,20.3959 0.590055 0
20.4009,1.18036,0.59018,,20.4009 0.59018 0
20.4401,1.18335,0.591675,,20.4401 0.591675 0
20.4445,1.18378,0.59189,,20.4445 0.59189 0
20.4493,1.1842,0.5921,,20.4493 0.5921 0
20.4627,1.18531,0.592655,,20.4627 0.592655 0
20.4916,1.18759,0.593795,,20.4916 0.593795 0
20.5218,1.19061,0.595305,,20.5218 0.595305 0
20.5413,1.19312,0.59656,,20.5413 0.59656 0
20.5644,1.19708,0.59854,,20.5644 0.59854 0
20.5645,1.19709,0.598545,,20.5645 0.598545 0
20.5727,1.19844,0.59922,,20.5727 0.59922 0
20.588,1.20037,0.600185,,20.588 0.600185 0
20.5941,1.2006,0.6003,,20.5941 0.6003 0
20.6182,1.20152,0.60076,,20.6182 0.60076 0
20.6592,1.2033,0.60165,,20.6592 0.60165 0
20.6595,1.20334,0.60167,,20.6595 0.60167 0
20.6949,1.20553,0.602765,,20.6949 0.602765 0
20.7041,1.2062,0.6031,,20.7041 0.6031 0
20.7043,1.2062,0.6031,,20.7043 0.6031 0
20.7216,1.20722,0.60361,,20.7216 0.60361 0
20.7326,1.20769,0.603845,,20.7326 0.603845 0
20.7328,1.2077,0.60385,,20.7328 0.60385 0
20.7518,1.20778,0.60389,,20.7518 0.60389 0
20.7717,1.20797,0.603985,,20.7717 0.603985 0
20.7925,1.20909,0.604545,,20.7925 0.604545 0
20.8011,1.20949,0.604745,,20.8011 0.604745 0
20.8135,1.20964,0.60482,,20.8135 0.60482 0
20.8167,1.20961,0.604805,,20.8167 0.604805 0
20.8201,1.20938,0.60469,,20.8201 0.60469 0
20.8351,1.20824,0.60412,,20.8351 0.60412 0
20.9204,1.2066,0.6033,,20.9204 0.6033 0
20.9338,1.20672,0.60336,,20.9338 0.60336 0
20.9559,1.20647,0.603235,,20.9559 0.603235 0
20.9744,1.20585,0.602925,,20.9744 0.602925 0
20.9928,1.20531,0.602655,,20.9928 0.602655 0
20.9948,1.20496,0.60248,,20.9948 0.60248 0
21.017,1.20094,0.60047,,21.017 0.60047 0
21.1271,1.19946,0.59973,,21.1271 0.59973 0
21.1562,1.20363,0.601815,,21.1562 0.601815 0
21.1629,1.20467,0.602335,,21.1629 0.602335 0
21.1634,1.2047,0.60235,,21.1634 0.60235 0
21.1869,1.20639,0.603195,,21.1869 0.603195 0
21.1913,1.20659,0.603295,,21.1913 0.603295 0
21.2282,1.20672,0.60336,,21.2282 0.60336 0
21.2343,1.20707,0.603535,,21.2343 0.603535 0
21.2655,1.20863,0.604315,,21.2655 0.604315 0
21.2926,1.21061,0.605305,,21.2926 0.605305 0
21.2926,1.21062,0.60531,,21.2926 0.60531 0
21.3133,1.21262,0.60631,,21.3133 0.60631 0
21.3205,1.21286,0.60643,,21.3205 0.60643 0
21.3509,1.21322,0.60661,,21.3509 0.60661 0
21.3652,1.21316,0.60658,,21.3652 0.60658 0
21.3877,1.21303,0.606515,,21.3877 0.606515 0
21.4026,1.21314,0.60657,,21.4026 0.60657 0
21.436,1.21345,0.606725,,21.436 0.606725 0
21.4418,1.21352,0.60676,,21.4418 0.60676 0
21.4522,1.21338,0.60669,,21.4522 0.60669 0
21.4759,1.21328,0.60664,,21.4759 0.60664 0
21.4975,1.2136,0.6068,,21.4975 0.6068 0
21.5055,1.21362,0.60681,,21.5055 0.60681 0
21.5074,1.21365,0.606825,,21.5074 0.606825 0
21.5295,1.2145,0.60725,,21.5295 0.60725 0
21.5679,1.21841,0.609205,,21.5679 0.609205 0
21.5684,1.21849,0.609245,,21.5684 0.609245 0
21.5956,1.22001,0.610005,,21.5956 0.610005 0
21.6099,1.22125,0.610625,,21.6099 0.610625 0
21.6204,1.2221,0.61105,,21.6204 0.61105 0
21.6436,1.2238,0.6119,,21.6436 0.6119 0
21.6485,1.22424,0.61212,,21.6485 0.61212 0
21.652,1.22454,0.61227,,21.652 0.61227 0
21.6788,1.22511,0.612555,,21.6788 0.612555 0
21.69,1.22527,0.612635,,21.69 0.612635 0
21.7045,1.22544,0.61272,,21.7045 0.61272 0
21.7206,1.22551,0.612755,,21.7206 0.612755 0
21.7253,1.22538,0.61269,,21.7253 0.61269 0
21.7496,1.22569,0.612845,,21.7496 0.612845 0
21.7855,1.22706,0.61353,,21.7855 0.61353 0
21.8004,1.22803,0.614015,,21.8004 0.614015 0
21.8005,1.22804,0.61402,,21.8005 0.61402 0
21.8277,1.23032,0.61516,,21.8277 0.61516 0
21.8341,1.23105,0.615525,,21.8341 0.615525 0
21.8585,1.23121,0.615605,,21.8585 0.615605 0
21.9368,1.22495,0.612475,,21.9368 0.612475 0
21.968,1.22558,0.61279,,21.968 0.61279 0
21.9959,1.22649,0.613245,,21.9959 0.613245 0
22.0211,1.22609,0.613045,,22.0211 0.613045 0
22.0233,1.22604,0.61302,,22.0233 0.61302 0
22.0375,1.22475,0.612375,,22.0375 0.612375 0
22.0524,1.22313,0.611565,,22.0524 0.611565 0
22.0797,1.22019,0.610095,,22.0797 0.610095 0
22.1069,1.21706,0.60853,,22.1069 0.60853 0
22.1077,1.21695,0.608475,,22.1077 0.608475 0
22.1397,1.21188,0.60594,,22.1397 0.60594 0
22.1435,1.21125,0.605625,,22.1435 0.605625 0
22.1436,1.21124,0.60562,,22.1436 0.60562 0
22.1812,1.20495,0.602475,,22.1812 0.602475 0
22.1932,1.20288,0.60144,,22.1932 0.60144 0
22.2512,1.19398,0.59699,,22.2512 0.59699 0
22.2738,1.19166,0.59583,,22.2738 0.59583 0
22.3021,1.1893,0.59465,,22.3021 0.59465 0
22.3024,1.18927,0.594635,,22.3024 0.594635 0
22.3405,1.18524,0.59262,,22.3405 0.59262 0
22.3865,1.18213,0.591065,,22.3865 0.591065 0
22.4008,1.18155,0.590775,,22.4008 0.590775 0
22.4182,1.18076,0.59038,,22.4182 0.59038 0
22.4189,1.18072,0.59036,,22.4189 0.59036 0
22.4396,1.17931,0.589655,,22.4396 0.589655 0
22.4561,1.17836,0.58918,,22.4561 0.58918 0
22.4577,1.17824,0.58912,,22.4577 0.58912 0
22.4843,1.17647,0.588235,,22.4843 0.588235 0
22.493,1.17584,0.58792,,22.493 0.58792 0
22.5073,1.17471,0.587355,,22.5073 0.587355 0
22.5089,1.17458,0.58729,,22.5089 0.58729 0
22.5361,1.17342,0.58671,,22.5361 0.58671 0
22.562,1.17153,0.585765,,22.562 0.585765 0
22.5819,1.17067,0.585335,,22.5819 0.585335 0
22.5819,1.17067,0.585335,,22.5819 0.585335 0
22.586,1.17042,0.58521,,22.586 0.58521 0
22.611,1.16815,0.584075,,22.611 0.584075 0
22.611,1.16815,0.584075,,22.611 0.584075 0
22.614,1.16781,0.583905,,22.614 0.583905 0
22.6538,1.16436,0.58218,,22.6538 0.58218 0
22.6538,1.16436,0.58218,,22.6538 0.58218 0
22.6545,1.16434,0.58217,,22.6545 0.58217 0
22.687,1.16274,0.58137,,22.687 0.58137 0
22.6936,1.16246,0.58123,,22.6936 0.58123 0
22.7234,1.16153,0.580765,,22.7234 0.580765 0
22.7279,1.16124,0.58062,,22.7279 0.58062 0
22.7749,1.15793,0.578965,,22.7749 0.578965 0
22.7759,1.15784,0.57892,,22.7759 0.57892 0
22.8246,1.15502,0.57751,,22.8246 0.57751 0
22.8486,1.1545,0.57725,,22.8486 0.57725 0
22.8489,1.1545,0.57725,,22.8489 0.57725 0
22.8593,1.15433,0.577165,,22.8593 0.577165 0
22.8832,1.1543,0.57715,,22.8832 0.57715 0
22.9007,1.15459,0.577295,,22.9007 0.577295 0
22.9043,1.15462,0.57731,,22.9043 0.57731 0
22.9043,1.15462,0.57731,,22.9043 0.57731 0
22.9054,1.15459,0.577295,,22.9054 0.577295 0
22.9316,1.1535,0.57675,,22.9316 0.57675 0
23.0152,1.15442,0.57721,,23.0152 0.57721 0
23.0183,1.1547,0.57735,,23.0183 0.57735 0
23.0411,1.15627,0.578135,,23.0411 0.578135 0
23.0645,1.15873,0.579365,,23.0645 0.579365 0
23.0736,1.15895,0.579475,,23.0736 0.579475 0
23.1317,1.15942,0.57971,,23.1317 0.57971 0
23.1347,1.15962,0.57981,,23.1347 0.57981 0
23.1667,1.16128,0.58064,,23.1667 0.58064 0
23.1803,1.16222,0.58111,,23.1803 0.58111 0
23.1847,1.1626,0.5813,,23.1847 0.5813 0
23.2084,1.16443,0.582215,,23.2084 0.582215 0
23.2254,1.16566,0.58283,,23.2254 0.58283 0
23.2312,1.16604,0.58302,,23.2312 0.58302 0
23.2413,1.16662,0.58331,,23.2413 0.58331 0
23.2823,1.17066,0.58533,,23.2823 0.58533 0
23.328,1.17702,0.58851,,23.328 0.58851 0
23.3353,1.17794,0.58897,,23.3353 0.58897 0
23.3719,1.18381,0.591905,,23.3719 0.591905 0
23.3772,1.18462,0.59231,,23.3772 0.59231 0
23.3779,1.1847,0.59235,,23.3779 0.59235 0
23.4175,1.19052,0.59526,,23.4175 0.59526 0
23.4269,1.1918,0.5959,,23.4269 0.5959 0
23.4582,1.19655,0.598275,,23.4582 0.598275 0
23.4584,1.19658,0.59829,,23.4584 0.59829 0
23.4791,1.19755,0.598775,,23.4791 0.598775 0
23.4848,1.1978,0.5989,,23.4848 0.5989 0
23.4975,1.19718,0.59859,,23.4975 0.59859 0
23.5079,1.19651,0.598255,,23.5079 0.598255 0
23.5139,1.19612,0.59806,,23.5139 0.59806 0
23.5542,1.19388,0.59694,,23.5542 0.59694 0
23.5943,1.19459,0.597295,,23.5943 0.597295 0
23.5946,1.1946,0.5973,,23.5946 0.5973 0
23.6055,1.19451,0.597255,,23.6055 0.597255 0
23.6319,1.19312,0.59656,,23.6319 0.59656 0
23.6568,1.19032,0.59516,,23.6568 0.59516 0
23.6805,1.18832,0.59416,,23.6805 0.59416 0
23.7133,1.18494,0.59247,,23.7133 0.59247 0
23.7223,1.18415,0.592075,,23.7223 0.592075 0
23.7505,1.18193,0.590965,,23.7505 0.590965 0
23.7629,1.1809,0.59045,,23.7629 0.59045 0
23.7671,1.1805,0.59025,,23.7671 0.59025 0
23.7768,1.17922,0.58961,,23.7768 0.58961 0
23.7826,1.1782,0.5891,,23.7826 0.5891 0
23.8023,1.17457,0.587285,,23.8023 0.587285 0
23.804,1.17422,0.58711,,23.804 0.58711 0
23.812,1.17243,0.586215,,23.812 0.586215 0
23.8228,1.16986,0.58493,,23.8228 0.58493 0
23.8557,1.16162,0.58081,,23.8557 0.58081 0
23.8558,1.16161,0.580805,,23.8558 0.580805 0
23.8705,1.15844,0.57922,,23.8705 0.57922 0
23.8765,1.15703,0.578515,,23.8765 0.578515 0
23.906,1.14991,0.574955,,23.906 0.574955 0
23.9402,1.1418,0.5709,,23.9402 0.5709 0
23.9796,1.13492,0.56746,,23.9796 0.56746 0
23.9995,1.13224,0.56612,,23.9995 0.56612 0
24.0143,1.13012,0.56506,,24.0143 0.56506 0
24.0241,1.12854,0.56427,,24.0241 0.56427 0
24.0322,1.127,0.5635,,24.0322 0.5635 0
24.064,1.12119,0.560595,,24.064 0.560595 0
24.0797,1.11797,0.558985,,24.0797 0.558985 0
24.0944,1.11495,0.557475,,24.0944 0.557475 0
24.1203,1.11008,0.55504,,24.1203 0.55504 0
24.1297,1.10824,0.55412,,24.1297 0.55412 0
24.1454,1.10515,0.552575,,24.1454 0.552575 0
24.1517,1.10392,0.55196,,24.1517 0.55196 0
24.1765,1.09925,0.549625,,24.1765 0.549625 0
24.2076,1.09303,0.546515,,24.2076 0.546515 0
24.2132,1.09184,0.54592,,24.2132 0.54592 0
24.2339,1.08722,0.54361,,24.2339 0.54361 0
24.2405,1.08572,0.54286,,24.2405 0.54286 0
24.2931,1.07669,0.538345,,24.2931 0.538345 0
24.3294,1.07309,0.536545,,24.3294 0.536545 0
24.3416,1.07117,0.535585,,24.3416 0.535585 0
24.3667,1.06651,0.533255,,24.3667 0.533255 0
24.3814,1.06394,0.53197,,24.3814 0.53197 0
24.3815,1.06394,0.53197,,24.3815 0.53197 0
24.3835,1.06349,0.531745,,24.3835 0.531745 0
24.4649,1.05352,0.52676,,24.4649 0.52676 0
24.4806,1.05313,0.526565,,24.4806 0.526565 0
24.5006,1.05314,0.52657,,24.5006 0.52657 0
24.5124,1.05295,0.526475,,24.5124 0.526475 0
24.5193,1.05281,0.526405,,24.5193 0.526405 0
24.5194,1.05281,0.526405,,24.5194 0.526405 0
24.5348,1.05156,0.52578,,24.5348 0.52578 0
24.5368,1.05144,0.52572,,24.5368 0.52572 0
24.5403,1.05099,0.525495,,24.5403 0.525495 0
24.5734,1.0476,0.5238,,24.5734 0.5238 0
24.5963,1.04615,0.523075,,24.5963 0.523075 0
24.6149,1.04553,0.522765,,24.6149 0.522765 0
24.6348,1.0442,0.5221,,24.6348 0.5221 0
24.6416,1.04422,0.52211,,24.6416 0.52211 0
24.6756,1.04408,0.52204,,24.6756 0.52204 0
24.704,1.04557,0.522785,,24.704 0.522785 0
24.7259,1.04708,0.52354,,24.7259 0.52354 0
24.7452,1.04875,0.524375,,24.7452 0.524375 0
24.773,1.05133,0.525665,,24.773 0.525665 0
24.7879,1.05213,0.526065,,24.7879 0.526065 0
24.8112,1.05223,0.526115,,24.8112 0.526115 0
24.8375,1.05299,0.526495,,24.8375 0.526495 0
24.8787,1.05643,0.528215,,24.8787 0.528215 0
24.8864,1.05667,0.528335,,24.8864 0.528335 0
24.9337,1.06,0.53,,24.9337 0.53 0
24.9338,1.06001,0.530005,,24.9338 0.530005 0
24.9514,1.06236,0.53118,,24.9514 0.53118 0
24.9739,1.06496,0.53248,,24.9739 0.53248 0
25.0051,1.06741,0.533705,,25.0051 0.533705 0
25.0284,1.06777,0.533885,,25.0284 0.533885 0
25.0295,1.06781,0.533905,,25.0295 0.533905 0
25.0514,1.06855,0.534275,,25.0514 0.534275 0
25.0866,1.06979,0.534895,,25.0866 0.534895 0
25.0974,1.07058,0.53529,,25.0974 0.53529 0
25.1092,1.07159,0.535795,,25.1092 0.535795 0
25.1274,1.07296,0.53648,,25.1274 0.53648 0
25.1617,1.07593,0.537965,,25.1617 0.537965 0
25.1838,1.07696,0.53848,,25.1838 0.53848 0
25.2096,1.07833,0.539165,,25.2096 0.539165 0
