Distance,Diameter,Radius,,text,,,FFR
9.67835,1.65716,0.82858,,9.67835 0.82858 0,,,
9.69885,1.66008,0.83004,,9.69885 0.83004 0,,,
9.699,1.6601,0.83005,,9.699 0.83005 0,,,
9.7087,1.66135,0.830675,,9.7087 0.830675 0,,,
9.72116,1.66306,0.83153,,9.72116 0.83153 0,,,
9.72133,1.66308,0.83154,,9.72133 0.83154 0,,,
9.74266,1.66601,0.833005,,9.74266 0.833005 0,,,
9.74272,1.66602,0.83301,,9.74272 0.83301 0,,,
9.7585,1.66829,0.834145,,9.7585 0.834145 0,,,
9.77535,1.67052,0.83526,,9.77535 0.83526 0,,,
9.7762,1.67058,0.83529,,9.7762 0.83529 0,,,
9.7856,1.67128,0.83564,,9.7856 0.83564 0,,,
9.80636,1.67274,0.83637,,9.80636 0.83637 0,,,
9.82125,1.67394,0.83697,,9.82125 0.83697 0,,,
9.83155,1.67475,0.837375,,9.83155 0.837375 0,,,
9.8468,1.6755,0.83775,,9.8468 0.83775 0,,,
9.87053,1.67712,0.83856,,9.87053 0.83856 0,,,
9.87245,1.67714,0.83857,,9.87245 0.83857 0,,,
9.87829,1.67715,0.838575,,9.87829 0.838575 0,,,
9.90399,1.67761,0.838805,,9.90399 0.838805 0,,,
9.91089,1.67768,0.83884,,9.91089 0.83884 0,,,
9.9383,1.67788,0.83894,,9.9383 0.83894 0,,,
9.97941,1.68001,0.840005,,9.97941 0.840005 0,,,
9.9996,1.68102,0.84051,,9.9996 0.84051 0,,,
10.0369,1.68359,0.841795,,10.0369 0.841795 0,,,
10.0372,1.68361,0.841805,,10.0372 0.841805 0,,,
10.0944,1.68334,0.84167,,10.0944 0.84167 0,,,
10.1179,1.6826,0.8413,,10.1179 0.8413 0,,,
10.1199,1.68253,0.841265,,10.1199 0.841265 0,,,
10.1279,1.68217,0.841085,,10.1279 0.841085 0,,,
10.1898,1.68014,0.84007,,10.1898 0.84007 0,,,
10.2343,1.68089,0.840445,,10.2343 0.840445 0,,,
10.2389,1.68094,0.84047,,10.2389 0.84047 0,,,
10.2862,1.67968,0.83984,,10.2862 0.83984 0,,,
10.3019,1.67948,0.83974,,10.3019 0.83974 0,,,
10.3621,1.68016,0.84008,,10.3621 0.84008 0,,,
10.3908,1.68158,0.84079,,10.3908 0.84079 0,,,
10.4351,1.68417,0.842085,,10.4351 0.842085 0,,,
10.4534,1.68541,0.842705,,10.4534 0.842705 0,,,
10.4583,1.68544,0.84272,,10.4583 0.84272 0,,,
10.4965,1.68506,0.84253,,10.4965 0.84253 0,,,
10.5218,1.68482,0.84241,,10.5218 0.84241 0,,,
10.5656,1.68361,0.841805,,10.5656 0.841805 0,,,
10.5758,1.68309,0.841545,,10.5758 0.841545 0,,,
10.6059,1.68018,0.84009,,10.6059 0.84009 0,,,
10.6343,1.6775,0.83875,,10.6343 0.83875 0,,,
10.649,1.67589,0.837945,,10.649 0.837945 0,,,
10.666,1.67331,0.836655,,10.666 0.836655 0,,,
10.6769,1.67131,0.835655,,10.6769 0.835655 0,,,
10.6954,1.66778,0.83389,,10.6954 0.83389 0,,,
10.7327,1.66085,0.830425,,10.7327 0.830425 0,,,
10.7511,1.65765,0.828825,,10.7511 0.828825 0,,,
10.7762,1.65081,0.825405,,10.7762 0.825405 0,,,
10.8779,1.63191,0.815955,,10.8779 0.815955 0,,,
10.8821,1.63124,0.81562,,10.8821 0.81562 0,,,
10.9156,1.62607,0.813035,,10.9156 0.813035 0,,,
10.9267,1.62388,0.81194,,10.9267 0.81194 0,,,
10.9372,1.62145,0.810725,,10.9372 0.810725 0,,,
10.9736,1.61157,0.805785,,10.9736 0.805785 0,,,
10.9789,1.61011,0.805055,,10.9789 0.805055 0,,,
10.9854,1.60769,0.803845,,10.9854 0.803845 0,,,
11.0363,1.58855,0.794275,,11.0363 0.794275 0,,,
11.0507,1.58305,0.791525,,11.0507 0.791525 0,,,
11.0998,1.56543,0.782715,,11.0998 0.782715 0,,,
11.1285,1.55651,0.778255,,11.1285 0.778255 0,,,
11.161,1.54618,0.77309,,11.161 0.77309 0,,,
11.1803,1.54114,0.77057,,11.1803 0.77057 0,,,
11.2419,1.52646,0.76323,,11.2419 0.76323 0,,,
11.2595,1.52349,0.761745,,11.2595 0.761745 0,,,
11.2767,1.52044,0.76022,,11.2767 0.76022 0,,,
11.2936,1.51731,0.758655,,11.2936 0.758655 0,,,
11.3201,1.51245,0.756225,,11.3201 0.756225 0,,,
11.3543,1.5067,0.75335,,11.3543 0.75335 0,,,
11.3596,1.50577,0.752885,,11.3596 0.752885 0,,,
11.399,1.49922,0.74961,,11.399 0.74961 0,,,
11.4024,1.49866,0.74933,,11.4024 0.74933 0,,,
11.4209,1.49563,0.747815,,11.4209 0.747815 0,,,
11.5175,1.47993,0.739965,,11.5175 0.739965 0,,,
11.5264,1.47896,0.73948,,11.5264 0.73948 0,,,
11.5732,1.47354,0.73677,,11.5732 0.73677 0,,,
11.5843,1.47268,0.73634,,11.5843 0.73634 0,,,
11.5867,1.47239,0.736195,,11.5867 0.736195 0,,,
11.6359,1.46448,0.73224,,11.6359 0.73224 0,,,
11.6431,1.46344,0.73172,,11.6431 0.73172 0,,,
11.6783,1.45823,0.729115,,11.6783 0.729115 0,,,
11.7143,1.45458,0.72729,,11.7143 0.72729 0,,,
11.7646,1.45283,0.726415,,11.7646 0.726415 0,,,
11.7948,1.45157,0.725785,,11.7948 0.725785 0,,,
11.8088,1.45049,0.725245,,11.8088 0.725245 0,,,
11.8211,1.44969,0.724845,,11.8211 0.724845 0,,,
11.8648,1.44855,0.724275,,11.8648 0.724275 0,,,
11.8729,1.44846,0.72423,,11.8729 0.72423 0,,,
11.892,1.44791,0.723955,,11.892 0.723955 0,,,
11.9114,1.44704,0.72352,,11.9114 0.72352 0,,,
11.9435,1.44524,0.72262,,11.9435 0.72262 0,,,
11.9741,1.4446,0.7223,,11.9741 0.7223 0,,,
11.9804,1.44461,0.722305,,11.9804 0.722305 0,,,
11.9863,1.44429,0.722145,,11.9863 0.722145 0,,,
12.0157,1.4431,0.72155,,12.0157 0.72155 0,,,
12.0374,1.44289,0.721445,,12.0374 0.721445 0,,,
12.0441,1.4429,0.72145,,12.0441 0.72145 0,,,
12.078,1.44275,0.721375,,12.078 0.721375 0,,,
12.091,1.44263,0.721315,,12.091 0.721315 0,,,
12.1067,1.44239,0.721195,,12.1067 0.721195 0,,,
12.1101,1.4423,0.72115,,12.1101 0.72115 0,,,
12.1523,1.44132,0.72066,,12.1523 0.72066 0,,,
12.1943,1.44276,0.72138,,12.1943 0.72138 0,,,
12.2078,1.44307,0.721535,,12.2078 0.721535 0,,,
12.2314,1.44397,0.721985,,12.2314 0.721985 0,,,
12.2523,1.44532,0.72266,,12.2523 0.72266 0,,,
12.2555,1.44546,0.72273,,12.2555 0.72273 0,,,
12.2583,1.44547,0.722735,,12.2583 0.722735 0,,,
12.2593,1.44547,0.722735,,12.2593 0.722735 0,,,
12.3048,1.44585,0.722925,,12.3048 0.722925 0,,,
12.3352,1.44675,0.723375,,12.3352 0.723375 0,,,
12.3571,1.44777,0.723885,,12.3571 0.723885 0,,,
12.3936,1.45082,0.72541,,12.3936 0.72541 0,,,
12.4054,1.45031,0.725155,,12.4054 0.725155 0,,,
12.4115,1.44999,0.724995,,12.4115 0.724995 0,,,
12.431,1.44894,0.72447,,12.431 0.72447 0,,,
12.4915,1.4492,0.7246,,12.4915 0.7246 0,,,
12.5155,1.44991,0.724955,,12.5155 0.724955 0,,,
12.518,1.4501,0.72505,,12.518 0.72505 0,,,
12.5228,1.44999,0.724995,,12.5228 0.724995 0,,,
12.5558,1.44833,0.724165,,12.5558 0.724165 0,,,
12.556,1.44831,0.724155,,12.556 0.724155 0,,,
12.5612,1.44817,0.724085,,12.5612 0.724085 0,,,
12.5872,1.44663,0.723315,,12.5872 0.723315 0,,,
12.6746,1.44507,0.722535,,12.6746 0.722535 0,,,
12.6919,1.44624,0.72312,,12.6919 0.72312 0,,,
12.73,1.44871,0.724355,,12.73 0.724355 0,,,
12.7325,1.44868,0.72434,,12.7325 0.72434 0,,,
12.7618,1.44782,0.72391,,12.7618 0.72391 0,,,
12.8144,1.44772,0.72386,,12.8144 0.72386 0,,,
12.873,1.44868,0.72434,,12.873 0.72434 0,,,
12.8933,1.44812,0.72406,,12.8933 0.72406 0,,,
12.9038,1.44764,0.72382,,12.9038 0.72382 0,,,
12.9487,1.44584,0.72292,,12.9487 0.72292 0,,,
13,1.44595,0.722975,,13 0.722975 0,,,
13.0113,1.44601,0.723005,,13.0113 0.723005 0,,,
13.0426,1.44635,0.723175,,13.0426 0.723175 0,,,
13.0807,1.44516,0.72258,,13.0807 0.72258 0,,,
13.1268,1.44462,0.72231,,13.1268 0.72231 0,,,
13.1745,1.446,0.723,,13.1745 0.723 0,,,
13.1815,1.44623,0.723115,,13.1815 0.723115 0,,,
13.2287,1.44509,0.722545,,13.2287 0.722545 0,,,
13.2288,1.44509,0.722545,,13.2288 0.722545 0,,,
13.2424,1.44528,0.72264,,13.2424 0.72264 0,,,
13.2591,1.4456,0.7228,,13.2591 0.7228 0,,,
13.267,1.44576,0.72288,,13.267 0.72288 0,,,
13.2693,1.44575,0.722875,,13.2693 0.722875 0,,,
13.3112,1.44554,0.72277,,13.3112 0.72277 0,,,
13.3116,1.44555,0.722775,,13.3116 0.722775 0,,,
13.3444,1.44644,0.72322,,13.3444 0.72322 0,,,
13.3582,1.44763,0.723815,,13.3582 0.723815 0,,,
13.3824,1.44977,0.724885,,13.3824 0.724885 0,,,
13.4037,1.45195,0.725975,,13.4037 0.725975 0,,,
13.4152,1.45326,0.72663,,13.4152 0.72663 0,,,
13.4356,1.45587,0.727935,,13.4356 0.727935 0,,,
13.4357,1.45588,0.72794,,13.4357 0.72794 0,,,
13.4515,1.45835,0.729175,,13.4515 0.729175 0,,,
13.4719,1.45997,0.729985,,13.4719 0.729985 0,,,
13.4843,1.4605,0.73025,,13.4843 0.73025 0,,,
13.4989,1.46101,0.730505,,13.4989 0.730505 0,,,
13.499,1.46102,0.73051,,13.499 0.73051 0,,,
13.5203,1.46196,0.73098,,13.5203 0.73098 0,,,
13.5206,1.46199,0.730995,,13.5206 0.730995 0,,,
13.557,1.46557,0.732785,,13.557 0.732785 0,,,
13.5578,1.46567,0.732835,,13.5578 0.732835 0,,,
13.5784,1.46834,0.73417,,13.5784 0.73417 0,,,
13.5796,1.4685,0.73425,,13.5796 0.73425 0,,,
13.6013,1.4716,0.7358,,13.6013 0.7358 0,,,
13.6234,1.47514,0.73757,,13.6234 0.73757 0,,,
13.6245,1.47539,0.737695,,13.6245 0.737695 0,,,
13.6728,1.48591,0.742955,,13.6728 0.742955 0,,,
13.6729,1.48592,0.74296,,13.6729 0.74296 0,,,
13.6796,1.48735,0.743675,,13.6796 0.743675 0,,,
13.6926,1.48985,0.744925,,13.6926 0.744925 0,,,
13.7033,1.49209,0.746045,,13.7033 0.746045 0,,,
13.7033,1.4921,0.74605,,13.7033 0.74605 0,,,
13.7125,1.49396,0.74698,,13.7125 0.74698 0,,,
13.7127,1.494,0.747,,13.7127 0.747 0,,,
13.7575,1.50371,0.751855,,13.7575 0.751855 0,,,
13.76,1.5044,0.7522,,13.76 0.7522 0,,,
13.793,1.51312,0.75656,,13.793 0.75656 0,,,
13.7942,1.51346,0.75673,,13.7942 0.75673 0,,,
13.7984,1.51456,0.75728,,13.7984 0.75728 0,,,
13.8267,1.52154,0.76077,,13.8267 0.76077 0,,,
13.8345,1.52336,0.76168,,13.8345 0.76168 0,,,
13.8374,1.52404,0.76202,,13.8374 0.76202 0,,,
13.8385,1.52429,0.762145,,13.8385 0.762145 0,,,
13.8481,1.5263,0.76315,,13.8481 0.76315 0,,,
13.8482,1.52634,0.76317,,13.8482 0.76317 0,,,
13.8851,1.53472,0.76736,,13.8851 0.76736 0,,,
13.8851,1.53474,0.76737,,13.8851 0.76737 0,,,
13.8918,1.53656,0.76828,,13.8918 0.76828 0,,,
13.8919,1.53658,0.76829,,13.8919 0.76829 0,,,
13.9101,1.54117,0.770585,,13.9101 0.770585 0,,,
13.9172,1.54291,0.771455,,13.9172 0.771455 0,,,
13.9577,1.55397,0.776985,,13.9577 0.776985 0,,,
13.9578,1.55398,0.77699,,13.9578 0.77699 0,,,
13.9664,1.55653,0.778265,,13.9664 0.778265 0,,,
13.9664,1.55656,0.77828,,13.9664 0.77828 0,,,
13.9765,1.55963,0.779815,,13.9765 0.779815 0,,,
13.9824,1.5613,0.78065,,13.9824 0.78065 0,,,
14.0076,1.56856,0.78428,,14.0076 0.78428 0,,,
14.0076,1.56858,0.78429,,14.0076 0.78429 0,,,
14.0206,1.57232,0.78616,,14.0206 0.78616 0,,,
14.0224,1.57278,0.78639,,14.0224 0.78639 0,,,
14.0316,1.57519,0.787595,,14.0316 0.787595 0,,,
14.0316,1.57521,0.787605,,14.0316 0.787605 0,,,
14.0371,1.57668,0.78834,,14.0371 0.78834 0,,,
14.0372,1.57671,0.788355,,14.0372 0.788355 0,,,
14.0497,1.58036,0.79018,,14.0497 0.79018 0,,,
14.0498,1.58037,0.790185,,14.0498 0.790185 0,,,
14.0631,1.58397,0.791985,,14.0631 0.791985 0,,,
14.0708,1.58617,0.793085,,14.0708 0.793085 0,,,
14.0729,1.58667,0.793335,,14.0729 0.793335 0,,,
14.1099,1.59554,0.79777,,14.1099 0.79777 0,,,
14.115,1.59638,0.79819,,14.115 0.79819 0,,,
14.1235,1.59763,0.798815,,14.1235 0.798815 0,,,
14.1515,1.60256,0.80128,,14.1515 0.80128 0,,,
14.1977,1.61229,0.806145,,14.1977 0.806145 0,,,
14.1985,1.61249,0.806245,,14.1985 0.806245 0,,,
14.1986,1.61252,0.80626,,14.1986 0.80626 0,,,
14.2295,1.6202,0.8101,,14.2295 0.8101 0,,,
14.2487,1.62498,0.81249,,14.2487 0.81249 0,,,
14.2557,1.62691,0.813455,,14.2557 0.813455 0,,,
14.2579,1.62749,0.813745,,14.2579 0.813745 0,,,
14.2714,1.63102,0.81551,,14.2714 0.81551 0,,,
14.2825,1.63378,0.81689,,14.2825 0.81689 0,,,
14.2832,1.63396,0.81698,,14.2832 0.81698 0,,,
14.3006,1.6382,0.8191,,14.3006 0.8191 0,,,
14.3008,1.63824,0.81912,,14.3008 0.81912 0,,,
14.3051,1.63924,0.81962,,14.3051 0.81962 0,,,
14.3052,1.63926,0.81963,,14.3052 0.81963 0,,,
14.3129,1.64098,0.82049,,14.3129 0.82049 0,,,
14.3327,1.64446,0.82223,,14.3327 0.82223 0,,,
14.3336,1.64455,0.822275,,14.3336 0.822275 0,,,
14.3576,1.64718,0.82359,,14.3576 0.82359 0,,,
14.3577,1.6472,0.8236,,14.3577 0.8236 0,,,
14.3658,1.64837,0.824185,,14.3658 0.824185 0,,,
14.3731,1.64927,0.824635,,14.3731 0.824635 0,,,
14.3733,1.64928,0.82464,,14.3733 0.82464 0,,,
14.3893,1.65054,0.82527,,14.3893 0.82527 0,,,
14.4262,1.65489,0.827445,,14.4262 0.827445 0,,,
14.4348,1.65592,0.82796,,14.4348 0.82796 0,,,
14.465,1.6587,0.82935,,14.465 0.82935 0,,,
14.4859,1.66031,0.830155,,14.4859 0.830155 0,,,
14.5241,1.66546,0.83273,,14.5241 0.83273 0,,,
14.5287,1.66624,0.83312,,14.5287 0.83312 0,,,
14.5306,1.66656,0.83328,,14.5306 0.83328 0,,,
14.5314,1.66665,0.833325,,14.5314 0.833325 0,,,
14.5432,1.6678,0.8339,,14.5432 0.8339 0,,,
14.5522,1.66871,0.834355,,14.5522 0.834355 0,,,
14.5564,1.66906,0.83453,,14.5564 0.83453 0,,,
14.5778,1.67082,0.83541,,14.5778 0.83541 0,,,
14.578,1.67082,0.83541,,14.578 0.83541 0,,,
14.5973,1.67163,0.835815,,14.5973 0.835815 0,,,
14.6101,1.67204,0.83602,,14.6101 0.83602 0,,,
14.635,1.67267,0.836335,,14.635 0.836335 0,,,
14.6919,1.67556,0.83778,,14.6919 0.83778 0,,,
14.692,1.67556,0.83778,,14.692 0.83778 0,,,
14.712,1.6771,0.83855,,14.712 0.83855 0,,,
14.7188,1.6775,0.83875,,14.7188 0.83875 0,,,
14.7359,1.67877,0.839385,,14.7359 0.839385 0,,,
14.7446,1.67922,0.83961,,14.7446 0.83961 0,,,
14.7585,1.67981,0.839905,,14.7585 0.839905 0,,,
14.762,1.67986,0.83993,,14.762 0.83993 0,,,
14.807,1.68099,0.840495,,14.807 0.840495 0,,,
14.8316,1.68139,0.840695,,14.8316 0.840695 0,,,
14.8517,1.68169,0.840845,,14.8517 0.840845 0,,,
14.8528,1.68172,0.84086,,14.8528 0.84086 0,,,
14.9069,1.68036,0.84018,,14.9069 0.84018 0,,,
14.968,1.67825,0.839125,,14.968 0.839125 0,,,
15.0123,1.6743,0.83715,,15.0123 0.83715 0,,,
15.0302,1.67299,0.836495,,15.0302 0.836495 0,,,
15.0586,1.67068,0.83534,,15.0586 0.83534 0,,,
15.067,1.66948,0.83474,,15.067 0.83474 0,,,
15.1789,1.66208,0.83104,,15.1789 0.83104 0,,,
15.2258,1.6618,0.8309,,15.2258 0.8309 0,,,
15.3168,1.66707,0.833535,,15.3168 0.833535 0,,,
15.3411,1.66825,0.834125,,15.3411 0.834125 0,,,
15.3453,1.66848,0.83424,,15.3453 0.83424 0,,,
15.4044,1.67015,0.835075,,15.4044 0.835075 0,,,
15.4807,1.67795,0.838975,,15.4807 0.838975 0,,,
15.4901,1.67834,0.83917,,15.4901 0.83917 0,,,
15.5204,1.67289,0.836445,,15.5204 0.836445 0,,,
15.5205,1.67288,0.83644,,15.5205 0.83644 0,,,
15.5231,1.67237,0.836185,,15.5231 0.836185 0,,,
15.5261,1.67148,0.83574,,15.5261 0.83574 0,,,
15.5868,1.65282,0.82641,,15.5868 0.82641 0,,,
15.5941,1.65047,0.825235,,15.5941 0.825235 0,,,
15.6308,1.6384,0.8192,,15.6308 0.8192 0,,,
15.6496,1.63236,0.81618,,15.6496 0.81618 0,,,
15.6689,1.62623,0.813115,,15.6689 0.813115 0,,,
15.7441,1.60386,0.80193,,15.7441 0.80193 0,,,
15.8127,1.58836,0.79418,,15.8127 0.79418 0,,,
15.8128,1.58832,0.79416,,15.8128 0.79416 0,,,
15.8262,1.58502,0.79251,,15.8262 0.79251 0,,,
15.8405,1.58131,0.790655,,15.8405 0.790655 0,,,
15.8809,1.57185,0.785925,,15.8809 0.785925 0,,,
15.891,1.56936,0.78468,,15.891 0.78468 0,,,
15.9954,1.54885,0.774425,,15.9954 0.774425 0,,,
15.9978,1.54859,0.774295,,15.9978 0.774295 0,,,
16.002,1.548,0.774,,16.002 0.774 0,,,
16.0049,1.54742,0.77371,,16.0049 0.77371 0,,,
16.0609,1.5372,0.7686,,16.0609 0.7686 0,,,
16.0618,1.53705,0.768525,,16.0618 0.768525 0,,,
16.0785,1.53383,0.766915,,16.0785 0.766915 0,,,
16.1058,1.52816,0.76408,,16.1058 0.76408 0,,,
16.1193,1.52549,0.762745,,16.1193 0.762745 0,,,
16.253,1.50188,0.75094,,16.253 0.75094 0,,,
16.2758,1.4997,0.74985,,16.2758 0.74985 0,,,
16.3001,1.4968,0.7484,,16.3001 0.7484 0,,,
16.3147,1.4952,0.7476,,16.3147 0.7476 0,,,
16.3288,1.49327,0.746635,,16.3288 0.746635 0,,,
16.356,1.48882,0.74441,,16.356 0.74441 0,,,
16.4508,1.48592,0.74296,,16.4508 0.74296 0,,,
16.4513,1.48596,0.74298,,16.4513 0.74298 0,,,
16.4605,1.48664,0.74332,,16.4605 0.74332 0,,,
16.4836,1.48691,0.743455,,16.4836 0.743455 0,,,
16.5076,1.4869,0.74345,,16.5076 0.74345 0,,,
16.5462,1.48692,0.74346,,16.5462 0.74346 0,,,
16.5681,1.48801,0.744005,,16.5681 0.744005 0,,,
16.6264,1.49232,0.74616,,16.6264 0.74616 0,,,
16.6703,1.49809,0.749045,,16.6703 0.749045 0,,,
16.6973,1.50227,0.751135,,16.6973 0.751135 0,,,
16.7278,1.50758,0.75379,,16.7278 0.75379 0,,,
16.7427,1.5104,0.7552,,16.7427 0.7552 0,,,
16.7429,1.51043,0.755215,,16.7429 0.755215 0,,,
16.7522,1.51195,0.755975,,16.7522 0.755975 0,,,
16.7728,1.51428,0.75714,,16.7728 0.75714 0,,,
16.7941,1.5162,0.7581,,16.7941 0.7581 0,,,
16.8018,1.51689,0.758445,,16.8018 0.758445 0,,,
16.8085,1.51742,0.75871,,16.8085 0.75871 0,,,
16.8741,1.51941,0.759705,,16.8741 0.759705 0,,,
16.8816,1.51951,0.759755,,16.8816 0.759755 0,,,
16.8934,1.51904,0.75952,,16.8934 0.75952 0,,,
16.9356,1.51433,0.757165,,16.9356 0.757165 0,,,
16.9371,1.51407,0.757035,,16.9371 0.757035 0,,,
16.9925,1.50493,0.752465,,16.9925 0.752465 0,,,
16.9944,1.50468,0.75234,,16.9944 0.75234 0,,,
17.0255,1.50032,0.75016,,17.0255 0.75016 0,,,
17.0591,1.49606,0.74803,,17.0591 0.74803 0,,,
17.0779,1.49285,0.746425,,17.0779 0.746425 0,,,
17.0964,1.48925,0.744625,,17.0964 0.744625 0,,,
17.1837,1.4785,0.73925,,17.1837 0.73925 0,,,
17.1873,1.47829,0.739145,,17.1873 0.739145 0,,,
17.1901,1.47796,0.73898,,17.1901 0.73898 0,,,
17.2147,1.47485,0.737425,,17.2147 0.737425 0,,,
17.2438,1.47058,0.73529,,17.2438 0.73529 0,,,
17.2786,1.46431,0.732155,,17.2786 0.732155 0,,,
17.3568,1.45759,0.728795,,17.3568 0.728795 0,,,
17.4203,1.45904,0.72952,,17.4203 0.72952 0,,,
17.433,1.45981,0.729905,,17.433 0.729905 0,,,
17.4418,1.46034,0.73017,,17.4418 0.73017 0,,,
17.448,1.4606,0.7303,,17.448 0.7303 0,,,
17.4731,1.4616,0.7308,,17.4731 0.7308 0,,,
17.5033,1.46358,0.73179,,17.5033 0.73179 0,,,
17.5579,1.46694,0.73347,,17.5579 0.73347 0,,,
17.5704,1.4682,0.7341,,17.5704 0.7341 0,,,
17.6529,1.48228,0.74114,,17.6529 0.74114 0,,,
17.6944,1.49315,0.746575,,17.6944 0.746575 0,,,
17.6976,1.494,0.747,,17.6976 0.747 0,,,
17.7594,1.51214,0.75607,,17.7594 0.75607 0,,,
17.7741,1.51623,0.758115,,17.7741 0.758115 0,,,
17.8226,1.53046,0.76523,,17.8226 0.76523 0,,,
17.8234,1.53071,0.765355,,17.8234 0.765355 0,,,
17.8643,1.54169,0.770845,,17.8643 0.770845 0,,,
17.8663,1.54228,0.77114,,17.8663 0.77114 0,,,
17.9107,1.55642,0.77821,,17.9107 0.77821 0,,,
17.9601,1.57446,0.78723,,17.9601 0.78723 0,,,
17.9676,1.57715,0.788575,,17.9676 0.788575 0,,,
17.9844,1.58334,0.79167,,17.9844 0.79167 0,,,
18.0092,1.59201,0.796005,,18.0092 0.796005 0,,,
18.0117,1.59298,0.79649,,18.0117 0.79649 0,,,
18.0134,1.59363,0.796815,,18.0134 0.796815 0,,,
18.0168,1.59473,0.797365,,18.0168 0.797365 0,,,
18.0482,1.6055,0.80275,,18.0482 0.80275 0,,,
18.0695,1.61307,0.806535,,18.0695 0.806535 0,,,
18.0851,1.61922,0.80961,,18.0851 0.80961 0,,,
18.0977,1.62407,0.812035,,18.0977 0.812035 0,,,
18.1265,1.63535,0.817675,,18.1265 0.817675 0,,,
18.1329,1.638,0.819,,18.1329 0.819 0,,,
18.1344,1.63855,0.819275,,18.1344 0.819275 0,,,
18.1941,1.66201,0.831005,,18.1941 0.831005 0,,,
18.2024,1.66556,0.83278,,18.2024 0.83278 0,,,
18.2467,1.68495,0.842475,,18.2467 0.842475 0,,,
18.2986,1.70746,0.85373,,18.2986 0.85373 0,,,
18.3163,1.71491,0.857455,,18.3163 0.857455 0,,,
18.3166,1.71504,0.85752,,18.3166 0.85752 0,,,
18.3421,1.72562,0.86281,,18.3421 0.86281 0,,,
18.3797,1.74155,0.870775,,18.3797 0.870775 0,,,
18.4391,1.76165,0.880825,,18.4391 0.880825 0,,,
18.5026,1.77896,0.88948,,18.5026 0.88948 0,,,
18.5031,1.7791,0.88955,,18.5031 0.88955 0,,,
18.516,1.78203,0.891015,,18.516 0.891015 0,,,
18.5271,1.78439,0.892195,,18.5271 0.892195 0,,,
18.5692,1.79224,0.89612,,18.5692 0.89612 0,,,
18.5908,1.79526,0.89763,,18.5908 0.89763 0,,,
18.6207,1.79757,0.898785,,18.6207 0.898785 0,,,
18.6257,1.79803,0.899015,,18.6257 0.899015 0,,,
18.6386,1.79815,0.899075,,18.6386 0.899075 0,,,
18.6679,1.79733,0.898665,,18.6679 0.898665 0,,,
18.701,1.79636,0.89818,,18.701 0.89818 0,,,
18.7048,1.79616,0.89808,,18.7048 0.89808 0,,,
18.7515,1.7938,0.8969,,18.7515 0.8969 0,,,
18.7648,1.79347,0.896735,,18.7648 0.896735 0,,,
18.7691,1.79322,0.89661,,18.7691 0.89661 0,,,
18.8214,1.79033,0.895165,,18.8214 0.895165 0,,,
18.8361,1.78944,0.89472,,18.8361 0.89472 0,,,
18.8684,1.78686,0.89343,,18.8684 0.89343 0,,,
18.9002,1.78413,0.892065,,18.9002 0.892065 0,,,
18.9246,1.78111,0.890555,,18.9246 0.890555 0,,,
18.9434,1.77849,0.889245,,18.9434 0.889245 0,,,
18.9456,1.77818,0.88909,,18.9456 0.88909 0,,,
19.0018,1.77189,0.885945,,19.0018 0.885945 0,,,
19.0076,1.77153,0.885765,,19.0076 0.885765 0,,,
19.009,1.77138,0.88569,,19.009 0.88569 0,,,
19.0588,1.76498,0.88249,,19.0588 0.88249 0,,,
19.0971,1.75972,0.87986,,19.0971 0.87986 0,,,
19.1088,1.75815,0.879075,,19.1088 0.879075 0,,,
19.1237,1.75601,0.878005,,19.1237 0.878005 0,,,
19.1661,1.75065,0.875325,,19.1661 0.875325 0,,,
19.192,1.74784,0.87392,,19.192 0.87392 0,,,
19.1973,1.74721,0.873605,,19.1973 0.873605 0,,,
19.2283,1.74332,0.87166,,19.2283 0.87166 0,,,
19.2578,1.73989,0.869945,,19.2578 0.869945 0,,,
19.2809,1.73711,0.868555,,19.2809 0.868555 0,,,
19.2919,1.73574,0.86787,,19.2919 0.86787 0,,,
19.3477,1.73045,0.865225,,19.3477 0.865225 0,,,
19.4098,1.72593,0.862965,,19.4098 0.862965 0,,,
19.4299,1.72462,0.86231,,19.4299 0.86231 0,,,
19.4482,1.7236,0.8618,,19.4482 0.8618 0,,,
19.4729,1.72194,0.86097,,19.4729 0.86097 0,,,
19.4877,1.72073,0.860365,,19.4877 0.860365 0,,,
19.4889,1.72064,0.86032,,19.4889 0.86032 0,,,
19.5453,1.71609,0.858045,,19.5453 0.858045 0,,,
19.5527,1.71546,0.85773,,19.5527 0.85773 0,,,
19.6119,1.7103,0.85515,,19.6119 0.85515 0,,,
19.6681,1.70871,0.854355,,19.6681 0.854355 0,,,
19.69,1.70826,0.85413,,19.69 0.85413 0,,,
19.7412,1.70732,0.85366,,19.7412 0.85366 0,,,
19.7728,1.70738,0.85369,,19.7728 0.85369 0,,,
19.7743,1.70739,0.853695,,19.7743 0.853695 0,,,
19.8066,1.70701,0.853505,,19.8066 0.853505 0,,,
19.8179,1.70625,0.853125,,19.8179 0.853125 0,,,
19.8788,1.70371,0.851855,,19.8788 0.851855 0,,,
19.8823,1.70361,0.851805,,19.8823 0.851805 0,,,
19.9626,1.70122,0.85061,,19.9626 0.85061 0,,,
19.9832,1.70196,0.85098,,19.9832 0.85098 0,,,
19.9998,1.70171,0.850855,,19.9998 0.850855 0,,,
20.0047,1.70159,0.850795,,20.0047 0.850795 0,,,
